reg;ind;total_emp;nr_firms;rca;rca01;
156;649;NA;NA;…;0;
156;661;9;4;0.415;0;
156;662;10;5;0.437;0;
156;681;24;8;0.276;0;
156;682;114;6;1.013;1;
156;683;NA;NA;…;0;
156;691;31;8;0.689;0;
156;692;53;12;0.198;0;
156;701;NA;NA;…;1;
156;702;61;8;0.483;0;
156;711;79;8;0.598;0;
156;712;22;5;0.794;0;
156;731;...;NA;…;0;
156;749;11;4;0.239;0;
156;750;NA;NA;…;0;
156;771;...;NA;…;0;
156;772;...;NA;…;1;
156;773;...;NA;…;0;
156;782;NA;NA;…;0;
156;801;44;6;0.406;0;
156;802;NA;NA;…;0;
156;812;10;5;0.063;0;
156;823;NA;NA;…;0;
156;829;28;5;0.203;0;
156;841;3619;44;2.309;1;
156;842;NA;4;…;1;
156;851;392;22;1.975;1;
156;852;1001;25;1.728;1;
156;853;245;4;0.729;0;
156;855;31;7;0.623;0;
156;862;169;25;04.jan;1;
156;869;NA;NA;…;0;
156;871;...;NA;…;1;
156;872;NA;NA;…;1;
156;873;253;8;1.596;1;
156;879;...;NA;…;1;
156;881;69;4;1.148;1;
156;889;175;7;1.938;1;
156;900;...;NA;…;0;
156;910;...;NA;…;0;
156;920;...;NA;…;0;
156;931;47;7;0.772;0;
156;932;NA;4;…;1;
156;949;138;18;1.269;1;
156;951;NA;NA;…;0;
156;952;22;7;1.007;1;
156;960;66;25;0.574;0;
157;11;844;157;0.734;0;
157;12;306;49;2.368;1;
157;13;NA;NA;…;0;
157;14;564;58;0.582;0;
157;15;77;11;0.47;0;
157;16;165;45;0.541;0;
157;17;NA;5;…;1;
157;21;15;5;0.353;0;
157;22;NA;5;…;1;
157;24;36;6;0.311;0;
157;31;...;NA;…;0;
157;32;52;4;2.543;1;
157;81;NA;NA;…;0;
157;101;290;11;0.351;0;
157;103;604;44;2.159;1;
157;104;NA;NA;…;0;
157;105;NA;NA;…;0;
157;106;246;5;2.244;1;
157;107;650;49;0.719;0;
157;108;NA;18;…;1;
157;109;51;4;0.286;0;
157;110;127;20;0.368;0;
157;120;...;NA;…;0;
157;131;NA;NA;…;0;
157;132;NA;NA;…;0;
157;133;...;NA;…;1;
157;139;178;9;0.361;0;
157;141;3583;87;3.919;1;
157;143;65;5;0.8;0;
157;151;NA;NA;…;1;
157;152;1091;32;4.028;1;
157;161;301;15;1.739;1;
157;162;498;43;1.039;1;
157;172;323;12;0.774;0;
157;181;256;31;0.548;0;
157;182;NA;NA;…;1;
157;191;NA;NA;…;0;
157;201;NA;NA;…;0;
157;202;NA;NA;…;0;
157;204;136;6;1.363;1;
157;221;2496;11;7.362;1;
157;222;618;33;0.623;0;
157;231;179;14;1.132;1;
157;234;...;NA;…;0;
157;235;NA;NA;…;0;
157;236;117;18;0.571;0;
157;237;46;11;1.156;1;
157;239;NA;NA;…;0;
157;243;NA;NA;…;0;
157;251;1297;84;1.506;1;
157;252;59;8;0.514;0;
157;255;NA;NA;…;0;
157;256;704;56;0.835;0;
157;257;125;10;0.7;0;
157;259;199;13;0.729;0;
157;261;...;NA;…;0;
157;262;NA;NA;…;0;
157;263;...;NA;…;0;
157;264;...;NA;…;0;
157;265;...;NA;…;0;
157;266;20;6;0.416;0;
157;267;NA;NA;…;0;
157;271;54;6;0.148;0;
157;274;NA;NA;…;0;
157;279;NA;NA;…;0;
157;281;28;5;0.026;0;
157;282;NA;14;…;0;
157;283;...;NA;…;0;
157;284;53;9;18.jan;1;
157;289;71;10;0.248;0;
157;291;NA;NA;…;0;
157;292;NA;NA;…;0;
157;293;...;NA;…;0;
157;301;NA;NA;…;1;
157;310;803;69;1.435;1;
157;321;14;4;0.513;0;
157;324;NA;5;…;1;
157;325;143;22;0.474;0;
157;329;53;13;0.275;0;
157;331;409;52;1.018;1;
157;332;70;10;0.592;0;
157;351;21;7;0.066;0;
157;353;NA;NA;…;0;
157;360;962;7;1.798;1;
157;370;41;5;0.326;0;
157;381;428;12;1.387;1;
157;382;NA;NA;…;0;
157;383;40;7;0.525;0;
157;390;...;NA;…;0;
157;411;85;21;0.429;0;
157;412;2602;310;1.114;1;
157;421;510.06;37;0.847;0;
157;422;592;54;0.95;0;
157;429;101;16;0.697;0;
157;431;213;46;0.641;0;
157;432;1356;234;0.901;0;
157;433;776;170;1.067;1;
157;439;662;107;0.824;0;
157;451;1239;181;1.313;1;
157;452;597;138;0.853;0;
157;453;538;73;1.396;1;
157;454;27;9;0.96;0;
157;461;493;89;0.86;0;
157;462;411;40;1.605;1;
157;463;2504;134;2.201;1;
157;464;585;102;0.516;0;
157;465;21;6;0.124;0;
157;466;110;21;0.342;0;
157;467;1057;137;14.jan;1;
157;469;567;76;0.595;0;
157;471;2150;397;0.591;0;
157;472;705;185;0.768;0;
157;473;230;22;1.066;1;
157;474;171;48;0.919;0;
157;475;1025;165;1.208;1;
157;476;223;52;0.894;0;
157;477;1871;486;0.764;0;
157;478;381;159;1.721;1;
157;479;401;131;13.jan;1;
157;492;NA;NA;…;0;
157;493;NA;48;…;0;
157;494;1456;228;0.709;0;
157;521;126;10;0.606;0;
157;522;856;43;0.53;0;
157;532;71;7;0.579;0;
157;551;156;23;0.231;0;
157;552;39;10;0.717;0;
157;553;...;NA;…;0;
157;559;109;5;0.988;0;
157;561;1747;380;0.705;0;
157;562;181;32;0.435;0;
157;563;501;164;0.755;0;
157;581;181;32;0.562;0;
157;582;51;10;0.326;0;
157;591;71;11;0.516;0;
157;592;16;5;1.311;1;
157;601;15;4;0.927;0;
157;602;NA;NA;…;0;
157;611;88;8;0.355;0;
157;612;...;NA;…;0;
157;619;...;NA;…;0;
157;620;402;68;0.288;0;
157;631;96;30;0.364;0;
157;639;38;5;0.86;0;
157;641;...;NA;…;0;
157;642;24;5;0.343;0;
157;649;57;10;0.26;0;
157;661;350;28;2.276;1;
157;662;160;59;0.987;0;
157;663;NA;NA;…;0;
157;681;542;98;0.879;0;
157;682;542;94;0.679;0;
157;683;NA;49;…;1;
157;691;246;78;0.771;0;
157;692;789.75;214;0.416;0;
157;701;48;5;0.372;0;
157;702;946;94;1.056;1;
157;711;778;167;0.83;0;
157;712;83;21;0.423;0;
157;721;36;14;0.071;0;
157;722;NA;NA;…;0;
157;731;79;25;0.232;0;
157;732;30;9;0.37;0;
157;741;...;NA;…;0;
157;742;32;10;0.484;0;
157;743;42;9;1.118;1;
157;749;141;50;0.431;0;
157;750;48;7;0.9;0;
157;771;64;9;0.819;0;
157;772;25;12;0.482;0;
157;773;74;15;0.506;0;
157;781;106;8;0.363;0;
157;782;650;8;0.431;0;
157;791;40;10;0.23;0;
157;799;...;NA;…;0;
157;801;517;109;0.673;0;
157;802;239;28;0.664;0;
157;803;...;NA;…;0;
157;811;163;7;0.445;0;
157;812;955;64;0.842;0;
157;813;82;17;0.446;0;
157;821;76;21;0.389;0;
157;822;...;NA;…;0;
157;823;63;12;0.708;0;
157;829;4149;76;4.238;1;
157;841;11243;72;1.011;1;
157;842;4868;8;2.152;1;
157;843;...;NA;…;0;
157;851;1362;33;0.968;0;
157;852;3368;70;0.82;0;
157;853;2997;56;1.257;1;
157;854;1402;21;0.777;0;
157;855;416;91;1.178;1;
157;856;106;15;1.144;1;
157;861;9787;7;4.072;1;
157;862;800;258;0.695;0;
157;869;298;29;0.503;0;
157;873;750;21;0.667;0;
157;879;1096;5;3.344;1;
157;881;1077;18;2.528;1;
157;889;477;16;0.745;0;
157;900;278;18;0.721;0;
157;910;367;13;0.772;0;
157;920;37;10;0.318;0;
157;931;282;44;0.653;0;
157;932;169;21;0.611;0;
157;941;59;12;1.062;1;
157;942;NA;NA;…;0;
157;949;1141;73;1.479;1;
157;951;49;9;0.584;0;
157;952;210;52;1.355;1;
157;960;1077;202;1.321;1;
158;11;225;36;2.177;1;
158;12;18;7;1.551;1;
158;13;NA;NA;…;0;
158;14;435;18;4.994;1;
158;15;...;NA;…;1;
158;16;66;9;2.41;1;
158;17;...;NA;…;1;
158;81;NA;NA;…;0;
158;101;NA;NA;…;1;
158;103;NA;NA;…;0;
158;104;...;NA;…;1;
158;105;NA;NA;…;0;
158;107;130;14;1.602;1;
158;108;NA;NA;…;0;
158;110;19;5;0.614;0;
158;141;324;13;3.945;1;
158;161;...;NA;…;1;
158;162;108;12;2.509;1;
158;181;...;NA;…;0;
158;211;NA;NA;…;1;
158;222;...;NA;…;0;
158;236;NA;NA;…;0;
158;251;NA;NA;…;0;
158;256;20;6;0.264;0;
158;259;NA;NA;…;0;
158;265;...;NA;…;0;
158;283;NA;NA;…;1;
158;284;NA;NA;…;0;
158;291;NA;NA;…;0;
158;301;...;NA;…;1;
158;310;...;NA;…;0;
158;321;NA;NA;…;1;
158;325;NA;NA;…;0;
158;331;...;NA;…;0;
158;332;NA;NA;…;1;
158;351;NA;NA;…;1;
158;360;NA;NA;…;0;
158;381;NA;NA;…;0;
158;382;NA;NA;…;0;
158;411;...;NA;…;0;
158;412;237;37;13.jan;1;
158;421;NA;NA;…;0;
158;422;26;4;0.465;0;
158;429;NA;NA;…;0;
158;431;...;NA;…;0;
158;432;215;28;1.591;1;
158;433;51;19;0.78;0;
158;439;35;8;0.485;0;
158;451;22;7;0.26;0;
158;452;52;15;0.827;0;
158;453;22;6;0.636;0;
158;461;...;NA;…;0;
158;463;27;7;0.264;0;
158;464;NA;NA;…;1;
158;466;NA;NA;…;0;
158;467;48;7;0.577;0;
158;471;326;55;0.999;0;
158;472;72;23;0.873;0;
158;473;23;5;1.187;1;
158;474;12;5;0.718;0;
158;475;60;13;0.787;0;
158;476;...;NA;…;0;
158;477;186;59;0.845;0;
158;478;14;7;0.704;0;
158;479;14;5;0.439;0;
158;493;17;6;0.153;0;
158;494;1209;19;6.558;1;
158;495;NA;NA;…;1;
158;521;NA;NA;…;0;
158;522;NA;NA;…;0;
158;532;...;NA;…;0;
158;551;NA;NA;…;0;
158;559;NA;NA;…;0;
158;561;115;41;0.517;0;
158;562;NA;NA;…;1;
158;563;110;45;1.845;1;
158;620;...;NA;…;0;
158;631;NA;NA;…;0;
158;641;NA;NA;…;0;
158;651;NA;NA;…;0;
158;661;10;5;0.724;0;
158;662;9;4;0.618;0;
158;682;43;6;0.6;0;
158;683;NA;NA;…;0;
158;691;NA;NA;…;0;
158;692;25;7;0.147;0;
158;702;21;6;0.261;0;
158;711;15;4;0.178;0;
158;712;NA;NA;…;1;
158;721;NA;NA;…;0;
158;731;NA;NA;…;0;
158;741;...;NA;…;1;
158;742;NA;NA;…;0;
158;749;...;NA;…;0;
158;750;NA;NA;…;0;
158;801;...;NA;…;0;
158;802;...;NA;…;0;
158;812;NA;NA;…;0;
158;813;NA;NA;…;0;
158;829;NA;6;…;1;
158;841;1621;18;1.624;1;
158;842;NA;NA;…;1;
158;851;135;6;1.068;1;
158;852;636;13;1.724;1;
158;853;456;7;2.129;1;
158;855;...;NA;…;0;
158;856;20;4;2.403;1;
158;862;77;18;0.744;0;
158;869;16;5;0.301;0;
158;873;357;5;3.537;1;
158;879;NA;NA;…;1;
158;881;40;5;1.045;1;
158;889;167;8;2.904;1;
158;900;NA;NA;…;0;
158;910;...;NA;…;0;
158;931;22;5;0.567;0;
158;932;...;NA;…;0;
158;949;91;9;1.314;1;
158;952;...;NA;…;0;
158;960;71;20;0.97;0;
159;11;160;45;1.413;1;
159;12;86;29;6.762;1;
159;14;183;23;1.918;1;
159;15;NA;NA;…;0;
159;16;38;11;1.266;1;
159;21;...;NA;…;1;
159;22;...;NA;…;0;
159;24;28;6;2.462;1;
159;101;156;7;1.917;1;
159;103;223;5;01.aug;1;
159;104;NA;NA;…;1;
159;107;308;19;3.465;1;
159;110;16;4;0.472;0;
159;132;NA;NA;…;1;
159;141;NA;NA;…;0;
159;161;101;12;5.929;1;
159;162;NA;8;…;1;
159;181;NA;NA;…;0;
159;221;NA;NA;…;0;
159;222;23;5;0.236;0;
159;236;...;NA;…;0;
159;251;115;11;1.357;1;
159;256;NA;NA;…;0;
159;259;NA;NA;…;1;
159;275;NA;NA;…;0;
159;281;NA;NA;…;0;
159;289;NA;NA;…;0;
159;310;19;6;0.345;0;
159;329;...;NA;…;0;
159;331;...;NA;…;0;
159;332;...;NA;…;0;
159;351;NA;NA;…;0;
159;360;NA;NA;…;0;
159;370;NA;NA;…;0;
159;381;NA;NA;…;0;
159;383;NA;NA;…;0;
159;411;26;6;1.332;1;
159;412;277;48;1.205;1;
159;421;38;10;0.641;0;
159;422;27;7;0.44;0;
159;429;NA;NA;…;1;
159;431;28;7;0.857;0;
159;432;62;17;0.419;0;
159;433;43;16;0.601;0;
159;439;103;23;1.303;1;
159;451;33;8;0.355;0;
159;452;62;11;0.9;0;
159;453;21;6;0.554;0;
159;461;28;6;0.496;0;
159;462;81;7;3.216;1;
159;463;232;20;2.072;1;
159;464;55;4;0.493;0;
159;465;NA;NA;…;0;
159;467;68;15;0.746;0;
159;469;32;4;0.341;0;
159;471;331.793;83;0.928;0;
159;472;69;18;0.764;0;
159;473;17;4;0.801;0;
159;474;...;NA;…;0;
159;475;88;17;1.054;1;
159;476;14;5;0.57;0;
159;477;160;57;0.664;0;
159;478;8;4;0.367;0;
159;479;18;5;0.515;0;
159;493;NA;NA;…;0;
159;494;128;25;0.634;0;
159;503;NA;NA;…;1;
159;521;NA;NA;…;1;
159;522;28;5;0.176;0;
159;531;NA;NA;…;0;
159;532;23;9;1.907;1;
159;551;...;NA;…;0;
159;552;NA;NA;…;0;
159;559;NA;NA;…;0;
159;561;147;38;0.603;0;
159;562;...;NA;…;0;
159;563;70;26;1.072;1;
159;581;NA;NA;…;1;
159;631;NA;NA;…;0;
159;641;...;NA;…;0;
159;649;NA;NA;…;0;
159;661;...;NA;…;0;
159;662;...;NA;…;0;
159;681;50;5;0.824;0;
159;682;70;9;0.891;0;
159;691;23;8;0.732;0;
159;692;19;7;0.102;0;
159;702;30;10;0.34;0;
159;711;13;6;0.141;0;
159;712;NA;NA;…;0;
159;732;NA;NA;…;1;
159;749;...;NA;…;0;
159;750;NA;NA;…;0;
159;773;NA;NA;…;1;
159;781;NA;NA;…;1;
159;782;NA;NA;…;0;
159;791;NA;NA;…;0;
159;801;NA;NA;…;0;
159;802;NA;NA;…;0;
159;812;NA;NA;…;0;
159;821;NA;NA;…;0;
159;823;NA;NA;…;0;
159;829;NA;NA;…;0;
159;841;3901;60;3.567;1;
159;842;...;NA;…;0;
159;851;214;12;1.545;1;
159;852;855;29;2.116;1;
159;853;288;9;1.227;1;
159;855;26;5;0.748;0;
159;856;...;NA;…;1;
159;862;99;31;0.873;0;
159;869;41;4;0.704;0;
159;873;226;11;2.044;1;
159;879;NA;NA;…;0;
159;881;45;4;1.073;1;
159;889;93;6;1.476;1;
159;900;...;NA;…;0;
159;910;20;4;0.428;0;
159;931;...;NA;…;0;
159;932;42;8;1.544;1;
159;949;253;20;3.333;1;
159;951;NA;NA;…;0;
159;952;...;NA;…;1;
159;960;28;11;0.349;0;
160;11;62;9;1.078;1;
160;12;27;10;4.178;1;
160;14;13;4;0.268;0;
160;15;...;NA;…;0;
160;16;22;4;1.443;1;
160;17;NA;NA;…;1;
160;21;...;NA;…;1;
160;107;...;NA;…;0;
160;108;NA;NA;…;0;
160;110;...;NA;…;0;
160;141;NA;NA;…;0;
160;161;NA;4;…;1;
160;162;...;NA;…;1;
160;181;NA;NA;…;0;
160;222;...;NA;…;0;
160;237;NA;NA;…;1;
160;251;51;5;1.185;1;
160;264;NA;NA;…;0;
160;282;NA;NA;…;0;
160;310;...;NA;…;0;
160;323;NA;NA;…;1;
160;331;...;NA;…;0;
160;353;NA;NA;…;1;
160;381;...;NA;…;0;
160;412;78;10;0.668;0;
160;421;NA;NA;…;0;
160;422;NA;NA;…;0;
160;431;...;NA;…;1;
160;432;...;NA;…;0;
160;433;...;NA;…;0;
160;439;...;NA;…;0;
160;451;19;7;0.403;0;
160;452;31;8;0.886;0;
160;453;22;5;1.142;1;
160;461;21;4;0.732;0;
160;462;NA;NA;…;0;
160;463;29;7;0.51;0;
160;464;13;4;0.23;0;
160;465;NA;NA;…;0;
160;466;...;NA;…;0;
160;467;123;13;2.654;1;
160;469;95;8;1.994;1;
160;471;257;43;1.414;1;
160;472;59;11;1.285;1;
160;473;NA;NA;…;0;
160;475;32;6;0.754;0;
160;476;...;NA;…;1;
160;477;80;22;0.653;0;
160;478;NA;NA;…;0;
160;479;...;NA;…;0;
160;493;11;4;0.177;0;
160;494;197;20;1.919;1;
160;521;80;8;07.júl;1;
160;522;530;17;6.559;1;
160;532;NA;NA;…;0;
160;551;...;NA;…;0;
160;561;121;26;0.977;0;
160;562;...;NA;…;0;
160;563;25;7;0.753;0;
160;661;NA;NA;…;0;
160;662;...;NA;…;0;
160;681;23;4;0.746;0;
160;682;NA;NA;…;0;
160;683;NA;NA;…;0;
160;691;...;NA;…;0;
160;692;...;NA;…;0;
160;702;...;NA;…;0;
160;711;NA;NA;…;0;
160;712;NA;NA;…;1;
160;721;NA;NA;…;0;
160;782;...;NA;…;0;
160;801;...;NA;…;0;
160;802;NA;NA;…;0;
160;812;...;NA;…;0;
160;813;NA;NA;…;0;
160;829;13;5;0.266;0;
160;841;1950;25;3.509;1;
160;842;NA;NA;…;0;
160;851;109;7;1.549;1;
160;852;489;16;2.381;1;
160;853;NA;NA;…;0;
160;856;NA;NA;…;1;
160;862;44;12;0.764;0;
160;873;...;NA;…;1;
160;881;NA;NA;…;0;
160;889;NA;NA;…;0;
160;910;NA;NA;…;0;
160;920;...;NA;…;0;
160;931;...;NA;…;0;
160;949;70;7;1.815;1;
160;952;NA;NA;…;0;
160;960;28;10;0.687;0;
161;11;413;43;4.162;1;
161;12;...;NA;…;0;
161;13;NA;NA;…;0;
161;14;288;22;3.443;1;
161;15;NA;4;…;1;
161;16;73;10;2.776;1;
161;17;...;NA;…;1;
161;21;NA;NA;…;1;
161;24;NA;NA;…;0;
161;101;85;6;1.192;1;
161;103;NA;NA;…;0;
161;105;...;NA;…;1;
161;106;...;NA;…;0;
161;107;156;12;2.002;1;
161;108;NA;NA;…;0;
161;110;21;6;0.706;0;
161;139;NA;NA;…;0;
161;141;35;5;0.444;0;
161;161;NA;NA;…;0;
161;162;121;14;2.927;1;
161;181;NA;NA;…;0;
161;222;...;NA;…;0;
161;236;...;NA;…;1;
161;237;...;NA;…;1;
161;251;33;5;0.444;0;
161;256;96;8;1.319;1;
161;259;NA;NA;…;0;
161;261;NA;NA;…;0;
161;271;NA;NA;…;1;
161;273;NA;NA;…;1;
161;282;NA;4;…;0;
161;293;NA;NA;…;0;
161;310;89;7;1.845;1;
161;325;...;NA;…;0;
161;331;17;5;0.491;0;
161;332;NA;NA;…;0;
161;352;NA;NA;…;0;
161;360;NA;NA;…;0;
161;370;NA;NA;…;1;
161;381;NA;NA;…;1;
161;382;NA;NA;…;0;
161;383;...;NA;…;1;
161;411;...;NA;…;0;
161;412;273;59;1.356;1;
161;421;NA;12;…;1;
161;422;99;24;1.843;1;
161;429;NA;NA;…;0;
161;431;147;40;5.131;1;
161;432;81;17;0.624;0;
161;433;84;23;1.339;1;
161;439;60;14;0.866;0;
161;451;...;NA;…;0;
161;452;57;13;0.944;0;
161;453;...;NA;…;0;
161;454;NA;NA;…;0;
161;461;67;4;1.354;1;
161;462;20;6;0.906;0;
161;463;...;NA;…;0;
161;464;NA;NA;…;0;
161;467;NA;NA;…;0;
161;469;NA;NA;…;0;
161;471;251;71;0.801;0;
161;472;179;21;2.261;1;
161;474;...;NA;…;0;
161;475;23;9;0.314;0;
161;476;19;8;0.883;0;
161;477;169;34;0.8;0;
161;478;30;8;1.571;1;
161;479;23;9;0.751;0;
161;493;...;NA;…;0;
161;494;173;31;0.977;0;
161;521;...;NA;…;1;
161;522;32;4;0.23;0;
161;532;NA;NA;…;0;
161;552;NA;NA;…;1;
161;559;NA;NA;…;1;
161;561;145;44;0.679;0;
161;562;...;NA;…;0;
161;563;107;35;1.869;1;
161;581;NA;NA;…;0;
161;611;...;NA;…;0;
161;620;26;6;0.216;0;
161;639;NA;NA;…;0;
161;641;...;NA;…;0;
161;661;...;NA;…;0;
161;662;...;NA;…;0;
161;682;26;7;0.378;0;
161;683;...;NA;…;0;
161;692;21;7;0.128;0;
161;702;34;7;0.44;0;
161;711;14;6;0.173;0;
161;712;NA;NA;…;0;
161;731;NA;NA;…;0;
161;749;20;8;0.709;0;
161;750;NA;NA;…;0;
161;773;...;NA;…;0;
161;781;...;NA;…;0;
161;782;NA;NA;…;0;
161;801;12;5;0.181;0;
161;802;...;NA;…;0;
161;812;19;4;0.194;0;
161;813;NA;NA;…;0;
161;821;...;NA;…;0;
161;823;NA;NA;…;0;
161;829;28;9;0.332;0;
161;841;1129;22;1.178;1;
161;851;553;10;4.556;1;
161;852;641;14;1.81;1;
161;853;556;5;2.704;1;
161;855;19;5;0.624;0;
161;862;51;20;0.513;0;
161;869;NA;NA;…;0;
161;873;173;5;1.785;1;
161;881;47;5;1.279;1;
161;889;34;4;0.616;0;
161;900;...;NA;…;0;
161;910;...;NA;…;0;
161;931;...;NA;…;0;
161;932;NA;NA;…;0;
161;942;...;NA;…;1;
161;949;23;4;0.346;0;
161;952;...;NA;…;0;
161;960;38;13;0.541;0;
162;11;458;59;1.503;1;
162;12;NA;NA;…;0;
162;14;344;20;1.339;1;
162;15;NA;NA;…;0;
162;16;85;10;1.052;1;
162;17;8;4;1.022;1;
162;21;...;NA;…;0;
162;24;19;5;0.621;0;
162;81;NA;NA;…;0;
162;101;159;9;0.726;0;
162;103;...;NA;…;0;
162;105;NA;NA;…;0;
162;106;NA;NA;…;1;
162;107;206;17;0.861;0;
162;108;...;NA;…;0;
162;109;NA;NA;…;1;
162;110;32;5;0.35;0;
162;133;NA;NA;…;0;
162;139;76;4;0.581;0;
162;141;100;11;0.413;0;
162;143;NA;NA;…;0;
162;151;...;NA;…;0;
162;152;102;7;1.422;1;
162;161;21;4;0.458;0;
162;162;91;14;0.717;0;
162;172;...;NA;…;0;
162;181;95;4;0.767;0;
162;201;...;NA;…;1;
162;204;NA;NA;…;0;
162;222;NA;10;…;1;
162;234;NA;NA;…;0;
162;235;NA;NA;…;0;
162;236;29;4;0.535;0;
162;237;12;6;1.139;1;
162;239;NA;NA;…;0;
162;251;223;20;0.978;0;
162;252;29;4;0.954;0;
162;256;402;34;1.799;1;
162;257;58;7;1.227;1;
162;259;NA;5;…;1;
162;261;NA;NA;…;1;
162;263;...;NA;…;0;
162;264;NA;NA;…;1;
162;265;...;NA;…;0;
162;266;NA;NA;…;0;
162;271;NA;NA;…;0;
162;272;NA;NA;…;1;
162;274;NA;NA;…;1;
162;275;3718;7;62.021;1;
162;279;NA;NA;…;1;
162;281;NA;NA;…;0;
162;282;613;9;4.085;1;
162;283;NA;NA;…;0;
162;284;...;NA;…;1;
162;289;NA;6;…;1;
162;293;...;NA;…;0;
162;310;192;22;1.296;1;
162;321;NA;NA;…;1;
162;325;17;7;0.213;0;
162;331;68;8;0.639;0;
162;332;30;8;0.958;0;
162;360;NA;6;…;0;
162;370;...;NA;…;0;
162;381;...;NA;…;1;
162;382;...;NA;…;1;
162;383;208;4;10.305;1;
162;411;14;6;0.267;0;
162;412;347;76;0.561;0;
162;421;...;NA;…;0;
162;422;71;8;0.43;0;
162;429;14;6;0.365;0;
162;431;35;10;0.398;0;
162;432;342;87;0.858;0;
162;433;147;46;0.763;0;
162;439;86;21;0.404;0;
162;451;424;48;1.697;1;
162;452;165;34;0.89;0;
162;453;66;19;0.647;0;
162;454;...;NA;…;0;
162;461;32;11;0.211;0;
162;462;75;11;1.106;1;
162;463;51;13;0.169;0;
162;464;128;8;0.427;0;
162;466;18;4;0.211;0;
162;467;652;16;2.656;1;
162;469;98;14;0.388;0;
162;471;1264;82;1.313;1;
162;472;158;36;0.65;0;
162;473;46;8;0.805;0;
162;474;18;6;0.365;0;
162;475;232;44;1.032;1;
162;476;43;13;0.651;0;
162;477;356;113;0.549;0;
162;478;68;28;16.jan;1;
162;479;60;18;0.638;0;
162;493;198;11;0.603;0;
162;494;392;55;0.721;0;
162;521;...;NA;…;0;
162;522;143;10;0.334;0;
162;532;NA;NA;…;0;
162;551;...;NA;…;0;
162;552;NA;NA;…;0;
162;559;NA;NA;…;0;
162;561;334;70;0.509;0;
162;562;102;9;0.927;0;
162;563;217;72;1.235;1;
162;581;52;6;0.609;0;
162;582;...;NA;…;0;
162;601;NA;NA;…;0;
162;602;...;NA;…;0;
162;611;NA;NA;…;1;
162;620;38;13;0.103;0;
162;631;8;4;0.115;0;
162;639;NA;NA;…;0;
162;641;...;NA;…;0;
162;649;...;NA;…;0;
162;661;70;12;1.719;1;
162;662;35;13;0.815;0;
162;681;38;7;0.233;0;
162;682;82;20;0.388;0;
162;683;NA;4;…;1;
162;691;54;12;0.639;0;
162;692;192;45;0.382;0;
162;701;NA;NA;…;0;
162;702;14;6;0.059;0;
162;711;125;30;0.504;0;
162;712;...;NA;…;0;
162;721;NA;NA;…;0;
162;731;29;11;0.322;0;
162;732;NA;NA;…;0;
162;741;NA;NA;…;0;
162;742;...;NA;…;0;
162;743;...;NA;…;0;
162;749;57;12;0.658;0;
162;750;20;5;1.416;1;
162;771;...;NA;…;0;
162;772;22;6;1.602;1;
162;773;...;NA;…;0;
162;781;NA;NA;…;1;
162;782;NA;5;…;0;
162;791;NA;NA;…;0;
162;801;174;10;0.856;0;
162;802;39;9;0.409;0;
162;811;...;NA;…;0;
162;812;270;14;0.899;0;
162;813;...;NA;…;0;
162;821;...;NA;…;0;
162;829;140;17;0.54;0;
162;841;918;23;0.312;0;
162;842;NA;NA;…;0;
162;851;238;8;0.639;0;
162;852;690;17;0.634;0;
162;853;368;8;0.583;0;
162;854;NA;NA;…;0;
162;855;69;11;0.738;0;
162;856;NA;NA;…;0;
162;861;...;NA;…;1;
162;862;194;60;0.636;0;
162;869;...;NA;…;0;
162;873;218;4;0.733;0;
162;881;25;4;0.222;0;
162;889;92;6;0.543;0;
162;900;24;7;0.235;0;
162;910;54;7;0.429;0;
162;920;NA;NA;…;0;
162;931;81;10;0.709;0;
162;932;62;6;0.847;0;
162;941;NA;NA;…;0;
162;949;35;8;0.171;0;
162;951;...;NA;…;0;
162;952;24;10;0.585;0;
162;960;139;44;0.644;0;
163;11;951;88;5.304;1;
163;12;...;NA;…;0;
163;13;NA;NA;…;0;
163;14;341;30;2.256;1;
163;15;165;6;6.469;1;
163;16;318;37;6.692;1;
163;17;...;NA;…;1;
163;24;NA;NA;…;1;
163;32;17;4;5.335;1;
163;101;70;8;0.543;0;
163;103;443;4;10.161;1;
163;104;...;NA;…;1;
163;105;...;NA;…;0;
163;106;NA;NA;…;0;
163;107;121;11;0.859;0;
163;108;NA;NA;…;0;
163;110;9;4;0.168;0;
163;139;31;4;0.403;0;
163;141;301;14;2.113;1;
163;143;...;NA;…;1;
163;151;...;NA;…;0;
163;152;134;4;3.174;1;
163;161;...;NA;…;0;
163;162;306;11;4.097;1;
163;172;...;NA;…;0;
163;181;...;NA;…;0;
163;201;NA;NA;…;0;
163;205;29;4;5.591;1;
163;222;132;5;0.854;0;
163;231;...;NA;…;0;
163;233;NA;NA;…;1;
163;234;...;NA;…;1;
163;236;NA;NA;…;0;
163;251;316.685;24;2.36;1;
163;252;...;NA;…;0;
163;255;NA;NA;…;0;
163;256;520;27;3.956;1;
163;257;...;NA;…;0;
163;259;...;NA;…;0;
163;261;...;NA;…;0;
163;265;NA;NA;…;1;
163;267;NA;NA;…;0;
163;271;72;7;1.267;1;
163;273;...;NA;…;1;
163;274;NA;NA;…;1;
163;275;...;NA;…;1;
163;279;100;6;4.657;1;
163;282;85;5;0.963;0;
163;283;NA;NA;…;1;
163;284;NA;NA;…;0;
163;289;NA;NA;…;0;
