"reg";"ind";"rca01"
18;130;1
19;130;0
20;130;1
1;141;0
2;141;0
3;141;1
4;141;1
5;141;0
6;141;1
7;141;1
8;141;1
9;141;1
10;141;0
11;141;0
12;141;0
13;141;0
14;141;1
15;141;1
16;141;1
17;141;1
18;141;1
19;141;1
20;141;0
1;142;0
2;142;1
3;142;1
4;142;1
5;142;1
6;142;0
7;142;0
8;142;0
9;142;1
10;142;1
11;142;0
12;142;1
13;142;0
14;142;1
15;142;1
16;142;1
17;142;1
18;142;1
19;142;1
20;142;1
1;143;0
2;143;0
3;143;0
4;143;1
5;143;0
6;143;0
7;143;0
8;143;0
9;143;0
10;143;1
11;143;1
12;143;0
13;143;0
14;143;0
15;143;0
16;143;0
17;143;0
18;143;0
19;143;0
20;143;0
1;144;0
2;144;0
3;144;0
4;144;0
5;144;0
6;144;0
7;144;0
8;144;0
9;144;0
10;144;0
11;144;0
12;144;1
13;144;0
14;144;0
15;144;0
16;144;0
17;144;0
18;144;0
19;144;0
20;144;0
1;145;0
2;145;0
3;145;1
4;145;1
5;145;1
6;145;0
7;145;1
8;145;0
9;145;1
10;145;0
11;145;0
12;145;0
13;145;1
14;145;0
15;145;1
16;145;1
17;145;1
18;145;0
19;145;1
20;145;0
1;146;0
2;146;1
3;146;1
4;146;1
5;146;0
6;146;0
7;146;0
8;146;0
9;146;1
10;146;0
11;146;1
12;146;0
13;146;0
14;146;1
15;146;1
16;146;1
17;146;1
18;146;0
19;146;0
20;146;1
1;147;0
2;147;0
3;147;1
4;147;1
5;147;1
6;147;0
7;147;0
8;147;0
9;147;1
10;147;0
11;147;1
12;147;0
13;147;0
14;147;0
15;147;1
16;147;1
17;147;0
18;147;1
19;147;1
20;147;1
1;149;0
2;149;0
3;149;1
4;149;1
5;149;0
6;149;0
7;149;0
8;149;0
9;149;1
10;149;1
11;149;1
12;149;1
13;149;0
14;149;0
15;149;1
16;149;1
17;149;1
18;149;0
19;149;1
20;149;1
1;150;0
2;150;1
3;150;1
4;150;1
5;150;0
6;150;1
7;150;1
8;150;1
9;150;1
10;150;0
11;150;0
12;150;1
13;150;0
14;150;1
15;150;1
16;150;1
17;150;1
18;150;1
19;150;0
20;150;1
1;161;0
2;161;0
3;161;1
4;161;1
5;161;1
6;161;1
7;161;0
8;161;0
9;161;1
10;161;1
11;161;0
12;161;0
13;161;0
14;161;1
15;161;1
16;161;1
17;161;1
18;161;0
19;161;0
20;161;0
1;162;0
2;162;1
3;162;1
4;162;1
5;162;0
6;162;1
7;162;1
8;162;1
9;162;1
10;162;0
11;162;1
12;162;1
13;162;1
14;162;0
15;162;0
16;162;1
17;162;1
18;162;1
19;162;0
20;162;0
1;163;0
2;163;1
3;163;1
4;163;1
5;163;0
6;163;0
7;163;0
8;163;0
9;163;0
10;163;0
11;163;0
12;163;0
13;163;0
14;163;1
15;163;1
16;163;1
17;163;1
18;163;1
19;163;1
20;163;1
1;164;0
2;164;0
3;164;0
4;164;0
5;164;0
6;164;0
7;164;1
8;164;1
9;164;0
10;164;0
11;164;1
12;164;0
13;164;1
14;164;0
15;164;1
16;164;0
17;164;0
18;164;0
19;164;0
20;164;0
1;170;0
2;170;0
3;170;1
4;170;1
5;170;0
6;170;1
7;170;0
8;170;1
9;170;1
10;170;1
11;170;1
12;170;1
13;170;0
14;170;1
15;170;1
16;170;1
17;170;0
18;170;1
19;170;0
20;170;1
1;210;0
2;210;1
3;210;1
4;210;0
5;210;1
6;210;1
7;210;0
8;210;0
9;210;0
10;210;0
11;210;0
12;210;1
13;210;0
14;210;1
15;210;1
16;210;1
17;210;1
18;210;0
19;210;1
20;210;1
1;220;0
2;220;1
3;220;1
4;220;0
5;220;0
6;220;0
7;220;0
8;220;0
9;220;0
10;220;1
11;220;1
12;220;1
13;220;0
14;220;1
15;220;1
16;220;1
17;220;1
18;220;1
19;220;1
20;220;1
1;230;0
2;230;1
3;230;0
4;230;0
5;230;0
6;230;0
7;230;0
8;230;1
9;230;0
10;230;1
11;230;0
12;230;0
13;230;0
14;230;1
15;230;0
16;230;0
17;230;1
18;230;0
19;230;1
20;230;1
1;240;0
2;240;1
3;240;1
4;240;0
5;240;1
6;240;0
7;240;0
8;240;1
9;240;0
10;240;1
11;240;0
12;240;1
13;240;0
14;240;1
15;240;0
16;240;0
17;240;1
18;240;1
19;240;1
20;240;1
1;311;1
2;311;0
3;311;0
4;311;0
5;311;0
6;311;0
7;311;0
8;311;0
9;311;0
10;311;0
11;311;0
12;311;0
13;311;0
14;311;0
15;311;0
16;311;0
17;311;0
18;311;0
19;311;0
20;311;0
1;312;0
2;312;1
3;312;0
4;312;1
5;312;0
6;312;1
7;312;0
8;312;1
9;312;1
10;312;0
11;312;0
12;312;0
13;312;1
14;312;0
15;312;0
16;312;1
17;312;1
18;312;0
19;312;0
20;312;0
1;321;1
2;321;0
3;321;0
4;321;0
5;321;0
6;321;0
7;321;0
8;321;0
9;321;0
10;321;0
11;321;0
12;321;0
13;321;0
14;321;0
15;321;0
16;321;0
17;321;0
18;321;0
19;321;0
20;321;0
1;322;0
2;322;1
3;322;1
4;322;1
5;322;0
6;322;0
7;322;0
8;322;0
9;322;0
10;322;0
11;322;0
12;322;0
13;322;1
14;322;1
15;322;1
16;322;1
17;322;1
18;322;0
19;322;0
20;322;0
1;510;0
2;510;0
3;510;0
4;510;0
5;510;0
6;510;0
7;510;0
8;510;0
9;510;0
10;510;0
11;510;0
12;510;0
13;510;1
14;510;0
15;510;0
16;510;0
17;510;0
18;510;0
19;510;0
20;510;0
1;520;0
2;520;0
3;520;0
4;520;0
5;520;1
6;520;0
7;520;0
8;520;0
9;520;0
10;520;0
11;520;1
12;520;1
13;520;0
14;520;0
15;520;0
16;520;0
17;520;0
18;520;0
19;520;1
20;520;0
1;610;0
2;610;0
3;610;0
4;610;0
5;610;0
6;610;0
7;610;0
8;610;0
9;610;0
10;610;0
11;610;0
12;610;0
13;610;1
14;610;0
15;610;0
16;610;0
17;610;0
18;610;0
19;610;0
20;610;0
1;620;1
2;620;0
3;620;0
4;620;0
5;620;0
6;620;0
7;620;0
8;620;0
9;620;0
10;620;0
11;620;0
12;620;0
13;620;0
14;620;0
15;620;0
16;620;1
17;620;0
18;620;0
19;620;0
20;620;0
1;721;0
2;721;1
3;721;0
4;721;0
5;721;0
6;721;0
7;721;0
8;721;0
9;721;0
10;721;0
11;721;0
12;721;0
13;721;0
14;721;0
15;721;0
16;721;0
17;721;0
18;721;0
19;721;0
20;721;0
1;729;0
2;729;0
3;729;0
4;729;0
5;729;0
6;729;0
7;729;0
8;729;0
9;729;0
10;729;1
11;729;0
12;729;0
13;729;0
14;729;0
15;729;0
16;729;0
17;729;0
18;729;0
19;729;1
20;729;0
1;811;0
2;811;1
3;811;0
4;811;0
5;811;1
6;811;0
7;811;1
8;811;0
9;811;0
10;811;1
11;811;1
12;811;1
13;811;1
14;811;0
15;811;0
16;811;0
17;811;0
18;811;0
19;811;1
20;811;0
1;812;0
2;812;1
3;812;0
4;812;0
5;812;1
6;812;0
7;812;1
8;812;1
9;812;1
10;812;1
11;812;0
12;812;0
13;812;1
14;812;0
15;812;0
16;812;0
17;812;0
18;812;0
19;812;1
20;812;1
1;892;0
2;892;0
3;892;1
4;892;0
5;892;0
6;892;0
7;892;1
8;892;0
9;892;0
10;892;0
11;892;0
12;892;0
13;892;0
14;892;1
15;892;0
16;892;0
17;892;0
18;892;0
19;892;1
20;892;1
1;893;0
2;893;0
3;893;0
4;893;0
5;893;0
6;893;0
7;893;0
8;893;0
9;893;0
10;893;0
11;893;0
12;893;0
13;893;0
14;893;0
15;893;0
16;893;0
17;893;0
18;893;1
19;893;0
20;893;0
1;899;0
2;899;0
3;899;0
4;899;0
5;899;1
6;899;0
7;899;1
8;899;0
9;899;0
10;899;1
11;899;0
12;899;1
13;899;0
14;899;0
15;899;0
16;899;0
17;899;0
18;899;1
19;899;1
20;899;0
1;910;0
2;910;0
3;910;0
4;910;0
5;910;0
6;910;0
7;910;0
8;910;0
9;910;1
10;910;0
11;910;0
12;910;0
13;910;0
14;910;0
15;910;0
16;910;1
17;910;0
18;910;0
19;910;0
20;910;1
1;990;0
2;990;1
3;990;0
4;990;0
5;990;0
6;990;0
7;990;1
8;990;0
9;990;0
10;990;1
11;990;0
12;990;0
13;990;1
14;990;1
15;990;0
16;990;0
17;990;0
18;990;0
19;990;0
20;990;0
1;1011;0
2;1011;1
3;1011;1
4;1011;0
5;1011;0
6;1011;0
7;1011;1
8;1011;0
9;1011;1
10;1011;1
11;1011;0
12;1011;0
13;1011;0
14;1011;1
15;1011;0
16;1011;0
17;1011;0
18;1011;0
19;1011;1
20;1011;1
1;1012;0
2;1012;0
3;1012;1
4;1012;1
5;1012;0
6;1012;1
7;1012;0
8;1012;0
9;1012;1
10;1012;0
11;1012;0
12;1012;0
13;1012;0
14;1012;0
15;1012;1
16;1012;0
17;1012;0
18;1012;1
19;1012;0
20;1012;0
1;1013;0
2;1013;0
3;1013;0
4;1013;1
5;1013;0
6;1013;1
7;1013;0
8;1013;0
9;1013;0
10;1013;0
11;1013;1
12;1013;0
13;1013;0
14;1013;1
15;1013;0
16;1013;1
17;1013;1
18;1013;1
19;1013;0
20;1013;1
1;1020;0
2;1020;0
3;1020;1
4;1020;1
5;1020;0
6;1020;0
7;1020;0
8;1020;0
9;1020;0
10;1020;0
11;1020;0
12;1020;0
13;1020;0
14;1020;1
15;1020;0
16;1020;1
17;1020;0
18;1020;1
19;1020;1
20;1020;0
1;1031;0
2;1031;0
3;1031;0
4;1031;0
5;1031;0
6;1031;1
7;1031;0
8;1031;0
9;1031;0
10;1031;0
11;1031;1
12;1031;1
13;1031;1
14;1031;0
15;1031;1
16;1031;0
17;1031;0
18;1031;0
19;1031;0
20;1031;0
1;1032;0
2;1032;0
3;1032;1
4;1032;0
5;1032;0
6;1032;0
7;1032;0
8;1032;0
9;1032;0
10;1032;0
11;1032;0
12;1032;0
13;1032;0
14;1032;0
15;1032;1
16;1032;0
17;1032;0
18;1032;0
19;1032;0
20;1032;1
1;1039;0
2;1039;0
3;1039;1
4;1039;1
5;1039;0
6;1039;0
7;1039;0
8;1039;0
9;1039;1
10;1039;1
11;1039;0
12;1039;1
13;1039;1
14;1039;0
15;1039;1
16;1039;1
17;1039;0
18;1039;0
19;1039;0
20;1039;0
1;1041;1
2;1041;0
3;1041;1
4;1041;0
5;1041;1
6;1041;0
7;1041;0
8;1041;0
9;1041;0
10;1041;0
11;1041;1
12;1041;0
13;1041;0
14;1041;0
15;1041;0
16;1041;0
17;1041;0
18;1041;0
19;1041;0
20;1041;0
1;1042;1
2;1042;0
3;1042;0
4;1042;0
5;1042;0
6;1042;0
7;1042;0
8;1042;0
9;1042;0
10;1042;0
11;1042;0
12;1042;0
13;1042;0
14;1042;0
15;1042;0
16;1042;0
17;1042;0
18;1042;0
19;1042;0
20;1042;0
1;1051;0
2;1051;1
3;1051;0
4;1051;1
5;1051;0
6;1051;1
7;1051;1
8;1051;1
9;1051;1
10;1051;0
11;1051;0
12;1051;1
13;1051;0
14;1051;0
15;1051;0
16;1051;0
17;1051;1
18;1051;1
19;1051;0
20;1051;1
1;1052;0
2;1052;0
3;1052;0
4;1052;0
5;1052;0
6;1052;0
7;1052;0
8;1052;0
9;1052;0
10;1052;1
11;1052;0
12;1052;0
13;1052;1
14;1052;0
15;1052;0
16;1052;1
17;1052;0
18;1052;0
19;1052;0
20;1052;0
1;1061;0
2;1061;0
3;1061;1
4;1061;1
5;1061;0
6;1061;0
7;1061;0
8;1061;0
9;1061;1
10;1061;0
11;1061;1
12;1061;0
13;1061;0
14;1061;0
15;1061;1
16;1061;1
17;1061;1
18;1061;0
19;1061;0
20;1061;1
1;1062;0
2;1062;1
3;1062;0
4;1062;0
5;1062;0
6;1062;0
7;1062;1
8;1062;0
9;1062;0
10;1062;0
11;1062;0
12;1062;0
13;1062;0
14;1062;0
15;1062;0
16;1062;0
17;1062;0
18;1062;0
19;1062;1
20;1062;0
1;1071;0
2;1071;0
3;1071;1
4;1071;1
5;1071;1
6;1071;0
7;1071;1
8;1071;1
9;1071;1
10;1071;1
11;1071;1
12;1071;1
13;1071;1
14;1071;1
15;1071;1
16;1071;0
17;1071;0
18;1071;0
19;1071;0
20;1071;1
1;1072;0
2;1072;0
3;1072;1
4;1072;0
5;1072;0
6;1072;0
7;1072;1
8;1072;1
9;1072;0
10;1072;1
11;1072;0
12;1072;1
13;1072;1
14;1072;1
15;1072;0
16;1072;0
17;1072;0
18;1072;0
19;1072;0
20;1072;0
1;1073;0
2;1073;0
3;1073;1
4;1073;1
5;1073;0
6;1073;0
7;1073;0
8;1073;0
9;1073;0
10;1073;0
11;1073;1
12;1073;1
13;1073;1
14;1073;0
15;1073;1
16;1073;0
17;1073;0
18;1073;1
19;1073;0
20;1073;0
1;1081;0
2;1081;0
3;1081;0
4;1081;0
5;1081;1
6;1081;0
7;1081;0
8;1081;1
9;1081;0
10;1081;0
11;1081;0
12;1081;0
13;1081;0
14;1081;1
15;1081;0
16;1081;1
17;1081;0
18;1081;0
19;1081;0
20;1081;0
1;1082;0
2;1082;0
3;1082;1
4;1082;0
5;1082;1
6;1082;0
7;1082;0
8;1082;1
9;1082;1
10;1082;1
11;1082;0
12;1082;0
13;1082;1
14;1082;0
15;1082;0
16;1082;1
17;1082;0
18;1082;0
19;1082;1
20;1082;0
1;1083;1
2;1083;1
3;1083;1
4;1083;0
5;1083;0
6;1083;0
7;1083;0
8;1083;0
9;1083;0
10;1083;1
11;1083;1
12;1083;1
13;1083;1
14;1083;0
15;1083;0
16;1083;0
17;1083;0
18;1083;0
19;1083;0
20;1083;0
1;1084;0
2;1084;1
3;1084;1
4;1084;0
5;1084;0
6;1084;1
7;1084;0
8;1084;0
9;1084;0
10;1084;0
11;1084;0
12;1084;0
13;1084;0
14;1084;0
15;1084;0
16;1084;0
17;1084;0
18;1084;0
19;1084;0
20;1084;0
1;1085;0
2;1085;0
3;1085;1
4;1085;0
5;1085;0
6;1085;0
7;1085;0
8;1085;0
9;1085;1
10;1085;0
11;1085;1
12;1085;0
13;1085;1
14;1085;0
15;1085;1
16;1085;0
17;1085;0
18;1085;0
19;1085;0
20;1085;0
1;1086;0
2;1086;0
3;1086;1
4;1086;1
5;1086;0
6;1086;0
7;1086;0
8;1086;1
9;1086;0
10;1086;0
11;1086;0
12;1086;0
13;1086;0
14;1086;0
15;1086;0
16;1086;0
17;1086;0
18;1086;0
19;1086;0
20;1086;0
1;1089;0
2;1089;0
3;1089;0
4;1089;0
5;1089;0
6;1089;1
7;1089;0
8;1089;0
9;1089;0
10;1089;0
11;1089;0
12;1089;0
13;1089;1
14;1089;0
15;1089;1
16;1089;0
17;1089;0
18;1089;0
19;1089;0
20;1089;0
1;1091;0
2;1091;0
3;1091;1
4;1091;1
5;1091;0
6;1091;1
7;1091;1
8;1091;0
9;1091;1
10;1091;0
11;1091;1
12;1091;1
13;1091;1
14;1091;1
15;1091;1
16;1091;1
17;1091;0
18;1091;0
19;1091;0
20;1091;1
1;1092;1
2;1092;0
3;1092;0
4;1092;0
5;1092;0
6;1092;0
7;1092;0
8;1092;0
9;1092;0
10;1092;0
11;1092;0
12;1092;0
13;1092;1
14;1092;0
15;1092;0
16;1092;0
17;1092;0
18;1092;1
19;1092;0
20;1092;0
1;1101;0
2;1101;0
3;1101;1
4;1101;1
5;1101;1
6;1101;0
7;1101;0
8;1101;1
9;1101;0
10;1101;0
11;1101;1
12;1101;0
13;1101;0
14;1101;0
15;1101;1
16;1101;1
17;1101;1
18;1101;1
19;1101;0
20;1101;0
1;1102;0
2;1102;1
3;1102;1
4;1102;0
5;1102;1
6;1102;0
7;1102;0
8;1102;0
9;1102;0
10;1102;1
11;1102;0
12;1102;0
13;1102;0
14;1102;1
15;1102;0
16;1102;0
17;1102;1
18;1102;0
19;1102;1
20;1102;0
1;1103;1
2;1103;1
3;1103;1
4;1103;0
5;1103;0
6;1103;1
7;1103;0
8;1103;0
9;1103;0
10;1103;0
11;1103;0
12;1103;0
13;1103;0
14;1103;0
15;1103;0
16;1103;0
17;1103;0
18;1103;0
19;1103;0
20;1103;0
1;1104;0
2;1104;0
3;1104;1
4;1104;1
5;1104;1
6;1104;0
7;1104;1
8;1104;0
9;1104;1
10;1104;0
11;1104;0
12;1104;0
13;1104;0
14;1104;1
15;1104;0
16;1104;0
17;1104;0
18;1104;0
19;1104;1
20;1104;0
1;1105;0
2;1105;1
3;1105;0
4;1105;0
5;1105;1
6;1105;0
7;1105;0
8;1105;1
9;1105;0
10;1105;0
11;1105;0
12;1105;0
13;1105;0
14;1105;0
15;1105;0
16;1105;0
17;1105;0
18;1105;0
19;1105;0
20;1105;0
1;1106;0
2;1106;1
3;1106;0
4;1106;0
5;1106;0
6;1106;0
7;1106;1
8;1106;0
9;1106;0
10;1106;0
11;1106;0
12;1106;0
13;1106;0
14;1106;0
15;1106;0
16;1106;0
17;1106;0
18;1106;0
19;1106;0
20;1106;1
1;1107;0
2;1107;1
3;1107;1
4;1107;0
5;1107;0
6;1107;0
7;1107;0
8;1107;0
9;1107;1
10;1107;0
11;1107;0
12;1107;0
13;1107;1
14;1107;1
15;1107;0
16;1107;0
17;1107;0
18;1107;0
19;1107;0
20;1107;0
1;1200;1
2;1200;1
3;1200;0
4;1200;0
5;1200;1
6;1200;0
7;1200;0
8;1200;0
9;1200;1
10;1200;0
11;1200;0
12;1200;0
13;1200;0
14;1200;0
15;1200;0
16;1200;0
17;1200;0
18;1200;0
19;1200;0
20;1200;0
1;1310;0
2;1310;0
3;1310;0
4;1310;0
5;1310;0
6;1310;0
7;1310;0
8;1310;0
9;1310;0
10;1310;0
11;1310;1
12;1310;0
13;1310;0
14;1310;1
15;1310;1
16;1310;0
17;1310;1
18;1310;1
19;1310;1
20;1310;0
1;1320;0
2;1320;0
3;1320;0
4;1320;1
5;1320;0
6;1320;0
7;1320;1
8;1320;1
9;1320;0
10;1320;0
11;1320;1
12;1320;0
13;1320;0
14;1320;0
15;1320;1
16;1320;0
17;1320;1
18;1320;0
19;1320;1
20;1320;0
1;1330;0
2;1330;1
3;1330;0
4;1330;0
5;1330;0
6;1330;0
7;1330;0
8;1330;0
9;1330;1
10;1330;0
11;1330;1
12;1330;0
13;1330;0
14;1330;0
15;1330;1
16;1330;0
17;1330;1
18;1330;0
19;1330;0
20;1330;0
1;1391;1
2;1391;0
3;1391;0
4;1391;0
5;1391;0
6;1391;1
7;1391;0
8;1391;1
9;1391;1
10;1391;1
11;1391;0
12;1391;0
13;1391;1
14;1391;0
15;1391;0
16;1391;0
17;1391;0
18;1391;1
19;1391;0
20;1391;0
1;1392;1
2;1392;0
3;1392;0
4;1392;1
5;1392;0
6;1392;0
7;1392;1
8;1392;0
9;1392;0
10;1392;0
11;1392;0
12;1392;1
13;1392;0
14;1392;0
15;1392;0
16;1392;0
17;1392;0
18;1392;1
19;1392;0
20;1392;0
1;1393;0
2;1393;1
3;1393;0
4;1393;1
5;1393;0
6;1393;0
7;1393;0
8;1393;1
9;1393;0
10;1393;1
11;1393;0
12;1393;0
13;1393;1
14;1393;0
15;1393;1
16;1393;1
17;1393;0
18;1393;0
19;1393;0
20;1393;0
1;1394;0
2;1394;0
3;1394;0
4;1394;1
5;1394;0
6;1394;1
7;1394;0
8;1394;0
9;1394;1
10;1394;0
11;1394;0
12;1394;0
13;1394;0
14;1394;0
15;1394;0
16;1394;0
17;1394;0
18;1394;0
19;1394;0
20;1394;0
1;1395;0
2;1395;0
3;1395;1
4;1395;0
5;1395;1
6;1395;0
7;1395;0
8;1395;1
9;1395;0
10;1395;0
11;1395;1
12;1395;1
13;1395;0
14;1395;0
15;1395;0
16;1395;0
17;1395;0
18;1395;1
19;1395;0
20;1395;0
1;1396;0
2;1396;0
3;1396;0
4;1396;0
5;1396;0
6;1396;1
7;1396;1
8;1396;1
9;1396;1
10;1396;0
11;1396;0
12;1396;0
13;1396;1
14;1396;0
15;1396;0
16;1396;0
17;1396;0
18;1396;1
19;1396;1
20;1396;0
1;1399;0
2;1399;0
3;1399;0
4;1399;0
5;1399;0
6;1399;0
7;1399;0
8;1399;1
9;1399;1
10;1399;0
11;1399;1
12;1399;0
13;1399;0
14;1399;0
15;1399;0
16;1399;1
17;1399;0
18;1399;1
19;1399;0
20;1399;1
1;1411;0
2;1411;1
3;1411;0
4;1411;1
5;1411;0
6;1411;0
7;1411;0
8;1411;0
9;1411;0
10;1411;0
11;1411;0
12;1411;0
13;1411;0
14;1411;0
15;1411;0
16;1411;0
17;1411;0
18;1411;0
19;1411;0
20;1411;0
1;1412;0
2;1412;1
3;1412;1
4;1412;0
5;1412;1
6;1412;1
7;1412;0
8;1412;0
9;1412;0
10;1412;0
11;1412;0
12;1412;1
13;1412;0
14;1412;0
15;1412;0
16;1412;1
17;1412;1
18;1412;1
19;1412;0
20;1412;1
1;1413;0
2;1413;0
3;1413;0
4;1413;1
5;1413;1
6;1413;0
7;1413;0
8;1413;0
9;1413;1
10;1413;1
11;1413;0
12;1413;1
13;1413;0
14;1413;1
15;1413;1
16;1413;1
17;1413;1
18;1413;1
19;1413;0
20;1413;1
1;1414;0
2;1414;0
3;1414;1
4;1414;1
5;1414;0
6;1414;0
7;1414;1
8;1414;1
9;1414;0
10;1414;1
11;1414;0
12;1414;1
13;1414;0
14;1414;0
15;1414;0
16;1414;0
17;1414;1
18;1414;1
19;1414;0
20;1414;0
1;1419;0
2;1419;1
3;1419;0
4;1419;1
5;1419;0
6;1419;0
7;1419;0
8;1419;1
9;1419;1
10;1419;0
11;1419;0
12;1419;0
13;1419;0
14;1419;1
15;1419;0
16;1419;0
17;1419;0
18;1419;1
19;1419;0
20;1419;1
1;1420;0
2;1420;0
3;1420;0
4;1420;0
5;1420;1
6;1420;1
7;1420;0
8;1420;1
9;1420;1
10;1420;1
11;1420;0
12;1420;0
13;1420;1
14;1420;0
15;1420;0
16;1420;0
17;1420;1
18;1420;0
19;1420;0
20;1420;0
1;1431;1
2;1431;0
3;1431;0
4;1431;1
5;1431;0
6;1431;0
7;1431;0
8;1431;0
9;1431;0
10;1431;1
11;1431;0
12;1431;1
13;1431;1
14;1431;0
15;1431;0
16;1431;0
17;1431;1
18;1431;0
19;1431;0
20;1431;0
1;1439;0
2;1439;1
3;1439;0
4;1439;0
5;1439;0
6;1439;1
7;1439;0
8;1439;0
9;1439;1
10;1439;1
11;1439;0
12;1439;0
13;1439;0
14;1439;0
15;1439;0
16;1439;0
17;1439;0
18;1439;0
19;1439;0
20;1439;0
1;1511;0
2;1511;0
3;1511;0
4;1511;0
5;1511;1
6;1511;0
7;1511;0
8;1511;0
9;1511;0
10;1511;1
11;1511;1
12;1511;0
13;1511;1
14;1511;0
15;1511;0
16;1511;1
17;1511;1
18;1511;1
19;1511;0
20;1511;0
1;1512;0
2;1512;0
3;1512;0
4;1512;0
5;1512;0
6;1512;0
7;1512;0
8;1512;0
9;1512;0
10;1512;0
11;1512;0
12;1512;0
13;1512;0
14;1512;0
15;1512;1
16;1512;1
17;1512;1
18;1512;1
19;1512;0
20;1512;0
1;1520;0
2;1520;1
3;1520;1
4;1520;1
5;1520;0
6;1520;0
7;1520;0
8;1520;0
9;1520;0
10;1520;0
11;1520;1
12;1520;1
13;1520;0
14;1520;0
15;1520;1
16;1520;1
17;1520;1
18;1520;1
19;1520;0
20;1520;0
1;1610;0
2;1610;1
3;1610;1
4;1610;0
5;1610;0
6;1610;0
7;1610;0
8;1610;1
9;1610;0
10;1610;1
11;1610;0
12;1610;1
13;1610;1
14;1610;1
15;1610;1
16;1610;0
17;1610;1
18;1610;1
19;1610;1
20;1610;1
1;1621;0
2;1621;1
3;1621;0
4;1621;0
5;1621;0
6;1621;0
7;1621;1
8;1621;0
9;1621;0
10;1621;0
11;1621;0
12;1621;0
13;1621;1
14;1621;0
15;1621;1
16;1621;1
17;1621;0
18;1621;1
19;1621;0
20;1621;1
1;1622;0
2;1622;0
3;1622;0
4;1622;0
5;1622;0
6;1622;0
7;1622;0
8;1622;0
9;1622;1
10;1622;0
11;1622;0
12;1622;0
13;1622;0
14;1622;1
15;1622;0
16;1622;0
17;1622;0
18;1622;1
