"reg";"ind";"rca01"
11;31;0
12;31;0
13;31;0
14;31;0
15;31;0
16;31;1
17;31;1
18;31;0
19;31;0
20;31;0
1;32;0
2;32;1
3;32;1
4;32;1
5;32;0
6;32;0
7;32;0
8;32;0
9;32;0
10;32;0
11;32;0
12;32;0
13;32;1
14;32;1
15;32;1
16;32;1
17;32;1
18;32;0
19;32;0
20;32;0
1;51;0
2;51;0
3;51;0
4;51;0
5;51;0
6;51;0
7;51;0
8;51;0
9;51;0
10;51;0
11;51;0
12;51;0
13;51;1
14;51;0
15;51;0
16;51;0
17;51;0
18;51;0
19;51;0
20;51;0
1;52;0
2;52;0
3;52;0
4;52;0
5;52;1
6;52;0
7;52;0
8;52;0
9;52;0
10;52;0
11;52;1
12;52;1
13;52;0
14;52;0
15;52;0
16;52;0
17;52;0
18;52;0
19;52;1
20;52;0
1;61;0
2;61;0
3;61;0
4;61;0
5;61;0
6;61;0
7;61;0
8;61;0
9;61;0
10;61;0
11;61;0
12;61;0
13;61;1
14;61;0
15;61;0
16;61;0
17;61;0
18;61;0
19;61;0
20;61;0
1;62;1
2;62;0
3;62;0
4;62;0
5;62;0
6;62;0
7;62;0
8;62;0
9;62;0
10;62;0
11;62;0
12;62;0
13;62;0
14;62;0
15;62;0
16;62;1
17;62;0
18;62;0
19;62;0
20;62;0
1;72;0
2;72;1
3;72;0
4;72;0
5;72;0
6;72;0
7;72;0
8;72;0
9;72;0
10;72;1
11;72;0
12;72;0
13;72;0
14;72;0
15;72;0
16;72;0
17;72;0
18;72;0
19;72;0
20;72;0
1;81;0
2;81;1
3;81;0
4;81;0
5;81;1
6;81;0
7;81;1
8;81;1
9;81;0
10;81;1
11;81;1
12;81;1
13;81;1
14;81;0
15;81;0
16;81;0
17;81;0
18;81;0
19;81;1
20;81;1
1;89;0
2;89;0
3;89;1
4;89;0
5;89;1
6;89;0
7;89;1
8;89;0
9;89;0
10;89;1
11;89;0
12;89;1
13;89;0
14;89;0
15;89;0
16;89;0
17;89;0
18;89;1
19;89;1
20;89;1
1;91;0
2;91;0
3;91;0
4;91;0
5;91;0
6;91;0
7;91;0
8;91;0
9;91;1
10;91;0
11;91;0
12;91;0
13;91;0
14;91;0
15;91;0
16;91;1
17;91;0
18;91;0
19;91;0
20;91;1
1;99;0
2;99;1
3;99;0
4;99;0
5;99;0
6;99;0
7;99;1
8;99;0
9;99;0
10;99;1
11;99;0
12;99;0
13;99;1
14;99;1
15;99;0
16;99;0
17;99;0
18;99;0
19;99;0
20;99;0
1;101;0
2;101;1
3;101;1
4;101;1
5;101;0
6;101;1
7;101;0
8;101;0
9;101;1
10;101;1
11;101;0
12;101;0
13;101;0
14;101;1
15;101;1
16;101;1
17;101;0
18;101;1
19;101;1
20;101;1
1;102;0
2;102;0
3;102;1
4;102;1
5;102;0
6;102;0
7;102;0
8;102;0
9;102;0
10;102;0
11;102;0
12;102;0
13;102;0
14;102;1
15;102;0
16;102;1
17;102;0
18;102;1
19;102;1
20;102;0
1;103;0
2;103;0
3;103;1
4;103;1
5;103;0
6;103;0
7;103;0
8;103;0
9;103;1
10;103;1
11;103;0
12;103;1
13;103;1
14;103;0
15;103;1
16;103;1
17;103;0
18;103;0
19;103;0
20;103;0
1;104;1
2;104;0
3;104;1
4;104;0
5;104;0
6;104;0
7;104;0
8;104;0
9;104;0
10;104;0
11;104;0
12;104;0
13;104;0
14;104;0
15;104;0
16;104;0
17;104;0
18;104;0
19;104;0
20;104;0
1;105;0
2;105;1
3;105;0
4;105;1
5;105;0
6;105;1
7;105;1
8;105;1
9;105;1
10;105;0
11;105;0
12;105;1
13;105;1
14;105;0
15;105;0
16;105;0
17;105;1
18;105;1
19;105;0
20;105;1
1;106;0
2;106;0
3;106;0
4;106;1
5;106;0
6;106;0
7;106;1
8;106;0
9;106;1
10;106;0
11;106;1
12;106;0
13;106;0
14;106;0
15;106;1
16;106;1
17;106;1
18;106;0
19;106;0
20;106;1
1;107;0
2;107;0
3;107;1
4;107;1
5;107;0
6;107;0
7;107;1
8;107;1
9;107;0
10;107;1
11;107;1
12;107;1
13;107;1
14;107;1
15;107;1
16;107;0
17;107;0
18;107;0
19;107;0
20;107;1
1;108;0
2;108;0
3;108;1
4;108;0
5;108;0
6;108;1
7;108;0
8;108;1
9;108;0
10;108;0
11;108;0
12;108;0
13;108;1
14;108;1
15;108;1
16;108;0
17;108;0
18;108;0
19;108;0
20;108;0
1;109;1
2;109;0
3;109;1
4;109;0
5;109;0
6;109;0
7;109;0
8;109;0
9;109;0
10;109;0
11;109;1
12;109;0
13;109;1
14;109;0
15;109;0
16;109;0
17;109;0
18;109;1
19;109;0
20;109;1
1;110;0
2;110;1
3;110;1
4;110;0
5;110;1
6;110;0
7;110;0
8;110;1
9;110;0
10;110;1
11;110;0
12;110;0
13;110;1
14;110;1
15;110;0
16;110;0
17;110;1
18;110;0
19;110;1
20;110;0
1;120;1
2;120;1
3;120;0
4;120;0
5;120;1
6;120;0
7;120;0
8;120;0
9;120;1
10;120;0
11;120;0
12;120;0
13;120;0
14;120;0
15;120;0
16;120;0
17;120;0
18;120;0
19;120;0
20;120;0
1;131;0
2;131;0
3;131;0
4;131;0
5;131;0
6;131;0
7;131;0
8;131;0
9;131;0
10;131;0
11;131;1
12;131;0
13;131;0
14;131;1
15;131;1
16;131;0
17;131;1
18;131;1
19;131;1
20;131;0
1;132;0
2;132;0
3;132;0
4;132;1
5;132;0
6;132;0
7;132;1
8;132;1
9;132;0
10;132;0
11;132;1
12;132;0
13;132;0
14;132;0
15;132;1
16;132;0
17;132;1
18;132;0
19;132;1
20;132;0
1;133;0
2;133;1
3;133;0
4;133;0
5;133;0
6;133;0
7;133;0
8;133;0
9;133;1
10;133;0
11;133;1
12;133;0
13;133;0
14;133;0
15;133;1
16;133;0
17;133;1
18;133;0
19;133;0
20;133;0
1;139;1
2;139;0
3;139;0
4;139;1
5;139;0
6;139;0
7;139;1
8;139;1
9;139;0
10;139;0
11;139;0
12;139;0
13;139;0
14;139;0
15;139;0
16;139;0
17;139;0
18;139;1
19;139;0
20;139;0
1;141;0
2;141;1
3;141;1
4;141;1
5;141;1
6;141;0
7;141;0
8;141;1
9;141;1
10;141;1
11;141;0
12;141;1
13;141;0
14;141;1
15;141;1
16;141;1
17;141;1
18;141;1
19;141;0
20;141;1
1;142;0
2;142;0
3;142;0
4;142;0
5;142;1
6;142;1
7;142;0
8;142;1
9;142;1
10;142;1
11;142;0
12;142;0
13;142;1
14;142;0
15;142;0
16;142;0
17;142;1
18;142;0
19;142;0
20;142;0
1;143;0
2;143;1
3;143;0
4;143;1
5;143;0
6;143;1
7;143;0
8;143;0
9;143;1
10;143;1
11;143;0
12;143;0
13;143;0
14;143;0
15;143;0
16;143;0
17;143;0
18;143;0
19;143;0
20;143;0
1;151;0
2;151;0
3;151;0
4;151;0
5;151;0
6;151;0
7;151;0
8;151;0
9;151;0
10;151;0
11;151;0
12;151;0
13;151;0
14;151;0
15;151;1
16;151;1
17;151;1
18;151;1
19;151;0
20;151;0
1;152;0
2;152;1
3;152;1
4;152;1
5;152;0
6;152;0
7;152;0
8;152;0
9;152;0
10;152;0
11;152;1
12;152;1
13;152;0
14;152;0
15;152;1
16;152;1
17;152;1
18;152;1
19;152;0
20;152;0
1;161;0
2;161;1
3;161;1
4;161;0
5;161;0
6;161;0
7;161;0
8;161;1
9;161;0
10;161;1
11;161;0
12;161;1
13;161;1
14;161;1
15;161;1
16;161;0
17;161;1
18;161;1
19;161;1
20;161;1
1;162;0
2;162;1
3;162;1
4;162;0
5;162;0
6;162;0
7;162;0
8;162;1
9;162;0
10;162;0
11;162;0
12;162;1
13;162;1
14;162;1
15;162;1
16;162;1
17;162;1
18;162;1
19;162;1
20;162;1
1;171;0
2;171;0
3;171;0
4;171;0
5;171;1
6;171;0
7;171;1
8;171;0
9;171;0
10;171;0
11;171;0
12;171;0
13;171;0
14;171;0
15;171;0
16;171;1
17;171;0
18;171;0
19;171;0
20;171;0
1;172;0
2;172;0
3;172;1
4;172;1
5;172;0
6;172;0
7;172;0
8;172;0
9;172;1
10;172;1
11;172;1
12;172;0
13;172;1
14;172;0
15;172;0
16;172;0
17;172;0
18;172;0
19;172;0
20;172;1
1;181;1
2;181;0
3;181;0
4;181;1
5;181;0
6;181;0
7;181;0
8;181;0
9;181;1
10;181;0
11;181;0
12;181;0
13;181;0
14;181;0
15;181;0
16;181;0
17;181;0
18;181;0
19;181;0
20;181;0
1;182;1
2;182;0
3;182;0
4;182;0
5;182;0
6;182;0
7;182;1
8;182;0
9;182;0
10;182;0
11;182;1
12;182;0
13;182;1
14;182;0
15;182;0
16;182;0
17;182;0
18;182;0
19;182;0
20;182;1
1;191;0
2;191;0
3;191;0
4;191;0
5;191;0
6;191;0
7;191;1
8;191;0
9;191;0
10;191;0
11;191;0
12;191;0
13;191;0
14;191;0
15;191;0
16;191;0
17;191;0
18;191;0
19;191;0
20;191;0
1;192;1
2;192;0
3;192;0
4;192;0
5;192;0
6;192;0
7;192;0
8;192;0
9;192;0
10;192;0
11;192;1
12;192;0
13;192;0
14;192;0
15;192;0
16;192;0
17;192;0
18;192;0
19;192;0
20;192;0
1;201;0
2;201;0
3;201;0
4;201;0
5;201;1
6;201;0
7;201;0
8;201;0
9;201;0
10;201;0
11;201;1
12;201;0
13;201;0
14;201;0
15;201;0
16;201;1
17;201;0
18;201;1
19;201;1
20;201;0
1;202;0
2;202;1
3;202;0
4;202;0
5;202;0
6;202;0
7;202;0
8;202;0
9;202;0
10;202;0
11;202;0
12;202;0
13;202;0
14;202;0
15;202;0
16;202;0
17;202;0
18;202;0
19;202;1
20;202;1
1;203;0
2;203;0
3;203;1
4;203;0
5;203;0
6;203;0
7;203;0
8;203;1
9;203;0
10;203;0
11;203;1
12;203;1
13;203;1
14;203;0
15;203;0
16;203;0
17;203;0
18;203;0
19;203;0
20;203;0
1;204;1
2;204;0
3;204;0
4;204;0
5;204;0
6;204;1
7;204;0
8;204;0
9;204;0
10;204;0
11;204;0
12;204;0
13;204;1
14;204;0
15;204;1
16;204;0
17;204;0
18;204;0
19;204;1
20;204;0
1;205;0
2;205;0
3;205;0
4;205;0
5;205;1
6;205;1
7;205;0
8;205;0
9;205;1
10;205;0
11;205;1
12;205;1
13;205;1
14;205;0
15;205;1
16;205;1
17;205;0
18;205;0
19;205;1
20;205;0
1;206;0
2;206;0
3;206;1
4;206;0
5;206;0
6;206;1
7;206;0
8;206;0
9;206;0
10;206;0
11;206;1
12;206;0
13;206;0
14;206;0
15;206;0
16;206;0
17;206;0
18;206;0
19;206;1
20;206;0
1;211;1
2;211;0
3;211;0
4;211;0
5;211;1
6;211;0
7;211;0
8;211;0
9;211;0
10;211;0
11;211;1
12;211;0
13;211;1
14;211;0
15;211;1
16;211;0
17;211;0
18;211;0
19;211;0
20;211;0
1;212;1
2;212;0
3;212;0
4;212;0
5;212;0
6;212;0
7;212;0
8;212;0
9;212;1
10;212;0
11;212;0
12;212;0
13;212;0
14;212;0
15;212;0
16;212;0
17;212;0
18;212;0
19;212;0
20;212;0
1;221;0
2;221;0
3;221;1
4;221;0
5;221;0
6;221;1
7;221;1
8;221;1
9;221;0
10;221;0
11;221;1
12;221;0
13;221;0
14;221;0
15;221;1
16;221;0
17;221;0
18;221;1
19;221;1
20;221;0
1;222;0
2;222;1
3;222;1
4;222;0
5;222;1
6;222;0
7;222;1
8;222;1
9;222;0
10;222;0
11;222;1
12;222;0
13;222;1
14;222;0
15;222;0
16;222;1
17;222;0
18;222;1
19;222;1
20;222;0
1;231;0
2;231;0
3;231;0
4;231;1
5;231;0
6;231;0
7;231;1
8;231;1
9;231;0
10;231;0
11;231;1
12;231;1
13;231;0
14;231;0
15;231;0
16;231;0
17;231;0
18;231;1
19;231;1
20;231;0
1;232;0
2;232;0
3;232;0
4;232;0
5;232;0
6;232;1
7;232;1
8;232;1
9;232;0
10;232;0
11;232;0
12;232;0
13;232;0
14;232;0
15;232;0
16;232;0
17;232;0
18;232;0
19;232;0
20;232;0
1;233;0
2;233;0
3;233;0
4;233;0
5;233;0
6;233;0
7;233;0
8;233;0
9;233;0
10;233;1
11;233;0
12;233;1
13;233;0
14;233;1
15;233;0
16;233;1
17;233;0
18;233;0
19;233;1
20;233;1
1;234;0
2;234;1
3;234;0
4;234;0
5;234;0
6;234;1
7;234;0
8;234;0
9;234;0
10;234;0
11;234;0
12;234;0
13;234;1
14;234;0
15;234;0
16;234;0
17;234;0
18;234;0
19;234;1
20;234;0
1;235;0
2;235;1
3;235;0
4;235;0
5;235;1
6;235;0
7;235;0
8;235;0
9;235;0
10;235;0
11;235;1
12;235;0
13;235;1
14;235;0
15;235;0
16;235;0
17;235;0
18;235;0
19;235;0
20;235;0
1;236;0
2;236;1
3;236;0
4;236;0
5;236;1
6;236;1
7;236;1
8;236;1
9;236;0
10;236;0
11;236;1
12;236;0
13;236;1
14;236;0
15;236;0
16;236;1
17;236;1
18;236;0
19;236;1
20;236;0
1;237;0
2;237;1
3;237;0
4;237;0
5;237;1
6;237;0
7;237;0
8;237;1
9;237;0
10;237;0
11;237;1
12;237;0
13;237;1
14;237;1
15;237;1
16;237;0
17;237;0
18;237;1
19;237;1
20;237;1
1;239;0
2;239;0
3;239;1
4;239;0
5;239;0
6;239;0
7;239;0
8;239;1
9;239;0
10;239;1
11;239;1
12;239;0
13;239;0
14;239;0
15;239;0
16;239;0
17;239;0
18;239;0
19;239;1
20;239;1
1;241;0
2;241;0
3;241;0
4;241;0
5;241;1
6;241;0
7;241;1
8;241;0
9;241;0
10;241;0
11;241;0
12;241;0
13;241;0
14;241;0
15;241;0
16;241;0
17;241;0
18;241;0
19;241;0
20;241;0
1;242;1
2;242;0
3;242;1
4;242;0
5;242;1
6;242;0
7;242;0
8;242;0
9;242;0
10;242;0
11;242;0
12;242;0
13;242;0
14;242;0
15;242;0
16;242;0
17;242;0
18;242;0
19;242;0
20;242;0
1;243;0
2;243;0
3;243;0
4;243;0
5;243;1
6;243;0
7;243;1
8;243;0
9;243;1
10;243;0
11;243;0
12;243;1
13;243;1
14;243;0
15;243;0
16;243;0
17;243;1
18;243;1
19;243;0
20;243;0
1;244;0
2;244;0
3;244;0
4;244;0
5;244;0
6;244;0
7;244;1
8;244;0
9;244;0
10;244;0
11;244;1
12;244;0
13;244;0
14;244;0
15;244;0
16;244;0
17;244;0
18;244;0
19;244;1
20;244;0
1;245;0
2;245;1
3;245;0
4;245;1
5;245;1
6;245;0
7;245;1
8;245;1
9;245;0
10;245;1
11;245;0
12;245;1
13;245;1
14;245;0
15;245;0
16;245;0
17;245;0
18;245;0
19;245;1
20;245;0
1;251;0
2;251;1
3;251;1
4;251;0
5;251;1
6;251;0
7;251;1
8;251;0
9;251;0
10;251;1
11;251;1
12;251;1
13;251;1
14;251;1
15;251;1
16;251;1
17;251;1
18;251;1
19;251;1
20;251;0
1;252;0
2;252;1
3;252;1
4;252;1
5;252;1
6;252;1
7;252;0
8;252;1
9;252;1
10;252;0
11;252;1
12;252;1
13;252;0
14;252;0
15;252;0
16;252;0
17;252;1
18;252;0
19;252;0
20;252;1
1;253;0
2;253;0
3;253;1
4;253;0
5;253;1
6;253;0
7;253;0
8;253;0
9;253;0
10;253;0
11;253;0
12;253;0
13;253;0
14;253;0
15;253;0
16;253;1
17;253;1
18;253;0
19;253;0
20;253;0
1;254;0
2;254;0
3;254;0
4;254;0
5;254;0
6;254;0
7;254;0
8;254;0
9;254;0
10;254;1
11;254;0
12;254;1
13;254;0
14;254;0
15;254;0
16;254;0
17;254;0
18;254;0
19;254;0
20;254;0
1;255;0
2;255;0
3;255;1
4;255;0
5;255;1
6;255;0
7;255;0
8;255;1
9;255;1
10;255;1
11;255;1
12;255;1
13;255;1
14;255;0
15;255;0
16;255;0
17;255;1
18;255;0
19;255;1
20;255;0
1;256;0
2;256;0
3;256;0
4;256;1
5;256;1
6;256;0
7;256;1
8;256;1
9;256;0
10;256;1
11;256;1
12;256;1
13;256;1
14;256;0
15;256;0
16;256;1
17;256;1
18;256;0
19;256;1
20;256;1
1;257;0
2;257;0
3;257;1
4;257;0
5;257;1
6;257;1
7;257;1
8;257;1
9;257;1
10;257;1
11;257;1
12;257;0
13;257;1
14;257;0
15;257;0
16;257;0
17;257;0
18;257;0
19;257;1
20;257;0
1;259;0
2;259;0
3;259;1
4;259;0
5;259;1
6;259;0
7;259;1
8;259;1
9;259;0
10;259;1
11;259;1
12;259;1
13;259;1
14;259;1
15;259;0
16;259;0
17;259;1
18;259;0
19;259;1
20;259;0
1;261;0
2;261;1
3;261;0
4;261;0
5;261;0
6;261;0
7;261;1
8;261;1
9;261;1
10;261;1
11;261;1
12;261;0
13;261;0
14;261;0
15;261;0
16;261;1
17;261;0
18;261;1
19;261;0
20;261;0
1;262;0
2;262;0
3;262;0
4;262;0
5;262;1
6;262;0
7;262;0
8;262;0
9;262;0
10;262;0
11;262;1
12;262;0
13;262;1
14;262;0
15;262;0
16;262;0
17;262;0
18;262;1
19;262;0
20;262;0
1;263;0
2;263;0
3;263;0
4;263;1
5;263;1
6;263;0
7;263;0
8;263;0
9;263;0
10;263;0
11;263;0
12;263;1
13;263;0
14;263;1
15;263;0
16;263;0
17;263;0
18;263;0
19;263;0
20;263;0
1;264;0
2;264;1
3;264;0
4;264;0
5;264;1
6;264;0
7;264;1
8;264;0
9;264;0
10;264;0
11;264;0
12;264;0
13;264;1
14;264;0
15;264;0
16;264;1
17;264;0
18;264;0
19;264;0
20;264;0
1;265;0
2;265;0
3;265;0
4;265;0
5;265;0
6;265;1
7;265;1
8;265;0
9;265;0
10;265;0
11;265;0
12;265;0
13;265;1
14;265;0
15;265;0
16;265;0
17;265;0
18;265;0
19;265;0
20;265;1
1;266;1
2;266;0
3;266;0
4;266;0
5;266;0
6;266;0
7;266;0
8;266;0
9;266;1
10;266;1
11;266;1
12;266;0
13;266;0
14;266;1
15;266;0
16;266;0
17;266;0
18;266;0
19;266;0
20;266;0
1;267;1
2;267;0
3;267;0
4;267;0
5;267;0
6;267;0
7;267;0
8;267;0
9;267;0
10;267;1
11;267;0
12;267;0
13;267;1
14;267;0
15;267;1
16;267;0
17;267;1
18;267;1
19;267;0
20;267;0
1;268;1
2;268;0
3;268;0
4;268;0
5;268;0
6;268;0
7;268;0
8;268;1
9;268;0
10;268;0
11;268;0
12;268;0
13;268;0
14;268;0
15;268;0
16;268;0
17;268;0
18;268;0
19;268;0
20;268;0
1;271;1
2;271;0
3;271;1
4;271;0
5;271;0
6;271;0
7;271;0
8;271;1
9;271;0
10;271;1
11;271;1
12;271;1
13;271;1
14;271;1
15;271;0
16;271;0
17;271;1
18;271;0
19;271;0
20;271;1
1;272;0
2;272;1
3;272;0
4;272;0
5;272;0
6;272;0
7;272;0
8;272;0
9;272;0
10;272;1
11;272;0
12;272;0
13;272;1
14;272;1
15;272;0
16;272;1
17;272;0
18;272;0
19;272;0
20;272;0
1;273;0
2;273;0
3;273;1
4;273;0
5;273;0
6;273;1
7;273;1
8;273;0
9;273;0
10;273;0
11;273;1
12;273;0
13;273;0
14;273;1
15;273;0
16;273;0
17;273;1
18;273;0
19;273;1
20;273;0
1;274;0
2;274;0
3;274;1
4;274;1
5;274;0
6;274;0
7;274;0
8;274;0
9;274;0
10;274;1
11;274;0
12;274;1
13;274;1
14;274;0
15;274;0
16;274;0
17;274;1
18;274;1
19;274;0
20;274;0
1;275;0
2;275;0
3;275;0
4;275;1
5;275;0
6;275;1
7;275;0
8;275;0
9;275;0
10;275;0
11;275;0
12;275;1
13;275;0
14;275;1
15;275;0
16;275;1
17;275;0
18;275;0
19;275;1
20;275;0
1;279;0
2;279;0
3;279;0
4;279;0
5;279;0
6;279;0
7;279;1
8;279;0
9;279;0
10;279;0
11;279;0
12;279;0
13;279;1
14;279;0
15;279;0
16;279;1
17;279;1
18;279;1
19;279;1
20;279;0
1;281;1
2;281;0
3;281;0
4;281;1
5;281;0
6;281;0
7;281;1
8;281;0
9;281;0
10;281;0
11;281;1
12;281;0
13;281;0
14;281;0
15;281;0
16;281;0
17;281;0
18;281;0
19;281;0
20;281;1
1;282;0
2;282;0
3;282;1
4;282;0
5;282;1
6;282;0
7;282;0
8;282;0
9;282;0
10;282;0
11;282;1
12;282;1
13;282;1
14;282;0
15;282;0
16;282;1
17;282;0
18;282;1
19;282;0
20;282;1
1;283;0
2;283;0
3;283;1
4;283;1
5;283;0
6;283;1
7;283;0
8;283;1
9;283;1
10;283;1
11;283;0
12;283;0
13;283;0
14;283;0
15;283;0
16;283;1
17;283;0
18;283;0
19;283;1
20;283;0
1;284;0
2;284;0
3;284;1
4;284;1
5;284;1
6;284;0
7;284;1
8;284;1
9;284;0
10;284;0
11;284;1
12;284;1
13;284;1
14;284;0
15;284;1
16;284;0
17;284;0
18;284;1
19;284;0
20;284;0
1;289;0
2;289;1
3;289;1
4;289;0
5;289;1
6;289;0
7;289;1
8;289;1
9;289;0
10;289;1
11;289;1
12;289;1
13;289;0
14;289;0
15;289;0
16;289;1
17;289;0
18;289;1
19;289;1
20;289;0
1;291;0
2;291;0
3;291;1
4;291;0
5;291;0
6;291;0
7;291;0
8;291;1
9;291;0
10;291;0
11;291;1
12;291;0
13;291;0
14;291;0
15;291;0
16;291;0
17;291;0
18;291;1
19;291;0
20;291;0
1;292;0
2;292;0
3;292;1
4;292;0
5;292;0
6;292;1
7;292;1
8;292;1
9;292;0
10;292;0
11;292;1
12;292;1
13;292;1
14;292;0
15;292;0
16;292;1
17;292;0
18;292;0
19;292;1
20;292;0
1;293;0
2;293;0
3;293;1
4;293;0
5;293;1
6;293;0
7;293;1
8;293;1
9;293;0
10;293;1
11;293;1
12;293;0
13;293;1
14;293;0
15;293;0
16;293;0
17;293;0
18;293;1
19;293;1
20;293;0
1;301;1
2;301;0
3;301;1
4;301;0
5;301;0
6;301;1
7;301;0
8;301;0
9;301;0
10;301;0
11;301;0
12;301;0
13;301;1
14;301;0
15;301;1
16;301;0
17;301;1
18;301;0
19;301;1
20;301;1
1;302;1
2;302;0
3;302;0
4;302;0
5;302;0
6;302;0
7;302;1
8;302;0
9;302;0
10;302;0
11;302;0
12;302;0
13;302;0
14;302;0
15;302;0
16;302;1
17;302;0
18;302;0
19;302;0
20;302;0
1;303;0
2;303;0
3;303;0
4;303;0
5;303;0
6;303;0
7;303;0
8;303;0
9;303;1
10;303;1
11;303;0
12;303;0
13;303;0
14;303;0
15;303;1
16;303;0
17;303;0
18;303;1
19;303;0
20;303;0
1;309;0
2;309;1
3;309;0
4;309;0
5;309;0
6;309;0
7;309;0
8;309;0
9;309;0
10;309;0
11;309;1
12;309;1
13;309;0
14;309;0
15;309;0
16;309;1
17;309;0
18;309;0
19;309;0
20;309;0
1;310;0
2;310;0
3;310;1
4;310;1
5;310;0
6;310;1
7;310;1
8;310;1
9;310;0
10;310;1
11;310;0
12;310;1
13;310;0
14;310;0
15;310;0
16;310;0
17;310;1
18;310;1
19;310;1
20;310;1
1;321;1
2;321;0
3;321;0
4;321;0
5;321;0
6;321;1
7;321;0
8;321;0
9;321;0
10;321;0
11;321;0
12;321;0
13;321;1
14;321;0
15;321;0
16;321;1
17;321;0
18;321;0
19;321;0
20;321;1
1;322;1
2;322;1
3;322;0
4;322;0
5;322;0
6;322;1
7;322;0
8;322;0
9;322;0
10;322;0
11;322;0
12;322;1
13;322;1
14;322;0
15;322;0
16;322;0
17;322;0
18;322;0
19;322;0
20;322;0
1;323;0
2;323;1
3;323;1
4;323;1
5;323;0
6;323;0
7;323;1
8;323;0
9;323;0
10;323;0
11;323;0
12;323;1
13;323;0
14;323;0
15;323;1
16;323;0
17;323;0
18;323;0
19;323;0
20;323;0
1;324;0
2;324;1
3;324;0
4;324;0
5;324;0
6;324;0
7;324;0
8;324;1
9;324;0
10;324;0
11;324;0
12;324;1
13;324;0
14;324;0
15;324;1
16;324;1
17;324;1
18;324;0
19;324;0
20;324;0
1;325;0
2;325;0
3;325;0
4;325;0
5;325;0
6;325;0
7;325;0
8;325;0
9;325;1
10;325;1
11;325;1
12;325;0
13;325;1
14;325;0
15;325;1
16;325;0
17;325;0
18;325;0
19;325;0
20;325;0
1;329;1
2;329;0
3;329;0
4;329;0
5;329;0
6;329;1
7;329;0
8;329;0
9;329;0
10;329;0
11;329;0
12;329;1
13;329;0
14;329;0
15;329;0
16;329;0
17;329;0
18;329;0
19;329;0
20;329;0
1;331;1
2;331;0
3;331;0
4;331;0
5;331;1
6;331;1
7;331;0
8;331;0
9;331;1
10;331;0
11;331;0
12;331;0
13;331;1
14;331;0
15;331;0
16;331;0
17;331;0
18;331;1
19;331;0
20;331;0
1;332;0
2;332;0
3;332;0
4;332;0
5;332;0
6;332;1
7;332;1
8;332;1
9;332;0
10;332;0
11;332;1
12;332;0
13;332;1
14;332;0
15;332;0
16;332;1
17;332;0
18;332;0
19;332;1
20;332;0
1;351;0
2;351;1
3;351;0
4;351;0
5;351;1
6;351;1
7;351;0
8;351;1
