"ind1_2d";"ind2_2d";"ind1";"ind2";"egk_coagg";"egk_coagg_mne";"egk_coagg_local";"coagg_porter_emp";"coagg_porter_emp_mne";"coagg_porter_emp_local";"coagg_porter_emp_mixed";"coagg_porter_rca01";"coagg_porter_rca01_mne";"coagg_porter_rca01_local";"coagg_porter_rca01_mixed";"coagg_mat";"coagg_mat_mne";"coagg_mat_local";"coagg_mat_mixed"
20;24;205;245;0.000656803043716934;-0.00693938492752335;-0.000445668442435179;0.0807891298396177;-0.0199970085558026;0.0474602838676824;0.247550410436203;0.0714984282388405;-0.0347762106367516;-0.00153529971480753;0.120895631306545;3.12208515166419e-07;0;4.70292621757698e-07;1.70809529282543e-06
20;24;206;241;-0.0148540242798;NA;-0.014383193472968;-0.012392779134594;NA;-0.0119845803856285;NA;-0.0271177315153403;NA;-0.0386911616267068;NA;2.94855357482995e-09;NA;9.73872305560441e-09;0
20;24;206;242;-0.00709966374940484;NA;-0.00485472032514346;-0.0219428121679533;NA;-0.0190701126311465;NA;-0.0478156503466485;NA;-0.0449450361329944;NA;0;NA;0;0
20;24;206;243;-0.0155254023194682;NA;-0.0208772541074996;-0.0252673777238662;NA;-0.0208879311276227;NA;-0.0651511719506942;NA;-0.0628836659241752;NA;0;NA;0;0
20;24;206;244;-0.0151781486125231;NA;-0.00800604237718421;-0.0178432192795056;NA;-0.0235662886546591;NA;-0.0478156503466485;NA;-0.0449450361329944;NA;8.62681406139061e-10;NA;7.2073751195681e-09;0
20;24;206;245;-0.0023626460669689;NA;-0.00127485475945001;0.00554382737365426;NA;0.0315741782776961;NA;-0.00696375453064433;NA;0.078267831394786;NA;8.94925623152961e-07;NA;1.98621006483845e-06;0
20;25;201;251;0.00501352414792324;0.0132538436203938;0.00329931762635871;0.130928827053326;0.0628682017768519;0.139308606672653;0.0680084616036463;-0.0320572103380342;0.0196722229023222;-0.0301373871487818;0.144249479420473;1.41479259263159e-08;3.98999654860607e-08;3.17833932339046e-08;1.06205562981011e-08
20;25;201;252;0.00907719735843095;0.00838714151636966;0.00174392285563146;0.100194727202998;-0.00930927665872014;0.0308460079612669;0.14956301851858;0.0757184750707091;0.102782501305752;0.0275712257625346;0.158872407495598;5.59292957825342e-08;1.10828430742972e-08;8.42174858199647e-08;9.07568439075034e-08
20;25;201;253;0.00199944084361108;NA;0.00463020511922495;0.0168192983667063;NA;0.0446782419826514;-0.00860618730156286;0.0388447721544501;NA;0.0785544327079741;-0.0401717667590072;1.83589228542273e-08;NA;5.77825978685928e-08;3.56126422590983e-09
20;25;201;254;0.000923611927194842;0.000681647314121217;0.00154721328761822;-0.0128448928084771;-0.00833628963594553;-0.0184652202305072;-0.0145232639164106;0.109589250939901;-0.0139765168174063;0.0458699225675986;-0.029585798816568;2.31969274081852e-09;0;4.38051899848694e-07;0
20;25;201;255;-0.0022122868622532;0.00142463067038431;-0.00211965587627307;-0.0151698491931586;-0.0184045754700722;0.00444678805588405;-0.0110947727189727;-0.0574660624768647;-0.0454789828786515;0.128931674244061;-0.0769230769230769;1.41308020812724e-08;1.48110789927076e-09;7.54301426173532e-08;1.55982846039151e-08
20;25;201;256;0.00259018247803823;0.00189753373659146;0.00203142932607735;0.0590070459612355;-0.019700155536268;0.106007559302614;0.0286697164920501;-0.00158482386774788;-0.0774966356758146;0.0996636180914182;0.20472717208553;9.85314971127174e-09;3.1379130182385e-09;2.92582932357912e-08;8.02266435031069e-09
20;25;201;257;-0.00498521176126218;-0.00650851016455922;-0.00435135712084821;-0.0259132346467372;-0.0154576687914971;-0.0034939455634244;-0.030528846184708;-0.00535825357967125;-0.0454789828786515;-0.0695668566863917;0.0428155844278557;1.05039864092292e-08;2.00478576358606e-09;5.55626616140344e-08;7.39379212036465e-09
20;25;201;259;0.000344180306677648;0.0041133939666875;-0.000536105793228503;0.00357429557120295;-0.00810097381039251;0.00302210890661867;0.0162843324154536;0.169144050921601;0.0419125406108784;0.231306126802177;0.185147689059743;1.67983252515105e-08;1.30727170033966e-08;3.90991651881539e-08;1.60934430008729e-08
20;25;202;251;0.00701165228653999;0.000153544979308713;0.00784604731736225;0.0676250441154599;-0.0308221907368609;0.0928947574746663;-0.060024481168765;0.00578841501016883;-0.0342270038053677;0.00578841501016883;-0.0608945565475512;8.03469585516835e-08;0;9.79613978015484e-08;0
20;25;202;252;0.00193608466172655;0.00733249664020622;0.000205058032680147;-0.0380929139997094;-0.0165897348263299;-0.0240078900680193;-0.0332317956281245;-0.0136721178488316;-0.0200861535017274;-0.0136721178488316;-0.0401882682609533;5.97193568212917e-08;0;8.90954999565939e-08;0
20;25;202;253;-0.00107216169650564;NA;-0.00239925238752799;-0.0085780523528274;NA;-0.00655327162908799;-0.0114410996145791;0.113180650299918;NA;0.113180650299918;-0.0177564536090801;3.9545622072305e-08;NA;4.09494832040548e-08;0
20;25;202;254;0.00282187556433861;0.00328273491706744;0.00398312119288314;-0.0100364084245352;-0.00617283950617284;-0.0116715475350982;-0.0107558859472512;0.0895171410119937;-0.00617283950617284;0.0697369016970267;-0.0130773154022701;1.2126189747727e-09;0;8.04983815800383e-07;0
20;25;202;255;-0.0021045753879688;0.00318744721587654;-0.0029439553178142;-0.0299135581210735;-0.0157373663128141;-0.024082366402459;-0.0258060087130238;-0.0230585960474218;-0.0200861535017274;0.0274721127897378;-0.0340010200459023;3.25126670819512e-08;0;7.20748973536008e-08;0
20;25;202;256;0.00224174737795714;0.0020085151511899;0.00183774851930488;-0.0163230988983602;-0.0242366660341236;0.00276438201330826;-0.0592675921921513;-0.0536557425448075;-0.0342270038053677;-0.00860185217818241;-0.0638767940232514;3.65880424788982e-08;0;5.11306029118002e-08;3.93063720719918e-09
20;25;202;257;-0.00328480179993324;-0.00545602190608375;-0.0027863229336649;-0.0278393458352019;-0.0152125770150628;-0.0172262087186045;-0.037114729594661;-0.0411193392274875;-0.0200861535017274;-0.0592918239686666;-0.0482782042788547;4.53918378941561e-08;0;1.07898719156137e-07;0
20;25;202;259;0.0034383128611788;0.0019115605151992;0.00481057777494892;0.00444750743597049;-0.0258445384064501;0.0250372043006465;-0.0429750094527667;0.112602577481156;-0.0293825491859969;0.152650952837893;-0.0503178641283303;1.0756495023447e-07;0;1.4550590958022e-07;0
20;25;203;251;0.000774849344382465;0.00182884329659274;0.00113743775704196;0.211136660651282;0.00380921119647293;0.200404552983648;0.0623533190035487;0.191436078930994;0.0730136761761946;0.192047121341363;0.135731790234867;1.63189595568853e-07;8.4265171981946e-07;1.72509103075986e-07;4.264098655686e-07
20;25;203;252;-0.00314208915431112;0.00340251594369528;-0.00281617110545133;0.00140532542284215;-0.0307863251063101;0.0314012998670656;-0.0417650865947962;-0.103266772856039;-0.0541553049150691;-0.0882022112571547;0.0333614827277773;2.69564680298337e-07;1.52110410253945e-07;3.7592719611495e-07;4.52746803987831e-07
20;25;203;253;-0.0105529357737052;NA;-0.010839366756593;-0.0192873015481237;NA;-0.0144239325498511;-0.0252501171243128;-0.0841654636156865;NA;-0.0793328828021918;-0.0478156503466485;5.15012523920686e-08;NA;5.61218574988012e-08;0
20;25;203;254;-0.00614906510428948;-0.0016465941081389;-0.00507936986311537;-0.0187527904943233;-0.0136335470787303;-0.0265155655282246;-0.0237378739013657;-0.0552789992822782;-0.0166429080420911;-0.0584272711779038;-0.0352153844745231;5.10722663388455e-10;0;3.56789571754397e-07;0
20;25;203;255;0.00370339111162452;0.00525992810869644;-0.00131297655833345;0.139138178153044;0.00415213843562329;0.069435604040886;0.104896923746665;0.28350921462223;0.0719491908157347;0.101273936708367;0.14387999942448;5.12361737278515e-07;6.21123289023892e-07;6.24300231419385e-07;3.3439649527025e-06
