"ind_i";"ind_j";"c_ij";"c_i";"c_j";"c";"c_rel";"cr_norm";"e_id"
59;14;0;0;0;468;NA;-1;1030
14;60;0;0;0;468;NA;-1;1031
60;14;0;0;0;468;NA;-1;1031
14;61;0;0;0;468;NA;-1;1032
61;14;0;0;0;468;NA;-1;1032
14;62;0;0;0;468;NA;-1;1033
62;14;0;0;0;468;NA;-1;1033
14;63;0;0;0;468;NA;-1;1034
63;14;0;0;0;468;NA;-1;1034
14;64;0;0;0;468;NA;-1;1035
64;14;0;0;0;468;NA;-1;1035
14;65;0;0;0;468;NA;-1;1036
65;14;0;0;0;468;NA;-1;1036
14;66;0;0;0;468;NA;-1;1037
66;14;0;0;0;468;NA;-1;1037
14;68;0;0;0;468;NA;-1;1038
68;14;0;0;0;468;NA;-1;1038
14;69;0;0;0;468;NA;-1;1039
69;14;0;0;0;468;NA;-1;1039
14;70;0;0;0;468;NA;-1;1040
70;14;0;0;0;468;NA;-1;1040
14;71;0;0;0;468;NA;-1;1041
71;14;0;0;0;468;NA;-1;1041
14;72;0;0;0;468;NA;-1;1042
72;14;0;0;0;468;NA;-1;1042
14;73;0;0;0;468;NA;-1;1043
73;14;0;0;0;468;NA;-1;1043
14;74;0;0;0;468;NA;-1;1044
74;14;0;0;0;468;NA;-1;1044
14;75;0;0;0;468;NA;-1;1045
75;14;0;0;0;468;NA;-1;1045
14;77;0;0;0;468;NA;-1;1046
77;14;0;0;0;468;NA;-1;1046
14;78;0;0;0;468;NA;-1;1047
78;14;0;0;0;468;NA;-1;1047
14;79;0;0;0;468;NA;-1;1048
79;14;0;0;0;468;NA;-1;1048
14;80;0;0;0;468;NA;-1;1049
80;14;0;0;0;468;NA;-1;1049
14;81;0;0;0;468;NA;-1;1050
81;14;0;0;0;468;NA;-1;1050
14;82;0;0;0;468;NA;-1;1051
82;14;0;0;0;468;NA;-1;1051
14;84;0;0;0;468;NA;-1;1052
84;14;0;0;0;468;NA;-1;1052
14;85;0;0;0;468;NA;-1;1053
85;14;0;0;0;468;NA;-1;1053
14;86;0;0;0;468;NA;-1;1054
86;14;0;0;0;468;NA;-1;1054
14;87;0;0;0;468;NA;-1;1055
87;14;0;0;0;468;NA;-1;1055
14;88;0;0;0;468;NA;-1;1056
88;14;0;0;0;468;NA;-1;1056
14;90;0;0;0;468;NA;-1;1057
90;14;0;0;0;468;NA;-1;1057
14;91;0;0;0;468;NA;-1;1058
91;14;0;0;0;468;NA;-1;1058
14;92;0;0;0;468;NA;-1;1059
92;14;0;0;0;468;NA;-1;1059
14;93;0;0;0;468;NA;-1;1060
93;14;0;0;0;468;NA;-1;1060
14;94;0;0;0;468;NA;-1;1061
94;14;0;0;0;468;NA;-1;1061
14;95;0;0;0;468;NA;-1;1062
95;14;0;0;0;468;NA;-1;1062
14;96;0;0;0;468;NA;-1;1063
96;14;0;0;0;468;NA;-1;1063
14;97;0;0;0;468;NA;-1;1064
97;14;0;0;0;468;NA;-1;1064
14;98;0;0;0;468;NA;-1;1065
98;14;0;0;0;468;NA;-1;1065
14;99;0;0;0;468;NA;-1;1066
99;14;0;0;0;468;NA;-1;1066
15;15;0;0;0;468;NA;-0.5;1067
15;16;0;0;0;468;NA;-1;1068
16;15;0;0;0;468;NA;-1;1068
15;17;0;0;0;468;NA;-1;1069
17;15;0;0;0;468;NA;-1;1069
15;18;0;0;0;468;NA;-1;1070
18;15;0;0;0;468;NA;-1;1070
15;19;0;0;0;468;NA;-1;1071
19;15;0;4;0;468;NA;-1;1071
15;20;0;0;90;468;NA;-1;1072
20;15;0;64;0;468;NA;-1;1072
15;21;0;0;275;468;NA;-1;1073
21;15;0;294;0;468;NA;-1;1073
15;22;0;0;0;468;NA;-1;1074
22;15;0;0;0;468;NA;-1;1074
15;23;0;0;6;468;NA;-1;1075
23;15;0;4;0;468;NA;-1;1075
15;24;0;0;0;468;NA;-1;1076
24;15;0;0;0;468;NA;-1;1076
15;25;0;0;1;468;NA;-1;1077
25;15;0;2;0;468;NA;-1;1077
15;26;0;0;27;468;NA;-1;1078
26;15;0;11;0;468;NA;-1;1078
15;27;0;0;9;468;NA;-1;1079
27;15;0;10;0;468;NA;-1;1079
15;28;0;0;17;468;NA;-1;1080
28;15;0;37;0;468;NA;-1;1080
15;29;0;0;17;468;NA;-1;1081
29;15;0;16;0;468;NA;-1;1081
15;30;0;0;0;468;NA;-1;1082
30;15;0;0;0;468;NA;-1;1082
15;31;0;0;0;468;NA;-1;1083
31;15;0;0;0;468;NA;-1;1083
15;32;0;0;14;468;NA;-1;1084
32;15;0;7;0;468;NA;-1;1084
15;33;0;0;0;468;NA;-1;1085
33;15;0;0;0;468;NA;-1;1085
15;35;0;0;0;468;NA;-1;1086
35;15;0;0;0;468;NA;-1;1086
15;36;0;0;0;468;NA;-1;1087
36;15;0;0;0;468;NA;-1;1087
15;37;0;0;0;468;NA;-1;1088
37;15;0;0;0;468;NA;-1;1088
15;38;0;0;0;468;NA;-1;1089
38;15;0;0;0;468;NA;-1;1089
15;39;0;0;0;468;NA;-1;1090
39;15;0;0;0;468;NA;-1;1090
15;41;0;0;0;468;NA;-1;1091
41;15;0;0;0;468;NA;-1;1091
15;42;0;0;0;468;NA;-1;1092
42;15;0;0;0;468;NA;-1;1092
15;43;0;0;8;468;NA;-1;1093
43;15;0;0;0;468;NA;-1;1093
15;45;0;0;0;468;NA;-1;1094
45;15;0;0;0;468;NA;-1;1094
15;46;0;0;0;468;NA;-1;1095
46;15;0;0;0;468;NA;-1;1095
15;47;0;0;0;468;NA;-1;1096
47;15;0;0;0;468;NA;-1;1096
15;49;0;0;0;468;NA;-1;1097
49;15;0;0;0;468;NA;-1;1097
15;50;0;0;0;468;NA;-1;1098
50;15;0;0;0;468;NA;-1;1098
15;51;0;0;0;468;NA;-1;1099
51;15;0;0;0;468;NA;-1;1099
15;52;0;0;0;468;NA;-1;1100
52;15;0;0;0;468;NA;-1;1100
15;53;0;0;0;468;NA;-1;1101
53;15;0;0;0;468;NA;-1;1101
15;55;0;0;0;468;NA;-1;1102
55;15;0;0;0;468;NA;-1;1102
15;56;0;0;0;468;NA;-1;1103
56;15;0;0;0;468;NA;-1;1103
15;58;0;0;0;468;NA;-1;1104
58;15;0;0;0;468;NA;-1;1104
15;59;0;0;0;468;NA;-1;1105
59;15;0;0;0;468;NA;-1;1105
15;60;0;0;0;468;NA;-1;1106
60;15;0;0;0;468;NA;-1;1106
15;61;0;0;0;468;NA;-1;1107
61;15;0;0;0;468;NA;-1;1107
15;62;0;0;0;468;NA;-1;1108
62;15;0;0;0;468;NA;-1;1108
15;63;0;0;0;468;NA;-1;1109
63;15;0;0;0;468;NA;-1;1109
15;64;0;0;0;468;NA;-1;1110
64;15;0;0;0;468;NA;-1;1110
15;65;0;0;0;468;NA;-1;1111
65;15;0;0;0;468;NA;-1;1111
15;66;0;0;0;468;NA;-1;1112
66;15;0;0;0;468;NA;-1;1112
15;68;0;0;0;468;NA;-1;1113
68;15;0;0;0;468;NA;-1;1113
15;69;0;0;0;468;NA;-1;1114
69;15;0;0;0;468;NA;-1;1114
15;70;0;0;0;468;NA;-1;1115
70;15;0;0;0;468;NA;-1;1115
15;71;0;0;0;468;NA;-1;1116
71;15;0;0;0;468;NA;-1;1116
15;72;0;0;0;468;NA;-1;1117
72;15;0;0;0;468;NA;-1;1117
15;73;0;0;0;468;NA;-1;1118
73;15;0;0;0;468;NA;-1;1118
15;74;0;0;0;468;NA;-1;1119
74;15;0;0;0;468;NA;-1;1119
15;75;0;0;0;468;NA;-1;1120
75;15;0;0;0;468;NA;-1;1120
15;77;0;0;0;468;NA;-1;1121
77;15;0;0;0;468;NA;-1;1121
15;78;0;0;0;468;NA;-1;1122
78;15;0;0;0;468;NA;-1;1122
15;79;0;0;0;468;NA;-1;1123
79;15;0;0;0;468;NA;-1;1123
15;80;0;0;0;468;NA;-1;1124
80;15;0;0;0;468;NA;-1;1124
15;81;0;0;0;468;NA;-1;1125
81;15;0;0;0;468;NA;-1;1125
15;82;0;0;0;468;NA;-1;1126
82;15;0;0;0;468;NA;-1;1126
15;84;0;0;0;468;NA;-1;1127
84;15;0;0;0;468;NA;-1;1127
15;85;0;0;0;468;NA;-1;1128
85;15;0;0;0;468;NA;-1;1128
15;86;0;0;0;468;NA;-1;1129
86;15;0;0;0;468;NA;-1;1129
15;87;0;0;0;468;NA;-1;1130
87;15;0;0;0;468;NA;-1;1130
15;88;0;0;0;468;NA;-1;1131
88;15;0;0;0;468;NA;-1;1131
15;90;0;0;0;468;NA;-1;1132
90;15;0;0;0;468;NA;-1;1132
15;91;0;0;0;468;NA;-1;1133
91;15;0;0;0;468;NA;-1;1133
15;92;0;0;0;468;NA;-1;1134
92;15;0;0;0;468;NA;-1;1134
15;93;0;0;0;468;NA;-1;1135
93;15;0;0;0;468;NA;-1;1135
15;94;0;0;0;468;NA;-1;1136
94;15;0;0;0;468;NA;-1;1136
15;95;0;0;0;468;NA;-1;1137
95;15;0;0;0;468;NA;-1;1137
15;96;0;0;0;468;NA;-1;1138
96;15;0;0;0;468;NA;-1;1138
15;97;0;0;0;468;NA;-1;1139
97;15;0;0;0;468;NA;-1;1139
15;98;0;0;0;468;NA;-1;1140
98;15;0;0;0;468;NA;-1;1140
15;99;0;0;0;468;NA;-1;1141
99;15;0;0;0;468;NA;-1;1141
16;16;0;0;0;468;NA;-0.5;1142
16;17;0;0;0;468;NA;-1;1143
17;16;0;0;0;468;NA;-1;1143
16;18;0;0;0;468;NA;-1;1144
18;16;0;0;0;468;NA;-1;1144
16;19;0;0;0;468;NA;-1;1145
19;16;0;4;0;468;NA;-1;1145
16;20;0;0;90;468;NA;-1;1146
20;16;0;64;0;468;NA;-1;1146
16;21;0;0;275;468;NA;-1;1147
21;16;0;294;0;468;NA;-1;1147
16;22;0;0;0;468;NA;-1;1148
22;16;0;0;0;468;NA;-1;1148
16;23;0;0;6;468;NA;-1;1149
23;16;0;4;0;468;NA;-1;1149
16;24;0;0;0;468;NA;-1;1150
24;16;0;0;0;468;NA;-1;1150
16;25;0;0;1;468;NA;-1;1151
25;16;0;2;0;468;NA;-1;1151
16;26;0;0;27;468;NA;-1;1152
26;16;0;11;0;468;NA;-1;1152
16;27;0;0;9;468;NA;-1;1153
27;16;0;10;0;468;NA;-1;1153
16;28;0;0;17;468;NA;-1;1154
28;16;0;37;0;468;NA;-1;1154
16;29;0;0;17;468;NA;-1;1155
29;16;0;16;0;468;NA;-1;1155
16;30;0;0;0;468;NA;-1;1156
30;16;0;0;0;468;NA;-1;1156
16;31;0;0;0;468;NA;-1;1157
31;16;0;0;0;468;NA;-1;1157
16;32;0;0;14;468;NA;-1;1158
32;16;0;7;0;468;NA;-1;1158
16;33;0;0;0;468;NA;-1;1159
33;16;0;0;0;468;NA;-1;1159
16;35;0;0;0;468;NA;-1;1160
35;16;0;0;0;468;NA;-1;1160
16;36;0;0;0;468;NA;-1;1161
36;16;0;0;0;468;NA;-1;1161
16;37;0;0;0;468;NA;-1;1162
37;16;0;0;0;468;NA;-1;1162
16;38;0;0;0;468;NA;-1;1163
38;16;0;0;0;468;NA;-1;1163
16;39;0;0;0;468;NA;-1;1164
39;16;0;0;0;468;NA;-1;1164
16;41;0;0;0;468;NA;-1;1165
41;16;0;0;0;468;NA;-1;1165
16;42;0;0;0;468;NA;-1;1166
42;16;0;0;0;468;NA;-1;1166
16;43;0;0;8;468;NA;-1;1167
43;16;0;0;0;468;NA;-1;1167
16;45;0;0;0;468;NA;-1;1168
45;16;0;0;0;468;NA;-1;1168
16;46;0;0;0;468;NA;-1;1169
46;16;0;0;0;468;NA;-1;1169
16;47;0;0;0;468;NA;-1;1170
47;16;0;0;0;468;NA;-1;1170
16;49;0;0;0;468;NA;-1;1171
49;16;0;0;0;468;NA;-1;1171
16;50;0;0;0;468;NA;-1;1172
50;16;0;0;0;468;NA;-1;1172
16;51;0;0;0;468;NA;-1;1173
51;16;0;0;0;468;NA;-1;1173
16;52;0;0;0;468;NA;-1;1174
52;16;0;0;0;468;NA;-1;1174
16;53;0;0;0;468;NA;-1;1175
53;16;0;0;0;468;NA;-1;1175
16;55;0;0;0;468;NA;-1;1176
55;16;0;0;0;468;NA;-1;1176
16;56;0;0;0;468;NA;-1;1177
56;16;0;0;0;468;NA;-1;1177
16;58;0;0;0;468;NA;-1;1178
58;16;0;0;0;468;NA;-1;1178
16;59;0;0;0;468;NA;-1;1179
59;16;0;0;0;468;NA;-1;1179
16;60;0;0;0;468;NA;-1;1180
60;16;0;0;0;468;NA;-1;1180
16;61;0;0;0;468;NA;-1;1181
61;16;0;0;0;468;NA;-1;1181
16;62;0;0;0;468;NA;-1;1182
62;16;0;0;0;468;NA;-1;1182
16;63;0;0;0;468;NA;-1;1183
63;16;0;0;0;468;NA;-1;1183
16;64;0;0;0;468;NA;-1;1184
64;16;0;0;0;468;NA;-1;1184
16;65;0;0;0;468;NA;-1;1185
65;16;0;0;0;468;NA;-1;1185
16;66;0;0;0;468;NA;-1;1186
66;16;0;0;0;468;NA;-1;1186
16;68;0;0;0;468;NA;-1;1187
68;16;0;0;0;468;NA;-1;1187
16;69;0;0;0;468;NA;-1;1188
69;16;0;0;0;468;NA;-1;1188
16;70;0;0;0;468;NA;-1;1189
70;16;0;0;0;468;NA;-1;1189
16;71;0;0;0;468;NA;-1;1190
71;16;0;0;0;468;NA;-1;1190
16;72;0;0;0;468;NA;-1;1191
72;16;0;0;0;468;NA;-1;1191
16;73;0;0;0;468;NA;-1;1192
73;16;0;0;0;468;NA;-1;1192
16;74;0;0;0;468;NA;-1;1193
74;16;0;0;0;468;NA;-1;1193
16;75;0;0;0;468;NA;-1;1194
75;16;0;0;0;468;NA;-1;1194
16;77;0;0;0;468;NA;-1;1195
77;16;0;0;0;468;NA;-1;1195
16;78;0;0;0;468;NA;-1;1196
78;16;0;0;0;468;NA;-1;1196
16;79;0;0;0;468;NA;-1;1197
79;16;0;0;0;468;NA;-1;1197
16;80;0;0;0;468;NA;-1;1198
80;16;0;0;0;468;NA;-1;1198
16;81;0;0;0;468;NA;-1;1199
81;16;0;0;0;468;NA;-1;1199
16;82;0;0;0;468;NA;-1;1200
82;16;0;0;0;468;NA;-1;1200
16;84;0;0;0;468;NA;-1;1201
84;16;0;0;0;468;NA;-1;1201
16;85;0;0;0;468;NA;-1;1202
85;16;0;0;0;468;NA;-1;1202
16;86;0;0;0;468;NA;-1;1203
86;16;0;0;0;468;NA;-1;1203
16;87;0;0;0;468;NA;-1;1204
87;16;0;0;0;468;NA;-1;1204
16;88;0;0;0;468;NA;-1;1205
88;16;0;0;0;468;NA;-1;1205
16;90;0;0;0;468;NA;-1;1206
90;16;0;0;0;468;NA;-1;1206
16;91;0;0;0;468;NA;-1;1207
91;16;0;0;0;468;NA;-1;1207
16;92;0;0;0;468;NA;-1;1208
92;16;0;0;0;468;NA;-1;1208
16;93;0;0;0;468;NA;-1;1209
93;16;0;0;0;468;NA;-1;1209
16;94;0;0;0;468;NA;-1;1210
94;16;0;0;0;468;NA;-1;1210
16;95;0;0;0;468;NA;-1;1211
95;16;0;0;0;468;NA;-1;1211
16;96;0;0;0;468;NA;-1;1212
96;16;0;0;0;468;NA;-1;1212
16;97;0;0;0;468;NA;-1;1213
97;16;0;0;0;468;NA;-1;1213
16;98;0;0;0;468;NA;-1;1214
98;16;0;0;0;468;NA;-1;1214
16;99;0;0;0;468;NA;-1;1215
99;16;0;0;0;468;NA;-1;1215
17;17;0;0;0;468;NA;-0.5;1216
17;18;0;0;0;468;NA;-1;1217
18;17;0;0;0;468;NA;-1;1217
17;19;0;0;0;468;NA;-1;1218
19;17;0;4;0;468;NA;-1;1218
17;20;0;0;90;468;NA;-1;1219
20;17;0;64;0;468;NA;-1;1219
17;21;0;0;275;468;NA;-1;1220
21;17;0;294;0;468;NA;-1;1220
17;22;0;0;0;468;NA;-1;1221
22;17;0;0;0;468;NA;-1;1221
17;23;0;0;6;468;NA;-1;1222
23;17;0;4;0;468;NA;-1;1222
17;24;0;0;0;468;NA;-1;1223
24;17;0;0;0;468;NA;-1;1223
17;25;0;0;1;468;NA;-1;1224
25;17;0;2;0;468;NA;-1;1224
17;26;0;0;27;468;NA;-1;1225
26;17;0;11;0;468;NA;-1;1225
17;27;0;0;9;468;NA;-1;1226
27;17;0;10;0;468;NA;-1;1226
17;28;0;0;17;468;NA;-1;1227
28;17;0;37;0;468;NA;-1;1227
17;29;0;0;17;468;NA;-1;1228
29;17;0;16;0;468;NA;-1;1228
17;30;0;0;0;468;NA;-1;1229
30;17;0;0;0;468;NA;-1;1229
17;31;0;0;0;468;NA;-1;1230
31;17;0;0;0;468;NA;-1;1230
17;32;0;0;14;468;NA;-1;1231
32;17;0;7;0;468;NA;-1;1231
17;33;0;0;0;468;NA;-1;1232
33;17;0;0;0;468;NA;-1;1232
17;35;0;0;0;468;NA;-1;1233
35;17;0;0;0;468;NA;-1;1233
17;36;0;0;0;468;NA;-1;1234
36;17;0;0;0;468;NA;-1;1234
17;37;0;0;0;468;NA;-1;1235
37;17;0;0;0;468;NA;-1;1235
17;38;0;0;0;468;NA;-1;1236
38;17;0;0;0;468;NA;-1;1236
17;39;0;0;0;468;NA;-1;1237
39;17;0;0;0;468;NA;-1;1237
17;41;0;0;0;468;NA;-1;1238
41;17;0;0;0;468;NA;-1;1238
17;42;0;0;0;468;NA;-1;1239
42;17;0;0;0;468;NA;-1;1239
17;43;0;0;8;468;NA;-1;1240
43;17;0;0;0;468;NA;-1;1240
17;45;0;0;0;468;NA;-1;1241
45;17;0;0;0;468;NA;-1;1241
17;46;0;0;0;468;NA;-1;1242
46;17;0;0;0;468;NA;-1;1242
17;47;0;0;0;468;NA;-1;1243
47;17;0;0;0;468;NA;-1;1243
17;49;0;0;0;468;NA;-1;1244
49;17;0;0;0;468;NA;-1;1244
17;50;0;0;0;468;NA;-1;1245
50;17;0;0;0;468;NA;-1;1245
17;51;0;0;0;468;NA;-1;1246
51;17;0;0;0;468;NA;-1;1246
17;52;0;0;0;468;NA;-1;1247
52;17;0;0;0;468;NA;-1;1247
17;53;0;0;0;468;NA;-1;1248
53;17;0;0;0;468;NA;-1;1248
17;55;0;0;0;468;NA;-1;1249
55;17;0;0;0;468;NA;-1;1249
17;56;0;0;0;468;NA;-1;1250
56;17;0;0;0;468;NA;-1;1250
17;58;0;0;0;468;NA;-1;1251
58;17;0;0;0;468;NA;-1;1251
17;59;0;0;0;468;NA;-1;1252
59;17;0;0;0;468;NA;-1;1252
17;60;0;0;0;468;NA;-1;1253
60;17;0;0;0;468;NA;-1;1253
17;61;0;0;0;468;NA;-1;1254
61;17;0;0;0;468;NA;-1;1254
17;62;0;0;0;468;NA;-1;1255
62;17;0;0;0;468;NA;-1;1255
17;63;0;0;0;468;NA;-1;1256
63;17;0;0;0;468;NA;-1;1256
17;64;0;0;0;468;NA;-1;1257
64;17;0;0;0;468;NA;-1;1257
17;65;0;0;0;468;NA;-1;1258
65;17;0;0;0;468;NA;-1;1258
17;66;0;0;0;468;NA;-1;1259
66;17;0;0;0;468;NA;-1;1259
17;68;0;0;0;468;NA;-1;1260
68;17;0;0;0;468;NA;-1;1260
17;69;0;0;0;468;NA;-1;1261
69;17;0;0;0;468;NA;-1;1261
17;70;0;0;0;468;NA;-1;1262
70;17;0;0;0;468;NA;-1;1262
17;71;0;0;0;468;NA;-1;1263
71;17;0;0;0;468;NA;-1;1263
17;72;0;0;0;468;NA;-1;1264
72;17;0;0;0;468;NA;-1;1264
17;73;0;0;0;468;NA;-1;1265
73;17;0;0;0;468;NA;-1;1265
17;74;0;0;0;468;NA;-1;1266
74;17;0;0;0;468;NA;-1;1266
17;75;0;0;0;468;NA;-1;1267
75;17;0;0;0;468;NA;-1;1267
17;77;0;0;0;468;NA;-1;1268
77;17;0;0;0;468;NA;-1;1268
17;78;0;0;0;468;NA;-1;1269
78;17;0;0;0;468;NA;-1;1269
17;79;0;0;0;468;NA;-1;1270
79;17;0;0;0;468;NA;-1;1270
17;80;0;0;0;468;NA;-1;1271
80;17;0;0;0;468;NA;-1;1271
17;81;0;0;0;468;NA;-1;1272
81;17;0;0;0;468;NA;-1;1272
17;82;0;0;0;468;NA;-1;1273
82;17;0;0;0;468;NA;-1;1273
17;84;0;0;0;468;NA;-1;1274
84;17;0;0;0;468;NA;-1;1274
17;85;0;0;0;468;NA;-1;1275
85;17;0;0;0;468;NA;-1;1275
17;86;0;0;0;468;NA;-1;1276
86;17;0;0;0;468;NA;-1;1276
17;87;0;0;0;468;NA;-1;1277
87;17;0;0;0;468;NA;-1;1277
17;88;0;0;0;468;NA;-1;1278
88;17;0;0;0;468;NA;-1;1278
17;90;0;0;0;468;NA;-1;1279
90;17;0;0;0;468;NA;-1;1279
17;91;0;0;0;468;NA;-1;1280
91;17;0;0;0;468;NA;-1;1280
17;92;0;0;0;468;NA;-1;1281
92;17;0;0;0;468;NA;-1;1281
17;93;0;0;0;468;NA;-1;1282
93;17;0;0;0;468;NA;-1;1282
17;94;0;0;0;468;NA;-1;1283
94;17;0;0;0;468;NA;-1;1283
17;95;0;0;0;468;NA;-1;1284
95;17;0;0;0;468;NA;-1;1284
17;96;0;0;0;468;NA;-1;1285
96;17;0;0;0;468;NA;-1;1285
17;97;0;0;0;468;NA;-1;1286
97;17;0;0;0;468;NA;-1;1286
17;98;0;0;0;468;NA;-1;1287
98;17;0;0;0;468;NA;-1;1287
17;99;0;0;0;468;NA;-1;1288
99;17;0;0;0;468;NA;-1;1288
18;18;0;0;0;468;NA;-0.5;1289
18;19;0;0;0;468;NA;-1;1290
19;18;0;4;0;468;NA;-1;1290
18;20;0;0;90;468;NA;-1;1291
20;18;0;64;0;468;NA;-1;1291
18;21;0;0;275;468;NA;-1;1292
21;18;0;294;0;468;NA;-1;1292
18;22;0;0;0;468;NA;-1;1293
22;18;0;0;0;468;NA;-1;1293
18;23;0;0;6;468;NA;-1;1294
23;18;0;4;0;468;NA;-1;1294
18;24;0;0;0;468;NA;-1;1295
24;18;0;0;0;468;NA;-1;1295
18;25;0;0;1;468;NA;-1;1296
25;18;0;2;0;468;NA;-1;1296
18;26;0;0;27;468;NA;-1;1297
26;18;0;11;0;468;NA;-1;1297
18;27;0;0;9;468;NA;-1;1298
27;18;0;10;0;468;NA;-1;1298
18;28;0;0;17;468;NA;-1;1299
28;18;0;37;0;468;NA;-1;1299
18;29;0;0;17;468;NA;-1;1300
29;18;0;16;0;468;NA;-1;1300
18;30;0;0;0;468;NA;-1;1301
30;18;0;0;0;468;NA;-1;1301
18;31;0;0;0;468;NA;-1;1302
31;18;0;0;0;468;NA;-1;1302
18;32;0;0;14;468;NA;-1;1303
32;18;0;7;0;468;NA;-1;1303
18;33;0;0;0;468;NA;-1;1304
33;18;0;0;0;468;NA;-1;1304
18;35;0;0;0;468;NA;-1;1305
35;18;0;0;0;468;NA;-1;1305
18;36;0;0;0;468;NA;-1;1306
36;18;0;0;0;468;NA;-1;1306
18;37;0;0;0;468;NA;-1;1307
37;18;0;0;0;468;NA;-1;1307
18;38;0;0;0;468;NA;-1;1308
38;18;0;0;0;468;NA;-1;1308
18;39;0;0;0;468;NA;-1;1309
39;18;0;0;0;468;NA;-1;1309
18;41;0;0;0;468;NA;-1;1310
41;18;0;0;0;468;NA;-1;1310
18;42;0;0;0;468;NA;-1;1311
42;18;0;0;0;468;NA;-1;1311
18;43;0;0;8;468;NA;-1;1312
43;18;0;0;0;468;NA;-1;1312
18;45;0;0;0;468;NA;-1;1313
45;18;0;0;0;468;NA;-1;1313
18;46;0;0;0;468;NA;-1;1314
46;18;0;0;0;468;NA;-1;1314
18;47;0;0;0;468;NA;-1;1315
47;18;0;0;0;468;NA;-1;1315
18;49;0;0;0;468;NA;-1;1316
49;18;0;0;0;468;NA;-1;1316
18;50;0;0;0;468;NA;-1;1317
50;18;0;0;0;468;NA;-1;1317
18;51;0;0;0;468;NA;-1;1318
51;18;0;0;0;468;NA;-1;1318
18;52;0;0;0;468;NA;-1;1319
52;18;0;0;0;468;NA;-1;1319
18;53;0;0;0;468;NA;-1;1320
53;18;0;0;0;468;NA;-1;1320
18;55;0;0;0;468;NA;-1;1321
55;18;0;0;0;468;NA;-1;1321
18;56;0;0;0;468;NA;-1;1322
56;18;0;0;0;468;NA;-1;1322
18;58;0;0;0;468;NA;-1;1323
58;18;0;0;0;468;NA;-1;1323
18;59;0;0;0;468;NA;-1;1324
59;18;0;0;0;468;NA;-1;1324
18;60;0;0;0;468;NA;-1;1325
60;18;0;0;0;468;NA;-1;1325
18;61;0;0;0;468;NA;-1;1326
61;18;0;0;0;468;NA;-1;1326
18;62;0;0;0;468;NA;-1;1327
62;18;0;0;0;468;NA;-1;1327
18;63;0;0;0;468;NA;-1;1328
63;18;0;0;0;468;NA;-1;1328
18;64;0;0;0;468;NA;-1;1329
64;18;0;0;0;468;NA;-1;1329
18;65;0;0;0;468;NA;-1;1330
65;18;0;0;0;468;NA;-1;1330
18;66;0;0;0;468;NA;-1;1331
66;18;0;0;0;468;NA;-1;1331
18;68;0;0;0;468;NA;-1;1332
68;18;0;0;0;468;NA;-1;1332
18;69;0;0;0;468;NA;-1;1333
69;18;0;0;0;468;NA;-1;1333
18;70;0;0;0;468;NA;-1;1334
70;18;0;0;0;468;NA;-1;1334
18;71;0;0;0;468;NA;-1;1335
71;18;0;0;0;468;NA;-1;1335
18;72;0;0;0;468;NA;-1;1336
72;18;0;0;0;468;NA;-1;1336
18;73;0;0;0;468;NA;-1;1337
73;18;0;0;0;468;NA;-1;1337
18;74;0;0;0;468;NA;-1;1338
74;18;0;0;0;468;NA;-1;1338
18;75;0;0;0;468;NA;-1;1339
75;18;0;0;0;468;NA;-1;1339
18;77;0;0;0;468;NA;-1;1340
77;18;0;0;0;468;NA;-1;1340
18;78;0;0;0;468;NA;-1;1341
78;18;0;0;0;468;NA;-1;1341
18;79;0;0;0;468;NA;-1;1342
79;18;0;0;0;468;NA;-1;1342
18;80;0;0;0;468;NA;-1;1343
80;18;0;0;0;468;NA;-1;1343
18;81;0;0;0;468;NA;-1;1344
81;18;0;0;0;468;NA;-1;1344
18;82;0;0;0;468;NA;-1;1345
82;18;0;0;0;468;NA;-1;1345
18;84;0;0;0;468;NA;-1;1346
84;18;0;0;0;468;NA;-1;1346
18;85;0;0;0;468;NA;-1;1347
85;18;0;0;0;468;NA;-1;1347
18;86;0;0;0;468;NA;-1;1348
86;18;0;0;0;468;NA;-1;1348
18;87;0;0;0;468;NA;-1;1349
87;18;0;0;0;468;NA;-1;1349
18;88;0;0;0;468;NA;-1;1350
88;18;0;0;0;468;NA;-1;1350
18;90;0;0;0;468;NA;-1;1351
90;18;0;0;0;468;NA;-1;1351
18;91;0;0;0;468;NA;-1;1352
91;18;0;0;0;468;NA;-1;1352
18;92;0;0;0;468;NA;-1;1353
92;18;0;0;0;468;NA;-1;1353
18;93;0;0;0;468;NA;-1;1354
93;18;0;0;0;468;NA;-1;1354
18;94;0;0;0;468;NA;-1;1355
94;18;0;0;0;468;NA;-1;1355
18;95;0;0;0;468;NA;-1;1356
95;18;0;0;0;468;NA;-1;1356
18;96;0;0;0;468;NA;-1;1357
96;18;0;0;0;468;NA;-1;1357
18;97;0;0;0;468;NA;-1;1358
97;18;0;0;0;468;NA;-1;1358
18;98;0;0;0;468;NA;-1;1359
98;18;0;0;0;468;NA;-1;1359
18;99;0;0;0;468;NA;-1;1360
99;18;0;0;0;468;NA;-1;1360
19;19;0;4;0;468;NA;-0.5;1361
19;20;4;4;90;468;5.2;-0.161290322580645;1362
20;19;0;64;0;468;NA;-0.161290322580645;1362
19;21;0;4;275;468;0;-1;1363
21;19;0;294;0;468;NA;-1;1363
19;22;0;4;0;468;NA;-1;1364
