"ind_i";"ind_j";"c_ij";"c_i";"c_j";"c";"c_rel";"cr_norm";"e_id"
72;49;0;0;0;468;NA;-1;2902
49;73;0;0;0;468;NA;-1;2903
73;49;0;0;0;468;NA;-1;2903
49;74;0;0;0;468;NA;-1;2904
74;49;0;0;0;468;NA;-1;2904
49;75;0;0;0;468;NA;-1;2905
75;49;0;0;0;468;NA;-1;2905
49;77;0;0;0;468;NA;-1;2906
77;49;0;0;0;468;NA;-1;2906
49;78;0;0;0;468;NA;-1;2907
78;49;0;0;0;468;NA;-1;2907
49;79;0;0;0;468;NA;-1;2908
79;49;0;0;0;468;NA;-1;2908
49;80;0;0;0;468;NA;-1;2909
80;49;0;0;0;468;NA;-1;2909
49;81;0;0;0;468;NA;-1;2910
81;49;0;0;0;468;NA;-1;2910
49;82;0;0;0;468;NA;-1;2911
82;49;0;0;0;468;NA;-1;2911
49;84;0;0;0;468;NA;-1;2912
84;49;0;0;0;468;NA;-1;2912
49;85;0;0;0;468;NA;-1;2913
85;49;0;0;0;468;NA;-1;2913
49;86;0;0;0;468;NA;-1;2914
86;49;0;0;0;468;NA;-1;2914
49;87;0;0;0;468;NA;-1;2915
87;49;0;0;0;468;NA;-1;2915
49;88;0;0;0;468;NA;-1;2916
88;49;0;0;0;468;NA;-1;2916
49;90;0;0;0;468;NA;-1;2917
90;49;0;0;0;468;NA;-1;2917
49;91;0;0;0;468;NA;-1;2918
91;49;0;0;0;468;NA;-1;2918
49;92;0;0;0;468;NA;-1;2919
92;49;0;0;0;468;NA;-1;2919
49;93;0;0;0;468;NA;-1;2920
93;49;0;0;0;468;NA;-1;2920
49;94;0;0;0;468;NA;-1;2921
94;49;0;0;0;468;NA;-1;2921
49;95;0;0;0;468;NA;-1;2922
95;49;0;0;0;468;NA;-1;2922
49;96;0;0;0;468;NA;-1;2923
96;49;0;0;0;468;NA;-1;2923
49;97;0;0;0;468;NA;-1;2924
97;49;0;0;0;468;NA;-1;2924
49;98;0;0;0;468;NA;-1;2925
98;49;0;0;0;468;NA;-1;2925
49;99;0;0;0;468;NA;-1;2926
99;49;0;0;0;468;NA;-1;2926
50;50;0;0;0;468;NA;-0.5;2927
50;51;0;0;0;468;NA;-1;2928
51;50;0;0;0;468;NA;-1;2928
50;52;0;0;0;468;NA;-1;2929
52;50;0;0;0;468;NA;-1;2929
50;53;0;0;0;468;NA;-1;2930
53;50;0;0;0;468;NA;-1;2930
50;55;0;0;0;468;NA;-1;2931
55;50;0;0;0;468;NA;-1;2931
50;56;0;0;0;468;NA;-1;2932
56;50;0;0;0;468;NA;-1;2932
50;58;0;0;0;468;NA;-1;2933
58;50;0;0;0;468;NA;-1;2933
50;59;0;0;0;468;NA;-1;2934
59;50;0;0;0;468;NA;-1;2934
50;60;0;0;0;468;NA;-1;2935
60;50;0;0;0;468;NA;-1;2935
50;61;0;0;0;468;NA;-1;2936
61;50;0;0;0;468;NA;-1;2936
50;62;0;0;0;468;NA;-1;2937
62;50;0;0;0;468;NA;-1;2937
50;63;0;0;0;468;NA;-1;2938
63;50;0;0;0;468;NA;-1;2938
50;64;0;0;0;468;NA;-1;2939
64;50;0;0;0;468;NA;-1;2939
50;65;0;0;0;468;NA;-1;2940
65;50;0;0;0;468;NA;-1;2940
50;66;0;0;0;468;NA;-1;2941
66;50;0;0;0;468;NA;-1;2941
50;68;0;0;0;468;NA;-1;2942
68;50;0;0;0;468;NA;-1;2942
50;69;0;0;0;468;NA;-1;2943
69;50;0;0;0;468;NA;-1;2943
50;70;0;0;0;468;NA;-1;2944
70;50;0;0;0;468;NA;-1;2944
50;71;0;0;0;468;NA;-1;2945
71;50;0;0;0;468;NA;-1;2945
50;72;0;0;0;468;NA;-1;2946
72;50;0;0;0;468;NA;-1;2946
50;73;0;0;0;468;NA;-1;2947
73;50;0;0;0;468;NA;-1;2947
50;74;0;0;0;468;NA;-1;2948
74;50;0;0;0;468;NA;-1;2948
50;75;0;0;0;468;NA;-1;2949
75;50;0;0;0;468;NA;-1;2949
50;77;0;0;0;468;NA;-1;2950
77;50;0;0;0;468;NA;-1;2950
50;78;0;0;0;468;NA;-1;2951
78;50;0;0;0;468;NA;-1;2951
50;79;0;0;0;468;NA;-1;2952
79;50;0;0;0;468;NA;-1;2952
50;80;0;0;0;468;NA;-1;2953
80;50;0;0;0;468;NA;-1;2953
50;81;0;0;0;468;NA;-1;2954
81;50;0;0;0;468;NA;-1;2954
50;82;0;0;0;468;NA;-1;2955
82;50;0;0;0;468;NA;-1;2955
50;84;0;0;0;468;NA;-1;2956
84;50;0;0;0;468;NA;-1;2956
50;85;0;0;0;468;NA;-1;2957
85;50;0;0;0;468;NA;-1;2957
50;86;0;0;0;468;NA;-1;2958
86;50;0;0;0;468;NA;-1;2958
50;87;0;0;0;468;NA;-1;2959
87;50;0;0;0;468;NA;-1;2959
50;88;0;0;0;468;NA;-1;2960
88;50;0;0;0;468;NA;-1;2960
50;90;0;0;0;468;NA;-1;2961
90;50;0;0;0;468;NA;-1;2961
50;91;0;0;0;468;NA;-1;2962
91;50;0;0;0;468;NA;-1;2962
50;92;0;0;0;468;NA;-1;2963
92;50;0;0;0;468;NA;-1;2963
50;93;0;0;0;468;NA;-1;2964
93;50;0;0;0;468;NA;-1;2964
50;94;0;0;0;468;NA;-1;2965
94;50;0;0;0;468;NA;-1;2965
50;95;0;0;0;468;NA;-1;2966
95;50;0;0;0;468;NA;-1;2966
50;96;0;0;0;468;NA;-1;2967
96;50;0;0;0;468;NA;-1;2967
50;97;0;0;0;468;NA;-1;2968
97;50;0;0;0;468;NA;-1;2968
50;98;0;0;0;468;NA;-1;2969
98;50;0;0;0;468;NA;-1;2969
50;99;0;0;0;468;NA;-1;2970
99;50;0;0;0;468;NA;-1;2970
51;51;0;0;0;468;NA;-0.5;2971
51;52;0;0;0;468;NA;-1;2972
52;51;0;0;0;468;NA;-1;2972
51;53;0;0;0;468;NA;-1;2973
53;51;0;0;0;468;NA;-1;2973
51;55;0;0;0;468;NA;-1;2974
55;51;0;0;0;468;NA;-1;2974
51;56;0;0;0;468;NA;-1;2975
56;51;0;0;0;468;NA;-1;2975
51;58;0;0;0;468;NA;-1;2976
58;51;0;0;0;468;NA;-1;2976
51;59;0;0;0;468;NA;-1;2977
59;51;0;0;0;468;NA;-1;2977
51;60;0;0;0;468;NA;-1;2978
60;51;0;0;0;468;NA;-1;2978
51;61;0;0;0;468;NA;-1;2979
61;51;0;0;0;468;NA;-1;2979
51;62;0;0;0;468;NA;-1;2980
62;51;0;0;0;468;NA;-1;2980
51;63;0;0;0;468;NA;-1;2981
63;51;0;0;0;468;NA;-1;2981
51;64;0;0;0;468;NA;-1;2982
64;51;0;0;0;468;NA;-1;2982
51;65;0;0;0;468;NA;-1;2983
65;51;0;0;0;468;NA;-1;2983
51;66;0;0;0;468;NA;-1;2984
66;51;0;0;0;468;NA;-1;2984
51;68;0;0;0;468;NA;-1;2985
68;51;0;0;0;468;NA;-1;2985
51;69;0;0;0;468;NA;-1;2986
69;51;0;0;0;468;NA;-1;2986
51;70;0;0;0;468;NA;-1;2987
70;51;0;0;0;468;NA;-1;2987
51;71;0;0;0;468;NA;-1;2988
71;51;0;0;0;468;NA;-1;2988
51;72;0;0;0;468;NA;-1;2989
72;51;0;0;0;468;NA;-1;2989
51;73;0;0;0;468;NA;-1;2990
73;51;0;0;0;468;NA;-1;2990
51;74;0;0;0;468;NA;-1;2991
74;51;0;0;0;468;NA;-1;2991
51;75;0;0;0;468;NA;-1;2992
75;51;0;0;0;468;NA;-1;2992
51;77;0;0;0;468;NA;-1;2993
77;51;0;0;0;468;NA;-1;2993
51;78;0;0;0;468;NA;-1;2994
78;51;0;0;0;468;NA;-1;2994
51;79;0;0;0;468;NA;-1;2995
79;51;0;0;0;468;NA;-1;2995
51;80;0;0;0;468;NA;-1;2996
80;51;0;0;0;468;NA;-1;2996
51;81;0;0;0;468;NA;-1;2997
81;51;0;0;0;468;NA;-1;2997
51;82;0;0;0;468;NA;-1;2998
82;51;0;0;0;468;NA;-1;2998
51;84;0;0;0;468;NA;-1;2999
84;51;0;0;0;468;NA;-1;2999
51;85;0;0;0;468;NA;-1;3000
85;51;0;0;0;468;NA;-1;3000
51;86;0;0;0;468;NA;-1;3001
86;51;0;0;0;468;NA;-1;3001
51;87;0;0;0;468;NA;-1;3002
87;51;0;0;0;468;NA;-1;3002
51;88;0;0;0;468;NA;-1;3003
88;51;0;0;0;468;NA;-1;3003
51;90;0;0;0;468;NA;-1;3004
90;51;0;0;0;468;NA;-1;3004
51;91;0;0;0;468;NA;-1;3005
91;51;0;0;0;468;NA;-1;3005
51;92;0;0;0;468;NA;-1;3006
92;51;0;0;0;468;NA;-1;3006
51;93;0;0;0;468;NA;-1;3007
93;51;0;0;0;468;NA;-1;3007
51;94;0;0;0;468;NA;-1;3008
94;51;0;0;0;468;NA;-1;3008
51;95;0;0;0;468;NA;-1;3009
95;51;0;0;0;468;NA;-1;3009
51;96;0;0;0;468;NA;-1;3010
96;51;0;0;0;468;NA;-1;3010
51;97;0;0;0;468;NA;-1;3011
97;51;0;0;0;468;NA;-1;3011
51;98;0;0;0;468;NA;-1;3012
98;51;0;0;0;468;NA;-1;3012
51;99;0;0;0;468;NA;-1;3013
99;51;0;0;0;468;NA;-1;3013
52;52;0;0;0;468;NA;-0.5;3014
52;53;0;0;0;468;NA;-1;3015
53;52;0;0;0;468;NA;-1;3015
52;55;0;0;0;468;NA;-1;3016
55;52;0;0;0;468;NA;-1;3016
52;56;0;0;0;468;NA;-1;3017
56;52;0;0;0;468;NA;-1;3017
52;58;0;0;0;468;NA;-1;3018
58;52;0;0;0;468;NA;-1;3018
52;59;0;0;0;468;NA;-1;3019
59;52;0;0;0;468;NA;-1;3019
52;60;0;0;0;468;NA;-1;3020
60;52;0;0;0;468;NA;-1;3020
52;61;0;0;0;468;NA;-1;3021
61;52;0;0;0;468;NA;-1;3021
52;62;0;0;0;468;NA;-1;3022
62;52;0;0;0;468;NA;-1;3022
52;63;0;0;0;468;NA;-1;3023
63;52;0;0;0;468;NA;-1;3023
52;64;0;0;0;468;NA;-1;3024
64;52;0;0;0;468;NA;-1;3024
52;65;0;0;0;468;NA;-1;3025
65;52;0;0;0;468;NA;-1;3025
52;66;0;0;0;468;NA;-1;3026
66;52;0;0;0;468;NA;-1;3026
52;68;0;0;0;468;NA;-1;3027
68;52;0;0;0;468;NA;-1;3027
52;69;0;0;0;468;NA;-1;3028
69;52;0;0;0;468;NA;-1;3028
52;70;0;0;0;468;NA;-1;3029
70;52;0;0;0;468;NA;-1;3029
52;71;0;0;0;468;NA;-1;3030
71;52;0;0;0;468;NA;-1;3030
52;72;0;0;0;468;NA;-1;3031
72;52;0;0;0;468;NA;-1;3031
52;73;0;0;0;468;NA;-1;3032
73;52;0;0;0;468;NA;-1;3032
52;74;0;0;0;468;NA;-1;3033
74;52;0;0;0;468;NA;-1;3033
52;75;0;0;0;468;NA;-1;3034
75;52;0;0;0;468;NA;-1;3034
52;77;0;0;0;468;NA;-1;3035
77;52;0;0;0;468;NA;-1;3035
52;78;0;0;0;468;NA;-1;3036
78;52;0;0;0;468;NA;-1;3036
52;79;0;0;0;468;NA;-1;3037
79;52;0;0;0;468;NA;-1;3037
52;80;0;0;0;468;NA;-1;3038
80;52;0;0;0;468;NA;-1;3038
52;81;0;0;0;468;NA;-1;3039
81;52;0;0;0;468;NA;-1;3039
52;82;0;0;0;468;NA;-1;3040
82;52;0;0;0;468;NA;-1;3040
52;84;0;0;0;468;NA;-1;3041
84;52;0;0;0;468;NA;-1;3041
52;85;0;0;0;468;NA;-1;3042
85;52;0;0;0;468;NA;-1;3042
52;86;0;0;0;468;NA;-1;3043
86;52;0;0;0;468;NA;-1;3043
52;87;0;0;0;468;NA;-1;3044
87;52;0;0;0;468;NA;-1;3044
52;88;0;0;0;468;NA;-1;3045
88;52;0;0;0;468;NA;-1;3045
52;90;0;0;0;468;NA;-1;3046
90;52;0;0;0;468;NA;-1;3046
52;91;0;0;0;468;NA;-1;3047
91;52;0;0;0;468;NA;-1;3047
52;92;0;0;0;468;NA;-1;3048
92;52;0;0;0;468;NA;-1;3048
52;93;0;0;0;468;NA;-1;3049
93;52;0;0;0;468;NA;-1;3049
52;94;0;0;0;468;NA;-1;3050
94;52;0;0;0;468;NA;-1;3050
52;95;0;0;0;468;NA;-1;3051
95;52;0;0;0;468;NA;-1;3051
52;96;0;0;0;468;NA;-1;3052
96;52;0;0;0;468;NA;-1;3052
52;97;0;0;0;468;NA;-1;3053
97;52;0;0;0;468;NA;-1;3053
52;98;0;0;0;468;NA;-1;3054
98;52;0;0;0;468;NA;-1;3054
52;99;0;0;0;468;NA;-1;3055
99;52;0;0;0;468;NA;-1;3055
53;53;0;0;0;468;NA;-0.5;3056
53;55;0;0;0;468;NA;-1;3057
55;53;0;0;0;468;NA;-1;3057
53;56;0;0;0;468;NA;-1;3058
56;53;0;0;0;468;NA;-1;3058
53;58;0;0;0;468;NA;-1;3059
58;53;0;0;0;468;NA;-1;3059
53;59;0;0;0;468;NA;-1;3060
59;53;0;0;0;468;NA;-1;3060
53;60;0;0;0;468;NA;-1;3061
60;53;0;0;0;468;NA;-1;3061
53;61;0;0;0;468;NA;-1;3062
61;53;0;0;0;468;NA;-1;3062
53;62;0;0;0;468;NA;-1;3063
62;53;0;0;0;468;NA;-1;3063
53;63;0;0;0;468;NA;-1;3064
63;53;0;0;0;468;NA;-1;3064
53;64;0;0;0;468;NA;-1;3065
64;53;0;0;0;468;NA;-1;3065
53;65;0;0;0;468;NA;-1;3066
65;53;0;0;0;468;NA;-1;3066
53;66;0;0;0;468;NA;-1;3067
66;53;0;0;0;468;NA;-1;3067
53;68;0;0;0;468;NA;-1;3068
68;53;0;0;0;468;NA;-1;3068
53;69;0;0;0;468;NA;-1;3069
69;53;0;0;0;468;NA;-1;3069
53;70;0;0;0;468;NA;-1;3070
70;53;0;0;0;468;NA;-1;3070
53;71;0;0;0;468;NA;-1;3071
71;53;0;0;0;468;NA;-1;3071
53;72;0;0;0;468;NA;-1;3072
72;53;0;0;0;468;NA;-1;3072
53;73;0;0;0;468;NA;-1;3073
73;53;0;0;0;468;NA;-1;3073
53;74;0;0;0;468;NA;-1;3074
74;53;0;0;0;468;NA;-1;3074
53;75;0;0;0;468;NA;-1;3075
75;53;0;0;0;468;NA;-1;3075
53;77;0;0;0;468;NA;-1;3076
77;53;0;0;0;468;NA;-1;3076
53;78;0;0;0;468;NA;-1;3077
78;53;0;0;0;468;NA;-1;3077
53;79;0;0;0;468;NA;-1;3078
79;53;0;0;0;468;NA;-1;3078
53;80;0;0;0;468;NA;-1;3079
80;53;0;0;0;468;NA;-1;3079
53;81;0;0;0;468;NA;-1;3080
81;53;0;0;0;468;NA;-1;3080
53;82;0;0;0;468;NA;-1;3081
82;53;0;0;0;468;NA;-1;3081
53;84;0;0;0;468;NA;-1;3082
84;53;0;0;0;468;NA;-1;3082
53;85;0;0;0;468;NA;-1;3083
85;53;0;0;0;468;NA;-1;3083
53;86;0;0;0;468;NA;-1;3084
86;53;0;0;0;468;NA;-1;3084
53;87;0;0;0;468;NA;-1;3085
87;53;0;0;0;468;NA;-1;3085
53;88;0;0;0;468;NA;-1;3086
88;53;0;0;0;468;NA;-1;3086
53;90;0;0;0;468;NA;-1;3087
90;53;0;0;0;468;NA;-1;3087
53;91;0;0;0;468;NA;-1;3088
91;53;0;0;0;468;NA;-1;3088
53;92;0;0;0;468;NA;-1;3089
92;53;0;0;0;468;NA;-1;3089
53;93;0;0;0;468;NA;-1;3090
93;53;0;0;0;468;NA;-1;3090
53;94;0;0;0;468;NA;-1;3091
94;53;0;0;0;468;NA;-1;3091
53;95;0;0;0;468;NA;-1;3092
95;53;0;0;0;468;NA;-1;3092
53;96;0;0;0;468;NA;-1;3093
96;53;0;0;0;468;NA;-1;3093
53;97;0;0;0;468;NA;-1;3094
97;53;0;0;0;468;NA;-1;3094
53;98;0;0;0;468;NA;-1;3095
98;53;0;0;0;468;NA;-1;3095
53;99;0;0;0;468;NA;-1;3096
99;53;0;0;0;468;NA;-1;3096
55;55;0;0;0;468;NA;-0.5;3097
55;56;0;0;0;468;NA;-1;3098
56;55;0;0;0;468;NA;-1;3098
55;58;0;0;0;468;NA;-1;3099
58;55;0;0;0;468;NA;-1;3099
55;59;0;0;0;468;NA;-1;3100
59;55;0;0;0;468;NA;-1;3100
55;60;0;0;0;468;NA;-1;3101
60;55;0;0;0;468;NA;-1;3101
55;61;0;0;0;468;NA;-1;3102
61;55;0;0;0;468;NA;-1;3102
55;62;0;0;0;468;NA;-1;3103
62;55;0;0;0;468;NA;-1;3103
55;63;0;0;0;468;NA;-1;3104
63;55;0;0;0;468;NA;-1;3104
55;64;0;0;0;468;NA;-1;3105
64;55;0;0;0;468;NA;-1;3105
55;65;0;0;0;468;NA;-1;3106
65;55;0;0;0;468;NA;-1;3106
55;66;0;0;0;468;NA;-1;3107
66;55;0;0;0;468;NA;-1;3107
55;68;0;0;0;468;NA;-1;3108
68;55;0;0;0;468;NA;-1;3108
55;69;0;0;0;468;NA;-1;3109
69;55;0;0;0;468;NA;-1;3109
55;70;0;0;0;468;NA;-1;3110
70;55;0;0;0;468;NA;-1;3110
55;71;0;0;0;468;NA;-1;3111
71;55;0;0;0;468;NA;-1;3111
55;72;0;0;0;468;NA;-1;3112
72;55;0;0;0;468;NA;-1;3112
55;73;0;0;0;468;NA;-1;3113
73;55;0;0;0;468;NA;-1;3113
55;74;0;0;0;468;NA;-1;3114
74;55;0;0;0;468;NA;-1;3114
55;75;0;0;0;468;NA;-1;3115
75;55;0;0;0;468;NA;-1;3115
55;77;0;0;0;468;NA;-1;3116
77;55;0;0;0;468;NA;-1;3116
55;78;0;0;0;468;NA;-1;3117
78;55;0;0;0;468;NA;-1;3117
55;79;0;0;0;468;NA;-1;3118
79;55;0;0;0;468;NA;-1;3118
55;80;0;0;0;468;NA;-1;3119
80;55;0;0;0;468;NA;-1;3119
55;81;0;0;0;468;NA;-1;3120
81;55;0;0;0;468;NA;-1;3120
55;82;0;0;0;468;NA;-1;3121
82;55;0;0;0;468;NA;-1;3121
55;84;0;0;0;468;NA;-1;3122
84;55;0;0;0;468;NA;-1;3122
55;85;0;0;0;468;NA;-1;3123
85;55;0;0;0;468;NA;-1;3123
55;86;0;0;0;468;NA;-1;3124
86;55;0;0;0;468;NA;-1;3124
55;87;0;0;0;468;NA;-1;3125
87;55;0;0;0;468;NA;-1;3125
55;88;0;0;0;468;NA;-1;3126
88;55;0;0;0;468;NA;-1;3126
55;90;0;0;0;468;NA;-1;3127
90;55;0;0;0;468;NA;-1;3127
55;91;0;0;0;468;NA;-1;3128
91;55;0;0;0;468;NA;-1;3128
55;92;0;0;0;468;NA;-1;3129
92;55;0;0;0;468;NA;-1;3129
55;93;0;0;0;468;NA;-1;3130
93;55;0;0;0;468;NA;-1;3130
55;94;0;0;0;468;NA;-1;3131
94;55;0;0;0;468;NA;-1;3131
55;95;0;0;0;468;NA;-1;3132
95;55;0;0;0;468;NA;-1;3132
55;96;0;0;0;468;NA;-1;3133
96;55;0;0;0;468;NA;-1;3133
55;97;0;0;0;468;NA;-1;3134
97;55;0;0;0;468;NA;-1;3134
55;98;0;0;0;468;NA;-1;3135
98;55;0;0;0;468;NA;-1;3135
55;99;0;0;0;468;NA;-1;3136
99;55;0;0;0;468;NA;-1;3136
56;56;0;0;0;468;NA;-0.5;3137
56;58;0;0;0;468;NA;-1;3138
58;56;0;0;0;468;NA;-1;3138
56;59;0;0;0;468;NA;-1;3139
59;56;0;0;0;468;NA;-1;3139
56;60;0;0;0;468;NA;-1;3140
60;56;0;0;0;468;NA;-1;3140
56;61;0;0;0;468;NA;-1;3141
61;56;0;0;0;468;NA;-1;3141
56;62;0;0;0;468;NA;-1;3142
62;56;0;0;0;468;NA;-1;3142
56;63;0;0;0;468;NA;-1;3143
63;56;0;0;0;468;NA;-1;3143
56;64;0;0;0;468;NA;-1;3144
64;56;0;0;0;468;NA;-1;3144
56;65;0;0;0;468;NA;-1;3145
65;56;0;0;0;468;NA;-1;3145
56;66;0;0;0;468;NA;-1;3146
66;56;0;0;0;468;NA;-1;3146
56;68;0;0;0;468;NA;-1;3147
68;56;0;0;0;468;NA;-1;3147
56;69;0;0;0;468;NA;-1;3148
69;56;0;0;0;468;NA;-1;3148
56;70;0;0;0;468;NA;-1;3149
70;56;0;0;0;468;NA;-1;3149
56;71;0;0;0;468;NA;-1;3150
71;56;0;0;0;468;NA;-1;3150
56;72;0;0;0;468;NA;-1;3151
72;56;0;0;0;468;NA;-1;3151
56;73;0;0;0;468;NA;-1;3152
73;56;0;0;0;468;NA;-1;3152
56;74;0;0;0;468;NA;-1;3153
74;56;0;0;0;468;NA;-1;3153
56;75;0;0;0;468;NA;-1;3154
75;56;0;0;0;468;NA;-1;3154
56;77;0;0;0;468;NA;-1;3155
77;56;0;0;0;468;NA;-1;3155
56;78;0;0;0;468;NA;-1;3156
78;56;0;0;0;468;NA;-1;3156
56;79;0;0;0;468;NA;-1;3157
79;56;0;0;0;468;NA;-1;3157
56;80;0;0;0;468;NA;-1;3158
80;56;0;0;0;468;NA;-1;3158
56;81;0;0;0;468;NA;-1;3159
81;56;0;0;0;468;NA;-1;3159
56;82;0;0;0;468;NA;-1;3160
82;56;0;0;0;468;NA;-1;3160
56;84;0;0;0;468;NA;-1;3161
84;56;0;0;0;468;NA;-1;3161
56;85;0;0;0;468;NA;-1;3162
85;56;0;0;0;468;NA;-1;3162
56;86;0;0;0;468;NA;-1;3163
86;56;0;0;0;468;NA;-1;3163
56;87;0;0;0;468;NA;-1;3164
87;56;0;0;0;468;NA;-1;3164
56;88;0;0;0;468;NA;-1;3165
88;56;0;0;0;468;NA;-1;3165
56;90;0;0;0;468;NA;-1;3166
90;56;0;0;0;468;NA;-1;3166
56;91;0;0;0;468;NA;-1;3167
91;56;0;0;0;468;NA;-1;3167
56;92;0;0;0;468;NA;-1;3168
92;56;0;0;0;468;NA;-1;3168
56;93;0;0;0;468;NA;-1;3169
93;56;0;0;0;468;NA;-1;3169
56;94;0;0;0;468;NA;-1;3170
94;56;0;0;0;468;NA;-1;3170
56;95;0;0;0;468;NA;-1;3171
95;56;0;0;0;468;NA;-1;3171
56;96;0;0;0;468;NA;-1;3172
96;56;0;0;0;468;NA;-1;3172
56;97;0;0;0;468;NA;-1;3173
97;56;0;0;0;468;NA;-1;3173
56;98;0;0;0;468;NA;-1;3174
98;56;0;0;0;468;NA;-1;3174
56;99;0;0;0;468;NA;-1;3175
99;56;0;0;0;468;NA;-1;3175
58;58;0;0;0;468;NA;-0.5;3176
58;59;0;0;0;468;NA;-1;3177
59;58;0;0;0;468;NA;-1;3177
58;60;0;0;0;468;NA;-1;3178
60;58;0;0;0;468;NA;-1;3178
58;61;0;0;0;468;NA;-1;3179
61;58;0;0;0;468;NA;-1;3179
58;62;0;0;0;468;NA;-1;3180
62;58;0;0;0;468;NA;-1;3180
58;63;0;0;0;468;NA;-1;3181
63;58;0;0;0;468;NA;-1;3181
58;64;0;0;0;468;NA;-1;3182
64;58;0;0;0;468;NA;-1;3182
58;65;0;0;0;468;NA;-1;3183
65;58;0;0;0;468;NA;-1;3183
58;66;0;0;0;468;NA;-1;3184
66;58;0;0;0;468;NA;-1;3184
58;68;0;0;0;468;NA;-1;3185
68;58;0;0;0;468;NA;-1;3185
58;69;0;0;0;468;NA;-1;3186
69;58;0;0;0;468;NA;-1;3186
58;70;0;0;0;468;NA;-1;3187
70;58;0;0;0;468;NA;-1;3187
58;71;0;0;0;468;NA;-1;3188
71;58;0;0;0;468;NA;-1;3188
58;72;0;0;0;468;NA;-1;3189
72;58;0;0;0;468;NA;-1;3189
58;73;0;0;0;468;NA;-1;3190
73;58;0;0;0;468;NA;-1;3190
58;74;0;0;0;468;NA;-1;3191
74;58;0;0;0;468;NA;-1;3191
58;75;0;0;0;468;NA;-1;3192
75;58;0;0;0;468;NA;-1;3192
58;77;0;0;0;468;NA;-1;3193
77;58;0;0;0;468;NA;-1;3193
58;78;0;0;0;468;NA;-1;3194
78;58;0;0;0;468;NA;-1;3194
58;79;0;0;0;468;NA;-1;3195
79;58;0;0;0;468;NA;-1;3195
58;80;0;0;0;468;NA;-1;3196
80;58;0;0;0;468;NA;-1;3196
58;81;0;0;0;468;NA;-1;3197
81;58;0;0;0;468;NA;-1;3197
58;82;0;0;0;468;NA;-1;3198
82;58;0;0;0;468;NA;-1;3198
58;84;0;0;0;468;NA;-1;3199
84;58;0;0;0;468;NA;-1;3199
58;85;0;0;0;468;NA;-1;3200
85;58;0;0;0;468;NA;-1;3200
58;86;0;0;0;468;NA;-1;3201
86;58;0;0;0;468;NA;-1;3201
58;87;0;0;0;468;NA;-1;3202
87;58;0;0;0;468;NA;-1;3202
58;88;0;0;0;468;NA;-1;3203
88;58;0;0;0;468;NA;-1;3203
58;90;0;0;0;468;NA;-1;3204
90;58;0;0;0;468;NA;-1;3204
58;91;0;0;0;468;NA;-1;3205
91;58;0;0;0;468;NA;-1;3205
58;92;0;0;0;468;NA;-1;3206
92;58;0;0;0;468;NA;-1;3206
58;93;0;0;0;468;NA;-1;3207
93;58;0;0;0;468;NA;-1;3207
58;94;0;0;0;468;NA;-1;3208
94;58;0;0;0;468;NA;-1;3208
58;95;0;0;0;468;NA;-1;3209
95;58;0;0;0;468;NA;-1;3209
58;96;0;0;0;468;NA;-1;3210
96;58;0;0;0;468;NA;-1;3210
58;97;0;0;0;468;NA;-1;3211
97;58;0;0;0;468;NA;-1;3211
58;98;0;0;0;468;NA;-1;3212
98;58;0;0;0;468;NA;-1;3212
58;99;0;0;0;468;NA;-1;3213
99;58;0;0;0;468;NA;-1;3213
59;59;0;0;0;468;NA;-0.5;3214
59;60;0;0;0;468;NA;-1;3215
60;59;0;0;0;468;NA;-1;3215
59;61;0;0;0;468;NA;-1;3216
61;59;0;0;0;468;NA;-1;3216
59;62;0;0;0;468;NA;-1;3217
62;59;0;0;0;468;NA;-1;3217
59;63;0;0;0;468;NA;-1;3218
63;59;0;0;0;468;NA;-1;3218
59;64;0;0;0;468;NA;-1;3219
64;59;0;0;0;468;NA;-1;3219
59;65;0;0;0;468;NA;-1;3220
65;59;0;0;0;468;NA;-1;3220
59;66;0;0;0;468;NA;-1;3221
66;59;0;0;0;468;NA;-1;3221
59;68;0;0;0;468;NA;-1;3222
68;59;0;0;0;468;NA;-1;3222
59;69;0;0;0;468;NA;-1;3223
69;59;0;0;0;468;NA;-1;3223
59;70;0;0;0;468;NA;-1;3224
70;59;0;0;0;468;NA;-1;3224
59;71;0;0;0;468;NA;-1;3225
71;59;0;0;0;468;NA;-1;3225
59;72;0;0;0;468;NA;-1;3226
72;59;0;0;0;468;NA;-1;3226
59;73;0;0;0;468;NA;-1;3227
73;59;0;0;0;468;NA;-1;3227
59;74;0;0;0;468;NA;-1;3228
74;59;0;0;0;468;NA;-1;3228
59;75;0;0;0;468;NA;-1;3229
75;59;0;0;0;468;NA;-1;3229
59;77;0;0;0;468;NA;-1;3230
77;59;0;0;0;468;NA;-1;3230
59;78;0;0;0;468;NA;-1;3231
78;59;0;0;0;468;NA;-1;3231
59;79;0;0;0;468;NA;-1;3232
79;59;0;0;0;468;NA;-1;3232
59;80;0;0;0;468;NA;-1;3233
80;59;0;0;0;468;NA;-1;3233
59;81;0;0;0;468;NA;-1;3234
81;59;0;0;0;468;NA;-1;3234
59;82;0;0;0;468;NA;-1;3235
82;59;0;0;0;468;NA;-1;3235
59;84;0;0;0;468;NA;-1;3236
84;59;0;0;0;468;NA;-1;3236
59;85;0;0;0;468;NA;-1;3237
85;59;0;0;0;468;NA;-1;3237
