"appln_id";"ctry_code";"IPC4d"
16376941;"HU";"C12N"
16376941;"HU";"C12P"
16377238;"HU";"B65G"
16377238;"HU";"F27B"
16377238;"HU";"F27D"
16377303;"HU";"F27D"
16377974;"HU";"B29D"
16377974;"HU";"F16F"
16378793;"HU";"G06F"
16379174;"HU";"F27D"
16380141;"HU";"B60G"
16380908;"HU";"C01B"
16381841;"HU";"F24J"
16383138;"HU";"A47C"
16383322;"HU";"H04W"
16383323;"HU";"H04Q"
16383323;"HU";"H04W"
16384110;"HU";"H04L"
16384764;"HU";"F16L"
16386443;"HU";"E04C"
16386443;"HU";"E04G"
16387127;"HU";"H04L"
16389252;"HU";"A61N"
16390046;"HU";"B60T"
16390840;"HU";"C07D"
16390872;"HU";"H04L"
16390872;"HU";"H04W"
16391268;"HU";"A61K"
16391268;"HU";"A61P"
16391268;"HU";"C07D"
16397202;"HU";"B60R"
16401335;"HU";"A01G"
16401339;"HU";"A01G"
16401339;"HU";"B26B"
16403486;"HU";"G03H"
16403486;"HU";"G11B"
16403716;"HU";"H01J"
16404116;"HU";"F03G"
16404182;"HU";"A61M"
16405786;"HU";"B60R"
16406143;"HU";"G11B"
16406929;"HU";"C04B"
16408470;"HU";"A61B"
16408470;"HU";"A61F"
16408470;"HU";"A61N"
16408470;"HU";"G06F"
16411338;"HU";"H01R"
16412613;"HU";"G11B"
16413461;"HU";"A61K"
16413461;"HU";"A61P"
16413461;"HU";"C07D"
16415033;"HU";"B60Q"
16415034;"HU";"G06N"
16415035;"HU";"F25B"
16416819;"HU";"C07D"
16416821;"HU";"C07D"
16416841;"HU";"C07D"
16416849;"HU";"A61K"
16416849;"HU";"A61P"
16416849;"HU";"C07D"
16417154;"HU";"C04B"
16417154;"HU";"F27D"
16417294;"HU";"B29B"
16417325;"HU";"A61N"
16417386;"HU";"A61K"
16418186;"HU";"G06K"
16420140;"HU";"B65D"
16420398;"HU";"B60T"
16422189;"HU";"B23D"
16423217;"HU";"H04W"
16423638;"HU";"H04L"
16424052;"HU";"G11B"
16427072;"HU";"H01J"
16429313;"HU";"B60G"
16429313;"HU";"F16F"
16429735;"HU";"A61B"
16429735;"HU";"A61M"
16431134;"HU";"B01D"
16431134;"HU";"B01J"
16431134;"HU";"C02F"
16431839;"HU";"B07C"
16431839;"HU";"G01N"
16431839;"HU";"G06K"
16432072;"HU";"G01L"
16432479;"HU";"C22C"
16432480;"HU";"C22C"
16432481;"HU";"C22C"
16434508;"HU";"F04B"
16434628;"HU";"F16K"
16434628;"HU";"G05D"
16435277;"HU";"E01B"
16435702;"HU";"G02F"
16435702;"HU";"H01S"
16437454;"HU";"F16F"
16437454;"HU";"H02K"
16437454;"HU";"H02P"
16437454;"HU";"H05G"
16439363;"HU";"B01D"
16439363;"HU";"F24F"
16439363;"HU";"F26B"
16443452;"HU";"G01T"
16443452;"HU";"G21H"
16444302;"HU";"G08B"
16444302;"HU";"H04N"
16444366;"HU";"F15B"
16444366;"HU";"F16D"
16444870;"HU";"C03B"
16444870;"HU";"F16L"
16445109;"HU";"B02C"
16445109;"HU";"B29B"
16445109;"HU";"B29K"
16445792;"HU";"F25B"
16446476;"HU";"B01D"
16446739;"HU";"G01F"
16446739;"HU";"G01W"
16447158;"HU";"F02B"
16447158;"HU";"F16F"
16447158;"HU";"G01D"
16447158;"HU";"G01R"
16447577;"HU";"A42B"
16447577;"HU";"A62B"
16447919;"HU";"B01D"
16448587;"HU";"G01M"
16448814;"HU";"C07D"
16449355;"HU";"A61K"
16449355;"HU";"A61P"
16449355;"HU";"C07D"
16449355;"HU";"C07F"
16449444;"HU";"G06F"
16449444;"HU";"H04L"
16449444;"HU";"H04M"
16449627;"HU";"B65D"
16449916;"HU";"B60K"
16449959;"HU";"A61K"
16449959;"HU";"A61P"
16449959;"HU";"C07D"
16450403;"HU";"D04H"
16450403;"HU";"D06N"
16450613;"HU";"A61K"
16450613;"HU";"A61P"
16450613;"HU";"C07J"
16452533;"HU";"B21D"
16452533;"HU";"F28F"
16452973;"HU";"G02F"
16453156;"HU";"A61K"
16453156;"HU";"A61P"
16453156;"HU";"C07D"
16453411;"HU";"C07F"
16454484;"HU";"A61B"
16454484;"HU";"G03B"
16455029;"HU";"F24F"
16455029;"HU";"F26B"
16455603;"HU";"B01F"
16455603;"HU";"C07C"
16455603;"HU";"C08G"
16455603;"HU";"C09K"
16455603;"HU";"C11D"
16456024;"HU";"A47B"
16456025;"HU";"G01F"
16456026;"HU";"G01D"
16456026;"HU";"G01F"
16456026;"HU";"G01P"
16456070;"HU";"A01N"
16456070;"HU";"A01P"
16459533;"HU";"H01J"
16461282;"HU";"H02P"
16461282;"HU";"H03K"
16461527;"HU";"G11B"
16461528;"HU";"G05D"
16461528;"HU";"G11B"
16461529;"HU";"G11B"
16461581;"HU";"A61K"
16461874;"HU";"A61K"
16461995;"HU";"A61K"
16461995;"HU";"C07K"
16462036;"HU";"B29D"
16462077;"HU";"A61K"
16462077;"HU";"A61P"
16462077;"HU";"C07K"
16462078;"HU";"A61K"
16462078;"HU";"A61P"
16462078;"HU";"C07K"
16462159;"HU";"C03C"
16462159;"HU";"C04B"
16462261;"HU";"A61K"
16462261;"HU";"A61P"
16462261;"HU";"C07C"
16462261;"HU";"C07F"
16462261;"HU";"C07K"
16462845;"HU";"A61B"
16462845;"HU";"A61K"
16462845;"HU";"A61L"
16462845;"HU";"A61M"
16462845;"HU";"C08L"
16463597;"HU";"B01D"
16463597;"HU";"B04C"
16464457;"HU";"F24J"
16464457;"HU";"F24S"
16464515;"HU";"A61K"
16464515;"HU";"A61P"
16464515;"HU";"C07D"
16464610;"HU";"C05G"
16465739;"HU";"C04B"
16466495;"HU";"A63F"
16466759;"HU";"E04B"
16466759;"HU";"E04C"
16466763;"HU";"F16L"
16466844;"HU";"G01R"
16467070;"HU";"G01B"
16467178;"HU";"F28D"
16467178;"HU";"F28F"
16467428;"HU";"A01M"
16467428;"HU";"A23K"
16467428;"HU";"A61K"
16467580;"HU";"A63F"
16467580;"HU";"B01D"
16467580;"HU";"F25B"
16467580;"HU";"F28D"
16467580;"HU";"F28F"
16468321;"HU";"A63F"
16468321;"HU";"A63H"
16468597;"HU";"F24D"
16468597;"HU";"F24F"
16468597;"HU";"G05D"
16469243;"HU";"A63F"
16469243;"HU";"A63H"
16469383;"HU";"C05F"
16470220;"HU";"A61K"
16470220;"HU";"A61P"
16470220;"HU";"C07C"
16470220;"HU";"C07D"
16470284;"HU";"H01J"
16470385;"HU";"A01B"
16470638;"HU";"B29B"
16470638;"HU";"B29C"
16470638;"HU";"B29D"
16471051;"HU";"F24H"
16471525;"HU";"A01C"
16471525;"HU";"A01N"
16471525;"HU";"A01P"
16471525;"HU";"C07C"
16471525;"HU";"C07D"
16471525;"HU";"C07H"
16471525;"HU";"C09K"
16471571;"HU";"B60G"
16471571;"HU";"F16F"
16471595;"HU";"A63F"
16471715;"HU";"C23F"
16471930;"HU";"A61K"
16471930;"HU";"A61P"
16471930;"HU";"C07D"
16471937;"HU";"C07D"
16471950;"HU";"A61K"
16471950;"HU";"C12N"
16471950;"HU";"C12P"
16471950;"HU";"C12Q"
16471950;"HU";"G01N"
16474299;"HU";"F23B"
16474299;"HU";"F23H"
16474299;"HU";"F24H"
16474670;"HU";"B66C"
16474670;"HU";"B66D"
16474678;"HU";"A21B"
16474678;"HU";"A21C"
16474678;"HU";"A21D"
16475809;"HU";"G01R"
16475809;"HU";"H01L"
16475970;"HU";"A01G"
16475970;"HU";"F16L"
16478040;"HU";"C07D"
16478363;"HU";"A61K"
16478363;"HU";"A61P"
16478363;"HU";"C07C"
16478363;"HU";"C07D"
16481786;"HU";"H01J"
16481823;"HU";"F23D"
16483193;"HU";"G01N"
16483194;"HU";"C02F"
16483194;"HU";"E02B"
16483195;"HU";"B43L"
16483196;"HU";"B41J"
16483196;"HU";"G02F"
16483196;"HU";"G03B"
16483196;"HU";"G03G"
16483196;"HU";"G06K"
16483196;"HU";"G11B"
16483196;"HU";"H04N"
16483197;"HU";"E04C"
16483323;"HU";"A61B"
16483324;"HU";"A01N"
16483347;"HU";"G06F"
16483431;"HU";"F16K"
16483452;"HU";"E05B"
16483453;"HU";"F21K"
16483453;"HU";"F21S"
16483453;"HU";"G03H"
16483453;"HU";"G09F"
16483453;"HU";"G11B"
16483454;"HU";"H02K"
16483779;"HU";"A61K"
16483779;"HU";"C12N"
16483779;"HU";"C12P"
16483780;"HU";"G11C"
16484001;"HU";"A61H"
16484001;"HU";"A61M"
16484002;"HU";"C02F"
16484002;"HU";"E02B"
16484002;"HU";"E02D"
16484002;"HU";"E03B"
16484145;"HU";"G01B"
16484145;"HU";"G01P"
16484146;"HU";"B01D"
16484146;"HU";"B01J"
16484146;"HU";"C01F"
16484146;"HU";"C01G"
16484147;"HU";"B60G"
16484147;"HU";"B62D"
16484148;"HU";"B43L"
16484294;"HU";"C25D"
16484295;"HU";"F16D"
16484295;"HU";"F16J"
16484296;"HU";"G06F"
16484296;"HU";"G09G"
16484297;"HU";"B65G"
16484599;"HU";"F28F"
16484600;"HU";"C02F"
16484600;"HU";"F26B"
16484880;"HU";"B01J"
16484881;"HU";"B01D"
16484881;"HU";"C02F"
16484882;"HU";"A63F"
16484883;"HU";"H01B"
16484883;"HU";"H01R"
16484883;"HU";"H05K"
16484884;"HU";"G11B"
16485127;"HU";"H01R"
16485128;"HU";"A61B"
16485128;"HU";"A63F"
16485128;"HU";"A63H"
16485128;"HU";"G09B"
16485423;"HU";"A61B"
16485423;"HU";"A63B"
16485424;"HU";"A63F"
16485425;"HU";"B60K"
16485425;"HU";"H02J"
16485548;"HU";"A61K"
16485548;"HU";"A61Q"
16485549;"HU";"F02M"
16485714;"HU";"G06K"
16485715;"HU";"A63F"
16485715;"HU";"A63H"
16485963;"HU";"G10H"
16485975;"HU";"H01F"
16486053;"HU";"E04H"
16486345;"HU";"A01K"
16486345;"HU";"F24D"
16486345;"HU";"F24F"
16486345;"HU";"F25B"
16486671;"HU";"C08K"
16486927;"HU";"A23N"
16486927;"HU";"B02B"
16486927;"HU";"F26B"
16487156;"HU";"F02M"
16487846;"HU";"A62D"
16487847;"HU";"G01N"
16487924;"HU";"A61K"
16487924;"HU";"A61P"
16488047;"HU";"F24H"
16488047;"HU";"H05B"
16488320;"HU";"G01N"
16488438;"HU";"E04G"
16488438;"HU";"F16B"
16488786;"HU";"A61K"
16488786;"HU";"C07C"
16488786;"HU";"C07D"
16488787;"HU";"A61K"
16488787;"HU";"A61P"
16488787;"HU";"C07D"
16488830;"HU";"A61K"
16488830;"HU";"A61P"
16488830;"HU";"C07C"
16488830;"HU";"C07D"
16488831;"HU";"A61K"
16488831;"HU";"A61P"
16488831;"HU";"C07C"
16488831;"HU";"C07D"
16488832;"HU";"A61K"
16488832;"HU";"A61P"
16488832;"HU";"C07D"
16488973;"HU";"C07J"
16488974;"HU";"C07J"
16489032;"HU";"G01V"
16489056;"HU";"G01L"
16489056;"HU";"G01N"
16489074;"HU";"A61K"
16489074;"HU";"A61P"
16489074;"HU";"C07C"
16489074;"HU";"C07D"
16489195;"HU";"F16N"
16489302;"HU";"A63F"
16489302;"HU";"A63H"
16489349;"HU";"H03H"
16489533;"HU";"G01F"
16489750;"HU";"H01M"
16489995;"HU";"G03G"
16489996;"HU";"B65H"
16489996;"HU";"G03G"
16489997;"HU";"G03G"
16489998;"HU";"B41L"
16489998;"HU";"G06M"
16489999;"HU";"G03G"
16490731;"HU";"A61K"
16490731;"HU";"A61P"
16490731;"HU";"C07C"
16490731;"HU";"C07K"
16491027;"HU";"B23D"
16491027;"HU";"B23P"
16491082;"HU";"H03G"
16491139;"HU";"G01N"
16492291;"HU";"G01V"
16492291;"HU";"G08G"
16492310;"HU";"C07D"
16492311;"HU";"C07D"
16493352;"HU";"C08J"
16493352;"HU";"C08L"
16493701;"HU";"G05B"
16494090;"HU";"B01J"
16494090;"HU";"C01B"
16494090;"HU";"C10G"
16494187;"HU";"A01G"
16494187;"HU";"E04H"
16494338;"HU";"A61K"
16494338;"HU";"A61P"
16494338;"HU";"C07K"
16494888;"HU";"A61K"
16494888;"HU";"A61P"
16494888;"HU";"C07J"
16495165;"HU";"E04B"
16495165;"HU";"F16B"
16495326;"HU";"F23D"
16495423;"HU";"E02D"
16495423;"HU";"E21B"
16495836;"HU";"F24B"
16495836;"HU";"F24C"
16495836;"HU";"F24H"
16496068;"HU";"B42D"
16496200;"HU";"C07C"
16496200;"HU";"C07D"
16498386;"HU";"H01Q"
16498899;"HU";"A63F"
16501004;"HU";"A61K"
16501309;"HU";"G05D"
16501309;"HU";"H05B"
16501310;"HU";"G01D"
16501310;"HU";"G05D"
16501310;"HU";"G09G"
16501698;"HU";"A01C"
16501698;"HU";"A01G"
16501698;"HU";"A01M"
16501698;"HU";"B05B"
16501891;"HU";"A61K"
16501891;"HU";"A61P"
16501891;"HU";"C07C"
16501891;"HU";"C07D"
16502359;"HU";"H01Q"
16504356;"HU";"A61K"
16504356;"HU";"A61P"
16504356;"HU";"C07C"
16504356;"HU";"C07K"
16505188;"HU";"B03C"
16505188;"HU";"F01N"
16510114;"HU";"A63G"
16510114;"HU";"B62K"
16510114;"HU";"B62M"
16510115;"HU";"C12N"
16510115;"HU";"C12Q"
16510116;"HU";"H01J"
16510117;"HU";"B01D"
16510117;"HU";"C09K"
16510117;"HU";"E03B"
16510196;"HU";"A63F"
16510583;"HU";"E04B"
16510583;"HU";"E04H"
16510584;"HU";"G01N"
16510733;"HU";"A01C"
16510734;"HU";"B23B"
16510734;"HU";"B23Q"
16510735;"HU";"A61K"
16510735;"HU";"C22C"
16510736;"HU";"B01D"
16510736;"HU";"B03D"
16510736;"HU";"C02F"
16510737;"HU";"B01D"
16510882;"HU";"A44C"
16510882;"HU";"G09F"
16510883;"HU";"B01D"
16511023;"HU";"A63F"
16511023;"HU";"A63H"
16511023;"HU";"G09B"
16511024;"HU";"F16K"
16511025;"HU";"F16K"
16511026;"HU";"A63F"
16511222;"HU";"A61K"
16511222;"HU";"A61Q"
16511222;"HU";"C11D"
16511223;"HU";"A63F"
16511224;"HU";"B65D"
16511224;"HU";"C12H"
16511225;"HU";"H04L"
16511226;"HU";"A63F"
16511274;"HU";"H02H"
16511274;"HU";"H02M"
16511275;"HU";"A61K"
16511275;"HU";"C08B"
16511276;"HU";"A01N"
16511276;"HU";"C07D"
16511277;"HU";"F28F"
16511278;"HU";"G09B"
16511440;"HU";"B65D"
16511440;"HU";"B66F"
16511441;"HU";"E04B"
16511712;"HU";"F41J"
16511761;"HU";"A63F"
16511948;"HU";"G08B"
16511949;"HU";"B63B"
16511949;"HU";"B63H"
16512094;"HU";"A62C"
16512094;"HU";"B65D"
16512095;"HU";"F15B"
16512170;"HU";"B66F"
16512171;"HU";"A01B"
16512244;"HU";"A63F"
16512346;"HU";"A01C"
16512346;"HU";"C05D"
16512347;"HU";"H02J"
16512385;"HU";"A61K"
16512385;"HU";"C08L"
16512386;"HU";"A01C"
16512386;"HU";"C05G"
16512387;"HU";"A63F"
16512388;"HU";"G11B"
16512504;"HU";"A63F"
16512582;"HU";"F16J"
16512583;"HU";"H02G"
16512714;"HU";"A23J"
16512714;"HU";"A23L"
16512714;"HU";"H05B"
16512715;"HU";"B01D"
16512715;"HU";"C02F"
16512716;"HU";"A63F"
16512716;"HU";"G09B"
16512717;"HU";"F26B"
16512718;"HU";"A01K"
16512825;"HU";"E04F"
16512826;"HU";"A23K"
16512826;"HU";"A61K"
16512827;"HU";"G01F"
16512827;"HU";"G01K"
16512828;"HU";"A01C"
16512828;"HU";"G06F"
16512973;"HU";"H05B"
16512974;"HU";"C07C"
16512974;"HU";"C07D"
16512974;"HU";"C09B"
16512974;"HU";"G01N"
16512975;"HU";"A47B"
16512975;"HU";"A47C"
16513324;"HU";"A01N"
16513324;"HU";"A01P"
16513324;"HU";"C07C"
16514026;"HU";"G01C"
16514056;"HU";"C12Q"
16514056;"HU";"G01N"
16514323;"HU";"G09B"
16514602;"HU";"F25B"
16514893;"HU";"G01R"
16514975;"HU";"F16B"
16515211;"HU";"A61K"
16515211;"HU";"A61P"
16515211;"HU";"C08B"
16515211;"HU";"C12P"
16515489;"HU";"A61K"
16515489;"HU";"A61P"
16515489;"HU";"C07D"
16515491;"HU";"A63F"
16515832;"HU";"B29B"
16515832;"HU";"B29C"
16515832;"HU";"B29K"
16516352;"HU";"F28F"
16516521;"HU";"G01J"
16516521;"HU";"G01N"
16516545;"HU";"G01N"
16516984;"HU";"F04B"
16516984;"HU";"F15B"
16517070;"HU";"F24D"
16517070;"HU";"F24F"
16517637;"HU";"B24B"
16518023;"HU";"A61K"
16518023;"HU";"B01J"
16518023;"HU";"C07C"
16518023;"HU";"C07D"
16518136;"HU";"G01J"
16518137;"HU";"G01J"
16518138;"HU";"G01J"
16518138;"HU";"G01N"
16518139;"HU";"G01N"
16518180;"HU";"G01F"
16518597;"HU";"A23L"
16518597;"HU";"A61K"
16518597;"HU";"C02F"
16519228;"HU";"A61K"
16519228;"HU";"A61Q"
16519393;"HU";"A63F"
16519393;"HU";"A63H"
16519489;"HU";"B01D"
16519489;"HU";"F15D"
16519489;"HU";"F28C"
16519489;"HU";"F28F"
16519496;"HU";"H02K"
16519637;"HU";"B32B"
16519637;"HU";"E03F"
16519637;"HU";"F16L"
16519666;"HU";"G01M"
16519790;"HU";"A61B"
16519790;"HU";"A61F"
16519790;"HU";"G09B"
16519790;"HU";"G10L"
16519948;"HU";"G01L"
16520412;"HU";"H04R"
16520602;"HU";"C08K"
16520608;"HU";"G06F"
16520608;"HU";"G09G"
16521452;"HU";"B67D"
16521589;"HU";"G02B"
16521589;"HU";"G03B"
16521777;"HU";"A61K"
16522163;"HU";"C12P"
16522274;"HU";"H02J"
16522891;"HU";"A23L"
16523029;"HU";"B01F"
16523029;"HU";"C07C"
16523029;"HU";"C08G"
16523029;"HU";"C09K"
16523029;"HU";"C11D"
16523104;"HU";"B01J"
16523104;"HU";"C01F"
16523104;"HU";"C25B"
16523292;"HU";"A23L"
16523455;"HU";"B01J"
16523455;"HU";"B65G"
16523455;"HU";"G01N"
16523455;"HU";"G05B"
16523525;"HU";"G01J"
16523525;"HU";"G01N"
16523568;"HU";"A61K"
16523568;"HU";"C12N"
16523568;"HU";"C12P"
16523950;"HU";"B60J"
16523950;"HU";"E05F"
16524155;"HU";"B01D"
16524205;"HU";"G01R"
16524491;"HU";"A61K"
16524491;"HU";"A61P"
16524491;"HU";"C07D"
16524545;"HU";"H02P"
16524734;"HU";"A61K"
16524734;"HU";"A61P"
16524734;"HU";"C07D"
16525069;"HU";"B04C"
16525069;"HU";"F23G"
16525069;"HU";"F23J"
16525069;"HU";"F28F"
16525303;"HU";"B01D"
16525303;"HU";"B01J"
16525439;"HU";"A61K"
16525439;"HU";"A61P"
16525439;"HU";"C07C"
16525439;"HU";"C07D"
16525440;"HU";"A61K"
16525440;"HU";"A61P"
16525440;"HU";"C07C"
16525441;"HU";"A61K"
16525441;"HU";"A61P"
16525441;"HU";"C07C"
16525442;"HU";"A61K"
16525442;"HU";"A61P"
16525442;"HU";"C07C"
16525443;"HU";"A61K"
16525443;"HU";"A61P"
16525443;"HU";"C07C"
16525443;"HU";"C07D"
16525444;"HU";"A61K"
16525444;"HU";"A61P"
16525444;"HU";"C07C"
16525499;"HU";"F16D"
16527361;"HU";"A61K"
16527361;"HU";"A61P"
16527594;"HU";"H04J"
16528230;"HU";"A61K"
16528230;"HU";"A61P"
16528230;"HU";"C07D"
16528565;"HU";"A61K"
16528565;"HU";"A61L"
16528565;"HU";"A61P"
16528565;"HU";"C08F"
16531922;"HU";"C04B"
16533712;"HU";"A01N"
16533712;"HU";"A01P"
16534185;"HU";"H03B"
16534185;"HU";"H03H"
16535088;"HU";"A61K"
16535088;"HU";"A61P"
16535088;"HU";"C07D"
16535089;"HU";"A61K"
16535089;"HU";"A61P"
16535089;"HU";"C07D"
16535089;"HU";"C12N"
16535090;"HU";"A61K"
16535090;"HU";"A61P"
16535090;"HU";"C07C"
16535091;"HU";"A61K"
16535091;"HU";"A61P"
16535091;"HU";"C07D"
16535091;"HU";"C12N"
16535093;"HU";"A61K"
16535093;"HU";"A61P"
16535093;"HU";"C07C"
16535094;"HU";"A61K"
16535094;"HU";"A61P"
16535094;"HU";"C07C"
16535094;"HU";"C07D"
16535094;"HU";"C12N"
16536543;"HU";"C07C"
16538208;"HU";"A01G"
16538208;"HU";"A01H"
16539897;"HU";"H01L"
16540096;"HU";"A63F"
16540109;"HU";"G01N"
16540109;"HU";"G02B"
16540239;"HU";"H01J"
16540240;"HU";"F24J"
16540240;"HU";"F24S"
16540241;"HU";"A63H"
16540367;"HU";"C12G"
16540434;"HU";"G01K"
16540435;"HU";"A41D"
16540436;"HU";"A01N"
16540436;"HU";"C05C"
16540436;"HU";"C05D"
16540437;"HU";"B05B"
16540607;"HU";"B60R"
16540607;"HU";"G08B"
16540704;"HU";"B62K"
16540937;"HU";"G06F"
16540937;"HU";"H01H"
16540937;"HU";"H03K"
16540938;"HU";"A23G"
16541088;"HU";"A63F"
16541089;"HU";"A61K"
16541089;"HU";"A61P"
16541089;"HU";"C07C"
16541089;"HU";"C07D"
16541089;"HU";"C07F"
16541283;"HU";"A01G"
16541283;"HU";"G01N"
16541284;"HU";"F15B"
16541284;"HU";"F16L"
16541285;"HU";"B01L"
16541285;"HU";"B67D"
16541286;"HU";"F04B"
16541286;"HU";"F15B"
16541287;"HU";"A61K"
16541287;"HU";"C07K"
16541382;"HU";"C05B"
16541382;"HU";"C05D"
16541383;"HU";"B60R"
16541384;"HU";"A63H"
16541384;"HU";"B65D"
16541385;"HU";"B01D"
16541385;"HU";"C02F"
16541563;"HU";"G01N"
16541730;"HU";"E02D"
16541730;"HU";"E04B"
16541731;"HU";"A63F"
16541731;"HU";"G09B"
16541732;"HU";"G01V"
16541733;"HU";"E06B"
16541734;"HU";"G09F"
16541734;"HU";"H01F"
16542203;"HU";"G02B"
16542203;"HU";"G03B"
16542204;"HU";"A01C"
16542205;"HU";"G02F"
16542205;"HU";"G06F"
16542205;"HU";"G06K"
16542206;"HU";"A61B"
16542206;"HU";"G01N"
16542206;"HU";"G06Q"
16542206;"HU";"G06T"
16542247;"HU";"A61F"
16542247;"HU";"G02B"
16542247;"HU";"G02C"
16542247;"HU";"G02F"
16542247;"HU";"G05D"
16542439;"HU";"A61B"
16542439;"HU";"G06F"
16542439;"HU";"G06Q"
16542439;"HU";"G06T"
16542440;"HU";"H04B"
16542534;"HU";"A63F"
16542534;"HU";"G09B"
16542699;"HU";"B01F"
16542699;"HU";"C02F"
16542700;"HU";"F16L"
16542701;"HU";"A61K"
16543014;"HU";"A47F"
16543014;"HU";"A47G"
16543014;"HU";"F16M"
16543014;"HU";"F21V"
16543237;"HU";"B64C"
16543238;"HU";"F16K"
16543239;"HU";"F16K"
16543327;"HU";"B01J"
16543327;"HU";"F24D"
16543562;"HU";"E04G"
16543967;"HU";"F16D"
16544276;"HU";"A61K"
16544276;"HU";"C08B"
16544276;"HU";"C08G"
16544276;"HU";"C08L"
16544619;"HU";"C08B"
16544619;"HU";"C08G"
16544686;"HU";"E21B"
16544686;"HU";"F03G"
16544686;"HU";"F24J"
16544687;"HU";"A01N"
16544687;"HU";"C07D"
16544688;"HU";"C07B"
16544688;"HU";"C07C"
16544723;"HU";"A01N"
16544723;"HU";"A01P"
16544723;"HU";"C07D"
16544753;"HU";"C08G"
16544753;"HU";"C08K"
16544753;"HU";"C08L"
16544753;"HU";"C09J"
16545593;"HU";"C08B"
16546298;"HU";"A01N"
16546344;"HU";"A23K"
16546344;"HU";"A61K"
16546344;"HU";"A61P"
16546697;"HU";"F24D"
16546697;"HU";"F24H"
16546780;"HU";"C12N"
16547122;"HU";"A23K"
16547122;"HU";"A61K"
16547122;"HU";"A61P"
16547269;"HU";"F24H"
16547397;"HU";"F27D"
16547397;"HU";"H02K"
16547397;"HU";"H05B"
16547411;"HU";"F41B"
16547652;"HU";"C07B"
16547652;"HU";"C07C"
16547652;"HU";"C07D"
16547652;"HU";"C07H"
16547652;"HU";"C07J"
16547810;"HU";"C07C"
16547813;"HU";"A61K"
16547813;"HU";"A61P"
16547813;"HU";"C07C"
16547823;"HU";"C12M"
16548677;"HU";"A61D"
16548677;"HU";"A61M"
16548677;"HU";"B05B"
16548857;"HU";"B26D"
16549079;"HU";"A61K"
16549079;"HU";"A61P"
16549079;"HU";"C07D"
16549485;"HU";"F23K"
16549575;"HU";"C04B"
16550293;"HU";"A61M"
16550355;"HU";"A47J"
16551157;"HU";"B65G"
16551157;"HU";"F16C"
16551240;"HU";"C07C"
16551526;"HU";"A61K"
16551526;"HU";"A61P"
16551526;"HU";"C07K"
16551731;"HU";"A01H"
16551731;"HU";"C12N"
16551731;"HU";"C12R"
16552054;"HU";"E04F"
16552319;"HU";"C12M"
16552319;"HU";"C12N"
16552319;"HU";"C12Q"
16552645;"HU";"H04B"
16552645;"HU";"H04H"
16552645;"HU";"H04N"
16553931;"HU";"A23K"
16553932;"HU";"A01N"
16553932;"HU";"C07C"
16553932;"HU";"C07D"
16553932;"HU";"C07F"
16554201;"HU";"G01N"
16554201;"HU";"H01J"
16554329;"HU";"E04C"
16554329;"HU";"E04G"
16554454;"HU";"E21B"
16554454;"HU";"E21D"
16554879;"HU";"C04B"
16555195;"HU";"A61K"
16555195;"HU";"A61P"
16555195;"HU";"C07D"
16555196;"HU";"A61K"
16555196;"HU";"A61P"
16555196;"HU";"C07D"
16555197;"HU";"A61K"
16555197;"HU";"A61P"
16555197;"HU";"C07D"
16555583;"HU";"A62D"
16555583;"HU";"B01J"
16555583;"HU";"C01B"
16555583;"HU";"C07C"
16555583;"HU";"C07D"
16555583;"HU";"C08K"
16555583;"HU";"C09K"
16555787;"HU";"G01M"
16557347;"HU";"A61K"
16557347;"HU";"A61P"
16557347;"HU";"C07K"
16557347;"HU";"C12P"
16557347;"HU";"C12R"
16557473;"HU";"G01N"
16557923;"HU";"F16D"
16557923;"HU";"F16F"
16557924;"HU";"B60W"
16557924;"HU";"F16H"
16558121;"HU";"C07C"
16558483;"HU";"H03F"
16558483;"HU";"H04B"
16558531;"HU";"A61K"
16558531;"HU";"C07D"
16558531;"HU";"C07H"
16558531;"HU";"C08B"
16561567;"HU";"H01H"
16563862;"HU";"A61J"
16564629;"HU";"G01N"
16564911;"HU";"A61K"
16564911;"HU";"A61P"
16564911;"HU";"C07D"
16564912;"HU";"A61K"
16564912;"HU";"A61P"
16564912;"HU";"C07D"
16567858;"HU";"C07B"
16567858;"HU";"C07D"
16567858;"HU";"C08J"
16567858;"HU";"C08K"
16567858;"HU";"C08L"
16567858;"HU";"C09K"
16567858;"HU";"G01N"
16568450;"HU";"A01N"
16568717;"HU";"B01D"
16569026;"HU";"A61K"
16569026;"HU";"A61P"
16569026;"HU";"C07C"
16569400;"HU";"A01G"
16569400;"HU";"A01H"
16569400;"HU";"C12N"
16570707;"HU";"C07C"
16570707;"HU";"C25B"
16574729;"HU";"A61M"
16574730;"HU";"F23J"
16574730;"HU";"F28D"
16574731;"HU";"G01N"
16575129;"HU";"A01C"
16575129;"HU";"A01N"
16575130;"HU";"A61M"
16575131;"HU";"B32B"
16575131;"HU";"C04B"
16575131;"HU";"E04C"
16575131;"HU";"E04F"
16575131;"HU";"E06B"
16575132;"HU";"A61K"
16575132;"HU";"A61P"
16575132;"HU";"C07D"
16575133;"HU";"A61K"
16575133;"HU";"A61P"
16575133;"HU";"C07D"
16575223;"HU";"B23K"
16575224;"HU";"A01M"
16575224;"HU";"B05B"
16575225;"HU";"F16D"
16575315;"HU";"A01N"
16575315;"HU";"C05D"
16575315;"HU";"C07D"
16575316;"HU";"B01F"
