"appln_id";"ctry_code";"IPC4d"
17421346;"HU";"B32B"
17421346;"HU";"C03B"
17421346;"HU";"C03C"
17421346;"HU";"C04B"
17421347;"HU";"A61B"
17422090;"HU";"H04J"
17422090;"HU";"H04L"
17422090;"HU";"H04Q"
17422226;"HU";"F16K"
17422227;"HU";"A61P"
17422227;"HU";"C12P"
17422228;"HU";"H01R"
17423206;"HU";"B62K"
17423928;"HU";"B01F"
17423928;"HU";"F04F"
17423929;"HU";"F04F"
17424567;"HU";"C11D"
17424568;"HU";"C11D"
17424762;"HU";"G02B"
17424763;"HU";"A62C"
17424764;"HU";"F23C"
17424764;"HU";"F23D"
17424765;"HU";"B01D"
17424765;"HU";"B09B"
17424765;"HU";"F23G"
17424765;"HU";"F23J"
17426206;"HU";"H01H"
17426703;"HU";"G01B"
17426703;"HU";"G01C"
17426703;"HU";"G01S"
17426992;"HU";"A61B"
17428003;"HU";"G03H"
17428003;"HU";"G11B"
17428004;"HU";"F16B"
17428256;"HU";"G06F"
17428884;"HU";"A61C"
17429764;"HU";"A61K"
17429764;"HU";"A61P"
17429764;"HU";"C07D"
17430725;"HU";"A61H"
17431387;"HU";"H04L"
17431387;"HU";"H04Q"
17431613;"HU";"B29B"
17432321;"HU";"H04Q"
17432321;"HU";"H04W"
17432598;"HU";"A61L"
17432598;"HU";"C22F"
17433449;"HU";"A23L"
17433449;"HU";"B65B"
17434263;"HU";"A21D"
17434263;"HU";"A23J"
17434263;"HU";"A23L"
17434263;"HU";"C07K"
17434263;"HU";"C12N"
17434263;"HU";"C12R"
17435597;"HU";"A61K"
17435597;"HU";"A61P"
17435597;"HU";"C07D"
17437713;"HU";"H04L"
17437713;"HU";"H04Q"
17437713;"HU";"H04W"
17437988;"HU";"F16K"
17438397;"HU";"A61K"
17439582;"HU";"G06F"
17439582;"HU";"H04L"
17440926;"HU";"B60N"
17440926;"HU";"B61D"
17440926;"HU";"B64D"
17441000;"HU";"H04L"
17441000;"HU";"H04Q"
17441000;"HU";"H04W"
17441932;"HU";"H04L"
17441932;"HU";"H04Q"
17442679;"HU";"A61K"
17442679;"HU";"A61P"
17442679;"HU";"C07C"
17442679;"HU";"C07D"
17443223;"HU";"H04L"
17443223;"HU";"H04Q"
17444556;"HU";"A61K"
17444556;"HU";"A61P"
17444556;"HU";"C07D"
17446410;"HU";"C07C"
17447405;"HU";"F16K"
17447406;"HU";"C01B"
17447406;"HU";"C11D"
17449521;"HU";"C07B"
17449521;"HU";"C07D"
17450175;"HU";"A61K"
17450175;"HU";"A61P"
17450831;"HU";"A01D"
17450832;"HU";"B42D"
17450832;"HU";"G03H"
17450832;"HU";"G06K"
17450832;"HU";"G11C"
17452524;"HU";"G01B"
17452524;"HU";"G02B"
17452524;"HU";"G06K"
17452524;"HU";"G06T"
17452525;"HU";"A61K"
17452525;"HU";"A61P"
17452525;"HU";"C07D"
17452527;"HU";"A61M"
17453314;"HU";"A01G"
17453315;"HU";"B65D"
17454035;"HU";"C07C"
17454237;"HU";"A61K"
17454237;"HU";"A61P"
17454237;"HU";"C07K"
17455367;"HU";"F02N"
17456010;"HU";"H04L"
17456010;"HU";"H04M"
17456010;"HU";"H04Q"
17456010;"HU";"H04W"
17458881;"HU";"A61K"
17458881;"HU";"A61P"
17458881;"HU";"C07D"
54938601;"HU";"H04L"
54938688;"HU";"H04L"
54938688;"HU";"H04W"
54939040;"HU";"B01D"
54939040;"HU";"B09B"
54939040;"HU";"C01C"
54939040;"HU";"C02F"
54939790;"HU";"H04L"
54947818;"HU";"H04L"
54947818;"HU";"H04W"
54998513;"HU";"H04L"
54999134;"HU";"H04L"
54999134;"HU";"H04W"
55002204;"HU";"H04L"
55002280;"HU";"H04L"
55002280;"HU";"H04M"
55002280;"HU";"H04W"
55002289;"HU";"H04L"
55003135;"HU";"A61K"
55005360;"HU";"A61K"
55005360;"HU";"A61P"
55005360;"HU";"C07D"
55006022;"HU";"C07D"
55006022;"HU";"C12P"
55011644;"HU";"A47C"
55011644;"HU";"A47G"
55011644;"HU";"D04H"
55012331;"HU";"G01N"
55034762;"HU";"D06F"
55035210;"HU";"A61K"
55035210;"HU";"C07K"
55035434;"HU";"G03H"
55035434;"HU";"G11B"
55041505;"HU";"B66C"
55041505;"HU";"B66F"
55041512;"HU";"H04L"
55042994;"HU";"H02J"
55042995;"HU";"H02J"
55042996;"HU";"H02J"
55048934;"HU";"H04L"
55049075;"HU";"B60T"
55049075;"HU";"B60W"
55049075;"HU";"B62D"
55049075;"HU";"G06F"
55050089;"HU";"C07C"
55050090;"HU";"B25J"
55108835;"HU";"C12N"
55124904;"HU";"H04L"
55124904;"HU";"H04W"
55126645;"HU";"H04W"
55126883;"HU";"A61K"
55126883;"HU";"C07D"
55127257;"HU";"A47K"
55128903;"HU";"A01K"
55128903;"HU";"A61K"
55128903;"HU";"A61P"
55129074;"HU";"C01B"
55129074;"HU";"C09K"
55129074;"HU";"E02D"
55129290;"HU";"A61K"
55129290;"HU";"C07D"
55153333;"HU";"G11B"
55156766;"HU";"A61K"
55156766;"HU";"A61P"
55156766;"HU";"C07D"
55165485;"HU";"A61K"
55165485;"HU";"B01D"
55165485;"HU";"C07B"
55165485;"HU";"C07C"
55166060;"HU";"B32B"
55166060;"HU";"C08J"
55166060;"HU";"C08L"
55178446;"HU";"E05C"
55178654;"HU";"G01N"
55178729;"HU";"A61B"
55216541;"HU";"G06F"
55216955;"HU";"B32B"
55216955;"HU";"G21K"
55269378;"HU";"H04L"
55269425;"HU";"A61K"
55269425;"HU";"A61P"
55269425;"HU";"C07K"
55269425;"HU";"G01N"
55269820;"HU";"H04B"
55269820;"HU";"H04Q"
55270130;"HU";"A61F"
55270494;"HU";"C07C"
55270557;"HU";"H04N"
55271691;"HU";"H01J"
55271711;"HU";"H01J"
55271742;"HU";"B01J"
55271742;"HU";"C07C"
55271742;"HU";"C08G"
55272286;"HU";"A61K"
55272286;"HU";"A61P"
55272286;"HU";"C07D"
55272968;"HU";"A61K"
55272968;"HU";"C07H"
55273290;"HU";"A61K"
55283778;"HU";"B09B"
55285930;"HU";"G06F"
55285930;"HU";"H04L"
55285986;"HU";"H04L"
55285986;"HU";"H04W"
55293801;"HU";"C12P"
55301430;"HU";"H04L"
55302016;"HU";"H04L"
55305756;"HU";"A61K"
55305756;"HU";"C07C"
55319133;"HU";"G11B"
55319133;"HU";"H01S"
55319467;"HU";"C07J"
55319468;"HU";"C07D"
55326780;"HU";"C04B"
55326780;"HU";"C21D"
55326780;"HU";"F22B"
55326780;"HU";"F23M"
55326780;"HU";"F27D"
55341214;"HU";"A61K"
55341214;"HU";"A61P"
55341215;"HU";"A61K"
55341215;"HU";"A61P"
55341218;"HU";"B01D"
55341218;"HU";"C02F"
55341218;"HU";"E04B"
55341220;"HU";"G01N"
55345861;"HU";"A61K"
55345861;"HU";"A61P"
55346345;"HU";"A61H"
55350221;"HU";"H04L"
55350541;"HU";"G03H"
55350541;"HU";"G06K"
55350541;"HU";"G11B"
55398536;"HU";"H04L"
55398552;"HU";"H04L"
55401901;"HU";"A61B"
55401901;"HU";"C08F"
55401901;"HU";"C08K"
55401901;"HU";"C08L"
55402863;"HU";"H04L"
55412345;"HU";"B60W"
55412345;"HU";"G08G"
55412534;"HU";"H04W"
55428148;"HU";"G11B"
55428325;"HU";"H04L"
55428689;"HU";"A61K"
55428689;"HU";"C07C"
55428689;"HU";"C07D"
55428689;"HU";"C07K"
55428691;"HU";"C12N"
55428692;"HU";"B81C"
55428692;"HU";"G01L"
55428692;"HU";"G06F"
55428692;"HU";"G06K"
55434275;"HU";"G06F"
55434276;"HU";"A61K"
55434276;"HU";"A61P"
55434276;"HU";"C07D"
55434276;"HU";"C07F"
55434277;"HU";"G01N"
55434277;"HU";"G02B"
55447602;"HU";"B60G"
55447602;"HU";"F16K"
55469758;"HU";"C07C"
55482104;"HU";"G01F"
55492096;"HU";"A61K"
55502934;"HU";"G01N"
55502934;"HU";"H01J"
55505969;"HU";"H01J"
55516908;"HU";"H04L"
55517579;"HU";"B23K"
55517579;"HU";"C03B"
55517579;"HU";"C03C"
55526142;"HU";"H04L"
55526142;"HU";"H04W"
55526185;"HU";"A01D"
55526436;"HU";"A61K"
55526436;"HU";"A61P"
55526436;"HU";"C07D"
55526612;"HU";"C12P"
55529021;"HU";"B23D"
55530861;"HU";"A61K"
55530861;"HU";"A61P"
55530861;"HU";"C07D"
55530862;"HU";"A61F"
55530862;"HU";"A61K"
55530863;"HU";"A23C"
55530863;"HU";"A23D"
55530863;"HU";"A23L"
55530863;"HU";"A61Q"
55530865;"HU";"A61K"
55531280;"HU";"H04Q"
55531280;"HU";"H04W"
55531696;"HU";"C08G"
55532445;"HU";"A61K"
55532445;"HU";"A61P"
55532445;"HU";"C07D"
55533643;"HU";"H04W"
55533644;"HU";"H04L"
55533645;"HU";"H04L"
55533659;"HU";"C09J"
55533735;"HU";"G06F"
55533831;"HU";"C10L"
55537087;"HU";"H04L"
55538678;"HU";"C02F"
55538679;"HU";"C07J"
55581209;"HU";"H02B"
55581381;"HU";"C07C"
55581401;"HU";"H04L"
55581402;"HU";"H04L"
55624805;"HU";"B01F"
55624805;"HU";"B08B"
55624948;"HU";"G05B"
55626341;"HU";"A01K"
55626341;"HU";"C12N"
55627474;"HU";"C07J"
55628363;"HU";"A21D"
55628363;"HU";"A23C"
55628363;"HU";"A23L"
55652959;"HU";"H04L"
55665954;"HU";"A61K"
55665954;"HU";"A61P"
55666095;"HU";"B32B"
55666095;"HU";"B61D"
55666095;"HU";"C03C"
55677582;"HU";"H04L"
55696010;"HU";"A01J"
55696010;"HU";"A21D"
55696010;"HU";"A23C"
55696010;"HU";"A23G"
55696010;"HU";"A23L"
55704617;"HU";"B25F"
55769538;"HU";"G10L"
55781282;"HU";"A23L"
55787529;"HU";"C12Q"
55787529;"HU";"G16B"
55816715;"HU";"A61K"
55817015;"HU";"H01J"
55817645;"HU";"B09C"
55817645;"HU";"E02D"
55817645;"HU";"E03B"
55817645;"HU";"F16L"
55817647;"HU";"A61K"
55817648;"HU";"A01D"
55817649;"HU";"A61K"
55817649;"HU";"A61P"
55817650;"HU";"E04C"
55817651;"HU";"G07F"
55831265;"HU";"F28D"
55831265;"HU";"F28F"
55832806;"HU";"A23L"
55832806;"HU";"B22F"
55832806;"HU";"C01B"
55841434;"HU";"H04L"
55841687;"HU";"H04W"
55842293;"HU";"H01H"
55843212;"HU";"F02B"
55843393;"HU";"A61K"
55856626;"HU";"A61K"
55856626;"HU";"A61P"
55857024;"HU";"B60P"
55899329;"HU";"H04L"
56189077;"HU";"H04W"
56189083;"HU";"H04W"
56189084;"HU";"H04L"
56189084;"HU";"H04W"
56192648;"HU";"H04L"
56192648;"HU";"H04W"
56195067;"HU";"H04W"
56196490;"HU";"H04L"
56197031;"HU";"H04L"
56197031;"HU";"H04W"
56197032;"HU";"H04L"
56197032;"HU";"H04W"
56197034;"HU";"H04L"
56197034;"HU";"H04W"
56197435;"HU";"H04L"
56197506;"HU";"A46B"
56199641;"HU";"H04W"
56201898;"HU";"H04L"
56204014;"HU";"G01N"
56204015;"HU";"A61K"
56204015;"HU";"A61P"
56204016;"HU";"A61K"
56204016;"HU";"A61P"
56206015;"HU";"F02B"
56206015;"HU";"F02M"
56213553;"HU";"A61K"
56213553;"HU";"A61P"
56213553;"HU";"C07D"
56213554;"HU";"A61K"
56213554;"HU";"C07D"
56213555;"HU";"C10B"
56213555;"HU";"C10J"
56213557;"HU";"G01N"
56213561;"HU";"A61K"
56213562;"HU";"B21D"
56213563;"HU";"C07J"
56213564;"HU";"A61K"
56213564;"HU";"A61Q"
56213776;"HU";"E04H"
56217762;"HU";"A61B"
56217865;"HU";"G02B"
56221170;"HU";"H04W"
56225549;"HU";"B60S"
56225552;"HU";"A61K"
56225552;"HU";"A61P"
56225552;"HU";"C07D"
56225552;"HU";"C07K"
56225553;"HU";"A61K"
56225553;"HU";"A61P"
56225553;"HU";"C07C"
56225553;"HU";"C07D"
56225553;"HU";"C07K"
56225554;"HU";"A61K"
56225554;"HU";"A61P"
56225554;"HU";"C07C"
56225554;"HU";"C07D"
56225608;"HU";"H04L"
56225608;"HU";"H04M"
56226013;"HU";"H04L"
56232151;"HU";"H04L"
56232192;"HU";"H04L"
56232192;"HU";"H04W"
56233317;"HU";"H04Q"
56234155;"HU";"A61K"
56234155;"HU";"A61P"
56234155;"HU";"C07H"
56240473;"HU";"A01G"
56240474;"HU";"C07D"
56240480;"HU";"B60B"
56240480;"HU";"B62B"
56240480;"HU";"B65D"
56240709;"HU";"A61K"
56240709;"HU";"C12N"
56243015;"HU";"C07K"
56244973;"HU";"G06F"
56244973;"HU";"G16H"
56246751;"HU";"C07D"
56246752;"HU";"A63B"
56246753;"HU";"A21B"
56246753;"HU";"A47J"
56247004;"HU";"A01K"
56247004;"HU";"C07K"
56247004;"HU";"C12N"
56248051;"HU";"H04W"
56255340;"HU";"B29C"
56255340;"HU";"F16L"
56255340;"HU";"F24F"
56258195;"HU";"G11B"
56258196;"HU";"G11B"
56258197;"HU";"G02B"
56258385;"HU";"B60G"
56259005;"HU";"H04L"
56259405;"HU";"H04R"
56259407;"HU";"A21B"
56259407;"HU";"A47J"
56261148;"HU";"A61K"
56261148;"HU";"A61P"
56261148;"HU";"C07D"
56261807;"HU";"B60G"
56262216;"HU";"A23C"
56262216;"HU";"A23L"
56265193;"HU";"G06Q"
56402826;"HU";"H01J"
56403539;"HU";"F03G"
56403539;"HU";"F24J"
56403539;"HU";"F24S"
56403548;"HU";"H04L"
56404256;"HU";"C02F"
56416481;"HU";"B60T"
56418041;"HU";"H04L"
56420940;"HU";"B60T"
56499654;"HU";"H01S"
56537043;"HU";"A61B"
56537043;"HU";"A61F"
56548024;"HU";"A61K"
56548600;"HU";"H01R"
56549338;"HU";"A61N"
56586456;"HU";"A61B"
56586456;"HU";"A61K"
56586456;"HU";"A61N"
56614226;"HU";"H04L"
56614226;"HU";"H04W"
56656021;"HU";"A61K"
56656021;"HU";"A61P"
56670750;"HU";"B60T"
56731323;"HU";"A01M"
56731323;"HU";"C03C"
56731323;"HU";"H01J"
56735015;"HU";"H04L"
56735276;"HU";"H04L"
56735276;"HU";"H04Q"
56736903;"HU";"G01N"
56736903;"HU";"G02B"
56765758;"HU";"G01F"
56778274;"HU";"H04L"
56778274;"HU";"H04Q"
56778274;"HU";"H04W"
56786702;"HU";"B24B"
56786702;"HU";"B25F"
56804555;"HU";"D01D"
56838557;"HU";"A01N"
56838557;"HU";"A61K"
56838557;"HU";"A61P"
56854821;"HU";"A61B"
56879511;"HU";"A23L"
56879511;"HU";"C07C"
56879511;"HU";"C07D"
56880885;"HU";"G01N"
56880885;"HU";"G02B"
56881925;"HU";"H01J"
56882640;"HU";"A61K"
56882640;"HU";"C07K"
56899779;"HU";"C21B"
56899779;"HU";"F27B"
56905854;"HU";"F16K"
56964623;"HU";"B60R"
56964623;"HU";"G06F"
56964623;"HU";"H04L"
56997607;"HU";"B60Q"
56999256;"HU";"F23C"
56999256;"HU";"F23G"
57002673;"HU";"H01J"
57004154;"HU";"G02B"
57004155;"HU";"G02B"
57004797;"HU";"H01F"
57020798;"HU";"B31B"
57020798;"HU";"B65D"
57022298;"HU";"G01C"
57046190;"HU";"H04W"
57046701;"HU";"B62D"
57046701;"HU";"F16C"
57047353;"HU";"C02F"
57047426;"HU";"B01L"
57047426;"HU";"B81C"
57128100;"HU";"H04L"
57128100;"HU";"H04W"
57128134;"HU";"H04L"
57128257;"HU";"H04L"
57129493;"HU";"A61K"
57129939;"HU";"C12N"
57130236;"HU";"C09K"
57130236;"HU";"F21Y"
57130236;"HU";"H01J"
57130254;"HU";"C08F"
57130254;"HU";"C08L"
57155003;"HU";"B65D"
57176578;"HU";"A61K"
57176578;"HU";"A61P"
57176578;"HU";"C07C"
57176578;"HU";"C07D"
57176729;"HU";"H04H"
57176729;"HU";"H04L"
57176729;"HU";"H04N"
57176729;"HU";"H04W"
57177191;"HU";"F01C"
57221323;"HU";"F03D"
57221746;"HU";"H04J"
57221746;"HU";"H04L"
57221746;"HU";"H04W"
57222337;"HU";"H04J"
57222337;"HU";"H04L"
57222337;"HU";"H04W"
57222506;"HU";"C05F"
57222810;"HU";"H04L"
57222810;"HU";"H04W"
57229703;"HU";"A01C"
57229703;"HU";"A01N"
57229703;"HU";"C05F"
57229703;"HU";"C09K"
57229703;"HU";"C12N"
57229703;"HU";"C12R"
57238074;"HU";"C08K"
57238074;"HU";"C08L"
57320760;"HU";"G11B"
57334432;"HU";"C07H"
57334564;"HU";"E06B"
57335187;"HU";"H01M"
57335187;"HU";"H02J"
57338701;"HU";"A61B"
57338898;"HU";"A61B"
57338907;"HU";"A61B"
57422360;"HU";"A23K"
57422360;"HU";"A61K"
57422360;"HU";"A61P"
57422360;"HU";"C07H"
57423652;"HU";"G06Q"
57423720;"HU";"B60R"
57428843;"HU";"A22C"
57481692;"HU";"H04L"
57482070;"HU";"B25F"
57482470;"HU";"C07C"
57482470;"HU";"C07D"
57482604;"HU";"A61K"
57482658;"HU";"H01J"
57483364;"HU";"C07C"
57484652;"HU";"A61P"
57503021;"HU";"B60S"
57503022;"HU";"B60S"
57564919;"HU";"C08J"
57578241;"HU";"H01L"
57578879;"HU";"H04L"
57578879;"HU";"H04W"
57579511;"HU";"A61K"
57579511;"HU";"A61P"
57579765;"HU";"H01J"
57579765;"HU";"H02J"
57579770;"HU";"B65B"
57579770;"HU";"C08J"
57579770;"HU";"C09J"
57579782;"HU";"E04C"
57579782;"HU";"F24J"
57579782;"HU";"F28D"
57637313;"HU";"A61B"
57637962;"HU";"B23D"
57687771;"HU";"C04B"
57716755;"HU";"C07F"
57716755;"HU";"C09K"
57717195;"HU";"C12Q"
57746530;"HU";"H01L"
57746530;"HU";"H05K"
57746625;"HU";"A61K"
57746625;"HU";"A61P"
57746625;"HU";"C07D"
57754296;"HU";"A61K"
57754640;"HU";"B01F"
57802091;"HU";"A47C"
57802091;"HU";"A61G"
57802152;"HU";"F16K"
57809022;"HU";"E04B"
57809022;"HU";"E04C"
57809369;"HU";"H01J"
57811745;"HU";"B60T"
57812236;"HU";"C07D"
57812433;"HU";"A62C"
57868762;"HU";"H04L"
57868772;"HU";"H04L"
57869161;"HU";"B62D"
57870148;"HU";"B23D"
57936280;"HU";"A01N"
57936280;"HU";"A61K"
57936280;"HU";"A61P"
57942677;"HU";"A61K"
57943008;"HU";"A47L"
57993923;"HU";"H04L"
57993924;"HU";"H04L"
57994568;"HU";"A61N"
57995141;"HU";"A23K"
57995455;"HU";"G06K"
57995932;"HU";"A47J"
58037818;"HU";"A63B"
58037818;"HU";"G01P"
58038275;"HU";"H05B"
58038281;"HU";"G06F"
58039097;"HU";"C10L"
58039097;"HU";"C11C"
58039503;"HU";"H04W"
58040153;"HU";"A41D"
58040153;"HU";"A47C"
58040153;"HU";"F04B"
58040153;"HU";"F16K"
58040153;"HU";"H01F"
58085077;"HU";"B60T"
58111211;"HU";"H04W"
58112442;"HU";"B60T"
58112589;"HU";"E04G"
58112589;"HU";"E04H"
58112936;"HU";"B60G"
58112936;"HU";"B60T"
58113200;"HU";"F03D"
266632809;"HU";"G06F"
266704990;"HU";"A61K"
266704990;"HU";"A61P"
266704990;"HU";"C07C"
266706738;"HU";"A61K"
266706738;"HU";"A61P"
266706857;"HU";"H01J"
266706857;"HU";"H05B"
266823617;"HU";"A61K"
266823617;"HU";"A61P"
266823617;"HU";"C07D"
266825039;"HU";"A47B"
266825039;"HU";"A47C"
266825039;"HU";"A47F"
266825039;"HU";"A63J"
266825039;"HU";"B23Q"
266825039;"HU";"F03G"
266825039;"HU";"G09B"
266826252;"HU";"A43B"
266878712;"HU";"C04B"
266878712;"HU";"E04B"
266878713;"HU";"A61M"
266903155;"HU";"B01D"
266903155;"HU";"B60T"
266903155;"HU";"F15B"
266904169;"HU";"A01G"
266932327;"HU";"B24B"
266932483;"HU";"H04L"
266934134;"HU";"B60W"
266934134;"HU";"F02B"
266934134;"HU";"F02D"
266934930;"HU";"A61K"
266934930;"HU";"A61L"
266937203;"HU";"E05B"
266937203;"HU";"E05C"
267158650;"HU";"A63B"
267160124;"HU";"F24H"
267160332;"HU";"H04L"
267163125;"HU";"E05C"
267208480;"HU";"H01L"
267208480;"HU";"H03K"
267208497;"HU";"A61K"
267208497;"HU";"A61P"
267208497;"HU";"C07D"
267279376;"HU";"H04L"
267279690;"HU";"H02K"
267279836;"HU";"C03C"
267279836;"HU";"C09K"
267279836;"HU";"H01J"
267280008;"HU";"C12N"
267280008;"HU";"G01N"
267280359;"HU";"H04L"
267322731;"HU";"H01M"
267348607;"HU";"C02F"
267379426;"HU";"B24B"
267379426;"HU";"B25F"
267379486;"HU";"B24B"
267379486;"HU";"B25F"
267379499;"HU";"H04L"
267380297;"HU";"H04L"
267381003;"HU";"A61K"
267381003;"HU";"A61P"
267381003;"HU";"C07D"
267381083;"HU";"B24B"
267438870;"HU";"C12C"
267451100;"HU";"H04W"
267451151;"HU";"F16F"
267451233;"HU";"B65D"
267451395;"HU";"A61K"
267451395;"HU";"C07K"
267451395;"HU";"G01N"
267452091;"HU";"H04W"
267475392;"HU";"H02H"
267541831;"HU";"H04L"
267542401;"HU";"C07C"
267542401;"HU";"C10J"
267542949;"HU";"H04L"
267543135;"HU";"H01J"
267543203;"HU";"B29B"
267543203;"HU";"B30B"
267632823;"HU";"H04L"
267632911;"HU";"A61H"
267632911;"HU";"A61L"
267634227;"HU";"F15B"
267634227;"HU";"F16D"
267651159;"HU";"G11B"
267830173;"HU";"A61K"
267830173;"HU";"A61P"
267830173;"HU";"C07D"
267830306;"HU";"H05B"
267830554;"HU";"B01J"
267830554;"HU";"C02F"
267856795;"HU";"B64F"
267856795;"HU";"E04G"
267919062;"HU";"H04L"
267919164;"HU";"H04L"
267919303;"HU";"A23K"
267919303;"HU";"A23L"
267919546;"HU";"B29C"
267919546;"HU";"H01B"
267920955;"HU";"B65D"
268018175;"HU";"H04L"
268018175;"HU";"H04W"
268018279;"HU";"H04L"
268018279;"HU";"H04W"
268018429;"HU";"H04L"
268018981;"HU";"H04L"
268019001;"HU";"H04L"
268019001;"HU";"H04W"
268021017;"HU";"H04L"
268021233;"HU";"G21K"
268022008;"HU";"H04L"
268022008;"HU";"H04W"
268022009;"HU";"H04W"
273058047;"HU";"H01L"
273058239;"HU";"C12N"
273058615;"HU";"B01J"
273077651;"HU";"B60T"
273077651;"HU";"F16D"
273077651;"HU";"F16J"
273077911;"HU";"G02B"
273077911;"HU";"H04N"
273109404;"HU";"B60G"
273109404;"HU";"F16K"
273131106;"HU";"H04L"
273161348;"HU";"C07C"
273161348;"HU";"C07D"
273161476;"HU";"B01D"
273166063;"HU";"A43D"
273166063;"HU";"A61B"
273222545;"HU";"A61K"
273222545;"HU";"A61P"
273226457;"HU";"B65D"
273303029;"HU";"A61F"
273315328;"HU";"A61B"
273315328;"HU";"G01F"
273326798;"HU";"H04W"
273387086;"HU";"A47K"
273387086;"HU";"B29C"
273387087;"HU";"A47K"
273387087;"HU";"B29C"
273387088;"HU";"B29C"
273387088;"HU";"B29K"
273387090;"HU";"A47K"
273387090;"HU";"B29C"
273387090;"HU";"B29K"
273442433;"HU";"C11D"
273449525;"HU";"H04L"
273450381;"HU";"G06F"
273451095;"HU";"A61K"
273497669;"HU";"A61F"
273509645;"HU";"B60Q"
273509645;"HU";"B60R"
273509645;"HU";"H01R"
273515489;"HU";"H04L"
273607794;"HU";"B62J"
273607796;"HU";"A61N"
273697393;"HU";"A61F"
273697393;"HU";"A61L"
273697393;"HU";"C08J"
273697804;"HU";"H04L"
273697804;"HU";"H04M"
273697804;"HU";"H04W"
273697926;"HU";"H04L"
273703356;"HU";"E04B"
273703356;"HU";"E04C"
273703356;"HU";"F24F"
273704395;"HU";"H01J"
273727099;"HU";"H04L"
273727099;"HU";"H04W"
273727233;"HU";"H04L"
273765018;"HU";"A23L"
273890209;"HU";"A61K"
273890209;"HU";"C12N"
273890209;"HU";"C12Q"
273926978;"HU";"C07C"
273926978;"HU";"C07D"
273943961;"HU";"B60T"
273944568;"HU";"G01N"
273961087;"HU";"C01B"
273961087;"HU";"C08J"
273961087;"HU";"C08K"
273961950;"HU";"H04L"
273961950;"HU";"H04W"
273962043;"HU";"A61P"
273962043;"HU";"C07K"
274053410;"HU";"A61K"
274070624;"HU";"H04W"
274087122;"HU";"H04L"
274095774;"HU";"H04L"
274095998;"HU";"H04L"
274095998;"HU";"H04Q"
274095998;"HU";"H04W"
274096078;"HU";"G06F"
274096078;"HU";"H04L"
274096094;"HU";"H04L"
274096280;"HU";"A61B"
274096282;"HU";"H04L"
274096396;"HU";"G06F"
274097102;"HU";"H04L"
274098096;"HU";"H04L"
274098126;"HU";"H04L"
274098126;"HU";"H04W"
274098138;"HU";"H04W"
274100529;"HU";"H03M"
274100529;"HU";"H04L"
274101433;"HU";"H04L"
274102259;"HU";"H04Q"
274103589;"HU";"A61L"
274104927;"HU";"F02B"
274104927;"HU";"F02D"
274104929;"HU";"F02B"
274104929;"HU";"F02D"
274104933;"HU";"B60T"
274105379;"HU";"H04L"
274105531;"HU";"A61B"
274105531;"HU";"A61K"
274105531;"HU";"A61N"
274105591;"HU";"H04L"
274105591;"HU";"H04W"
274105613;"HU";"H04L"
274105751;"HU";"H04L"
274105781;"HU";"H04W"
274106245;"HU";"H04L"
274106245;"HU";"H04W"
274106301;"HU";"H04W"
274106361;"HU";"H04L"
274106913;"HU";"F16B"
274107139;"HU";"H04L"
274107723;"HU";"H04L"
274107723;"HU";"H04N"
274108479;"HU";"B60R"
274108479;"HU";"B62D"
274108479;"HU";"F16B"
274108479;"HU";"H05K"
274108661;"HU";"H04L"
274108713;"HU";"H04L"
274109017;"HU";"C07H"
274109919;"HU";"H04L"
274110111;"HU";"A61K"
274110111;"HU";"A61P"
274111353;"HU";"B42D"
274112443;"HU";"F16B"
274112443;"HU";"G01D"
274113067;"HU";"A61K"
274113067;"HU";"A61P"
274113403;"HU";"H04W"
274114417;"HU";"G01N"
274114723;"HU";"C09B"
274114723;"HU";"D06P"
274119269;"HU";"A24D"
274119273;"HU";"F28B"
274119275;"HU";"G01N"
274119275;"HU";"G02B"
274119281;"HU";"E03B"
274119281;"HU";"E21B"
274119285;"HU";"A01B"
274119289;"HU";"A61K"
274119289;"HU";"A61P"
274119289;"HU";"C07D"
274119295;"HU";"A61K"
274119295;"HU";"A61P"
274119295;"HU";"C07D"
274119297;"HU";"A61K"
274119297;"HU";"A61P"
274119303;"HU";"H01R"
274119305;"HU";"A61K"
274119305;"HU";"C07K"
274119305;"HU";"C12N"
274121073;"HU";"G01N"
274121151;"HU";"C07K"
274122819;"HU";"A61K"
274122819;"HU";"A61P"
274122819;"HU";"C07D"
274124771;"HU";"H04L"
274124771;"HU";"H04W"
274124859;"HU";"H04L"
274124859;"HU";"H04W"
274125447;"HU";"A61P"
274125447;"HU";"C07K"
274127757;"HU";"H01J"
274127891;"HU";"H01J"
274127965;"HU";"H01J"
274128805;"HU";"H01J"
274131467;"HU";"A61F"
274154330;"HU";"H04L"
274154330;"HU";"H04W"
274175534;"HU";"H01R"
274195394;"HU";"F02D"
274195394;"HU";"F02N"
274195394;"HU";"F16D"
274195394;"HU";"F16F"
274209241;"HU";"C07C"
274209243;"HU";"C07C"
274273031;"HU";"C07C"
274273033;"HU";"C07D"
274273035;"HU";"C07D"
274273037;"HU";"C07D"
274345267;"HU";"G01N"
274345277;"HU";"A01N"
274345277;"HU";"A61L"
274345277;"HU";"D06M"
274345299;"HU";"C12Q"
274345989;"HU";"C09D"
274345989;"HU";"C09J"
274367754;"HU";"F21S"
274367754;"HU";"F21V"
274368909;"HU";"B62D"
